General : Start date,"2020-08-07"
General : End date,"2020-08-07"
General : Unique identifier,"{E1F0FE92-BFCE-4187-9230-3EED943D02CF}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P4 W2 4"
Break (Standard) : Load at Break (Standard),"24.71801",N
Maximum Load : Maximum Load,"26.84251",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.54324"
"0.10000","0.00013","0.54385"
"0.20000","0.00104","0.55278"
"0.30000","0.00281","0.56039"
"0.40000","0.00489","0.56954"
"0.50000","0.00697","0.57757"
"0.60000","0.00900","0.58673"
"0.70000","0.01111","0.60736"
"0.80000","0.01293","0.62924"
"0.90000","0.01467","0.64682"
"1.00000","0.01650","0.66022"
"1.10000","0.01820","0.67200"
"1.20000","0.01981","0.68509"
"1.30000","0.02145","0.70528"
"1.40000","0.02305","0.72789"
"1.50000","0.02471","0.75043"
"1.60000","0.02638","0.77338"
"1.70000","0.02807","0.79677"
"1.80000","0.02972","0.81847"
"1.90000","0.03137","0.83945"
"2.00000","0.03303","0.85896"
"2.10000","0.03474","0.87960"
"2.20000","0.03644","0.89414"
"2.30000","0.03813","0.91165"
"2.40000","0.03985","0.93644"
"2.50000","0.04153","0.95949"
"2.60000","0.04316","0.98071"
"2.70000","0.04481","1.00372"
"2.80000","0.04646","1.02531"
"2.90000","0.04805","1.04539"
"3.00000","0.04970","1.06684"
"3.10000","0.05136","1.08657"
"3.20000","0.05301","1.10507"
"3.30000","0.05471","1.12264"
"3.40000","0.05641","1.13861"
"3.50000","0.05808","1.15426"
"3.60000","0.05975","1.16948"
"3.70000","0.06134","1.18497"
"3.80000","0.06311","1.20516"
"3.90000","0.06480","1.22368"
"4.00000","0.06643","1.24165"
"4.10000","0.06810","1.26090"
"4.20000","0.06980","1.28064"
"4.30000","0.07154","1.30083"
"4.40000","0.07307","1.31818"
"4.50000","0.07457","1.33431"
"4.60000","0.07618","1.35344"
"4.70000","0.07781","1.37185"
