General : Start date,"2020-08-07"
General : End date,"2020-08-07"
General : Unique identifier,"{D99A4986-B7D6-47E3-884B-BE7727172798}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P4 W3 4"
Break (Standard) : Load at Break (Standard),"45.76444",N
Maximum Load : Maximum Load,"55.00023",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.50171"
"0.10000","0.00004","0.50269"
"0.20000","0.00033","0.50902"
"0.30000","0.00108","0.52262"
"0.40000","0.00319","0.53182"
"0.50000","0.00714","0.54435"
"0.60000","0.00928","0.54712"
"0.70000","0.01095","0.55797"
"0.80000","0.01264","0.57382"
"0.90000","0.01430","0.58008"
"1.00000","0.01589","0.58952"
"1.10000","0.01760","0.59972"
"1.20000","0.01940","0.60998"
"1.30000","0.02114","0.61946"
"1.40000","0.02285","0.63657"
"1.50000","0.02447","0.66652"
"1.60000","0.02608","0.69983"
"1.70000","0.02774","0.72791"
"1.80000","0.02946","0.74710"
"1.90000","0.03115","0.78434"
"2.00000","0.03278","0.82559"
"2.10000","0.03444","0.86350"
"2.20000","0.03615","0.90064"
"2.30000","0.03786","0.93997"
"2.40000","0.03952","0.97835"
"2.50000","0.04121","1.01897"
"2.60000","0.04287","1.05727"
"2.70000","0.04456","1.09657"
"2.80000","0.04619","1.13342"
"2.90000","0.04800","1.17935"
"3.00000","0.04989","1.22674"
"3.10000","0.05154","1.26589"
"3.20000","0.05312","1.30513"
"3.30000","0.05481","1.35058"
"3.40000","0.05651","1.39654"
"3.50000","0.05805","1.43557"
"3.60000","0.05964","1.48006"
"3.70000","0.06124","1.52544"
"3.80000","0.06287","1.57312"
"3.90000","0.06455","1.62276"
"4.00000","0.06622","1.67298"
"4.10000","0.06798","1.72899"
"4.20000","0.06974","1.78559"
"4.30000","0.07139","1.84255"
"4.40000","0.07312","1.90334"
"4.50000","0.07481","1.96115"
"4.60000","0.07648","2.01555"
"4.70000","0.07820","2.07032"
"4.80000","0.07996","2.12462"
"4.90000","0.08159","2.17203"
"5.00000","0.08314","2.21692"
"5.10000","0.08477","2.26480"
"5.20000","0.08641","2.31359"
"5.30000","0.08799","2.35948"
"5.40000","0.08955","2.40694"
"5.50000","0.09115","2.46017"
"5.60000","0.09284","2.51641"
"5.70000","0.09445","2.56754"
"5.80000","0.09612","2.62485"
"5.90000","0.09801","2.69327"
"6.00000","0.09968","2.74637"
"6.10000","0.10129","2.79674"
"6.20000","0.10293","2.85068"
"6.30000","0.10481","2.91867"
"6.40000","0.10663","2.98075"
"6.50000","0.10833","3.03572"
"6.60000","0.10995","3.08686"
"6.70000","0.11151","3.13658"
"6.80000","0.11312","3.18965"
"6.90000","0.11471","3.24131"
"7.00000","0.11633","3.29316"
"7.10000","0.11792","3.34463"
"7.20000","0.11949","3.39398"
"7.30000","0.12111","3.44739"
"7.40000","0.12275","3.50296"
"7.50000","0.12429","3.54986"
"7.60000","0.12588","3.60308"
"7.70000","0.12755","3.66166"
"7.80000","0.12923","3.72115"
"7.90000","0.13100","3.78904"
"8.00000","0.13265","3.84242"
"8.10000","0.13435","3.90052"
