General : Start date,"2020-08-07"
General : End date,"2020-08-07"
General : Unique identifier,"{88121300-F068-4F02-977A-44775CA97768}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P4 W3 3"
Break (Standard) : Load at Break (Standard),"12.99308",N
Maximum Load : Maximum Load,"34.29671",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.49113"
"0.10000","0.00007","0.49168"
"0.20000","0.00039","0.49610"
"0.30000","0.00210","0.50815"
"0.40000","0.00551","0.50922"
"0.50000","0.00748","0.50942"
"0.60000","0.00915","0.50925"
"0.70000","0.01084","0.50907"
"0.80000","0.01256","0.50818"
"0.90000","0.01422","0.50834"
"1.00000","0.01597","0.50997"
"1.10000","0.01765","0.51161"
"1.20000","0.01933","0.51436"
"1.30000","0.02098","0.51631"
"1.40000","0.02264","0.51975"
"1.50000","0.02433","0.52243"
"1.60000","0.02599","0.52454"
"1.70000","0.02770","0.52740"
"1.80000","0.02945","0.52994"
"1.90000","0.03121","0.53223"
"2.00000","0.03292","0.53518"
"2.10000","0.03460","0.53513"
"2.20000","0.03625","0.53598"
"2.30000","0.03815","0.53548"
"2.40000","0.03996","0.53450"
"2.50000","0.04161","0.53584"
"2.60000","0.04328","0.53651"
"2.70000","0.04486","0.54341"
"2.80000","0.04642","0.56735"
"2.90000","0.04803","0.59435"
"3.00000","0.04968","0.61640"
"3.10000","0.05135","0.62751"
"3.20000","0.05299","0.64040"
"3.30000","0.05462","0.65425"
"3.40000","0.05621","0.66619"
"3.50000","0.05791","0.67639"
"3.60000","0.05955","0.68978"
"3.70000","0.06123","0.70809"
"3.80000","0.06286","0.72511"
"3.90000","0.06439","0.73809"
"4.00000","0.06626","0.75557"
"4.10000","0.06812","0.77229"
"4.20000","0.06977","0.79168"
"4.30000","0.07137","0.81082"
"4.40000","0.07301","0.82619"
"4.50000","0.07465","0.84141"
"4.60000","0.07637","0.85705"
"4.70000","0.07804","0.87140"
"4.80000","0.07969","0.87979"
"4.90000","0.08141","0.89894"
"5.00000","0.08312","0.91516"
"5.10000","0.08487","0.93165"
"5.20000","0.08665","0.95017"
"5.30000","0.08842","0.97018"
"5.40000","0.08997","0.98498"
"5.50000","0.09171","1.00424"
"5.60000","0.09333","1.01919"
"5.70000","0.09501","1.03618"
"5.80000","0.09674","1.05264"
"5.90000","0.09839","1.06465"
"6.00000","0.10006","1.07546"
"6.10000","0.10167","1.08143"
"6.20000","0.10324","1.08901"
"6.30000","0.10491","1.10514"
"6.40000","0.10653","1.12069"
"6.50000","0.10809","1.13475"
"6.60000","0.10969","1.14921"
"6.70000","0.11134","1.16495"
"6.80000","0.11303","1.18290"
"6.90000","0.11474","1.20184"
"7.00000","0.11638","1.21944"
"7.10000","0.11808","1.23979"
"7.20000","0.11976","1.25726"
"7.30000","0.12155","1.27674"
"7.40000","0.12338","1.29645"
"7.50000","0.12501","1.31131"
"7.60000","0.12657","1.32742"
"7.70000","0.12829","1.34969"
"7.80000","0.12995","1.37025"
"7.90000","0.13156","1.39004"
"8.00000","0.13316","1.40899"
"8.10000","0.13475","1.42799"
"8.20000","0.13634","1.44750"
"8.30000","0.13792","1.46639"
"8.40000","0.13951","1.48486"
"8.50000","0.14113","1.50465"
"8.60000","0.14270","1.52330"
"8.70000","0.14430","1.54274"
"8.80000","0.14597","1.56508"
"8.90000","0.14766","1.58574"
"9.00000","0.14929","1.60500"
"9.10000","0.15092","1.62392"
"9.20000","0.15261","1.64442"
"9.30000","0.15426","1.66332"
"9.40000","0.15590","1.68240"
"9.50000","0.15761","1.70275"
"9.60000","0.15935","1.72417"
"9.70000","0.16105","1.74435"
"9.80000","0.16270","1.76252"
"9.90000","0.16435","1.78135"
