General : Start date,9/2/2020,
General : End date,9/2/2020,
General : Unique identifier,{D2D63587-5C32-4543-AEE9-71BD6E568023},
Specimen notes : Length, D1, D2
Specimen notes : Genotype and WR,1399 P2 W2 3,
Break (Standard) : Load at Break (Standard),9.30041,N
Maximum Load : Maximum Load,9.34778,N
,,
Time,Extension,Load
(s),(mm),(N)
0,0,0.99668
0.1,0.00011,0.99773
0.2,0.00099,1.00993
0.3,0.0029,1.03457
0.4,0.00497,1.06021
0.5,0.007,1.08406
0.6,0.00888,1.10532
0.7,0.01067,1.12501
0.8,0.01239,1.143
0.9,0.01416,1.16138
1,0.01607,1.1819
1.1,0.01784,1.19973
1.2,0.01954,1.2171
1.3,0.02114,1.23289
1.4,0.02279,1.2487
1.5,0.02437,1.26334
1.6,0.02602,1.28004
1.7,0.02767,1.2957
1.8,0.02943,1.31065
1.9,0.03101,1.32584
2,0.03275,1.34351
2.1,0.03449,1.3602
2.2,0.03617,1.37638
2.3,0.03779,1.39156
2.4,0.03959,1.40858
2.5,0.04139,1.42572
2.6,0.04306,1.44103
2.7,0.04476,1.45692
2.8,0.04646,1.47246
2.9,0.04806,1.48627
3,0.04971,1.50109
3.1,0.05142,1.51648
3.2,0.05305,1.53036
3.3,0.05469,1.54463
3.4,0.05637,1.56011
3.5,0.05803,1.57416
3.6,0.05969,1.58867
3.7,0.06125,1.60105
3.8,0.06297,1.61273
3.9,0.06449,1.62528
4,0.0662,1.64058
4.1,0.06783,1.65472
4.2,0.06956,1.66932
4.3,0.0713,1.68473
4.4,0.073,1.69861
4.5,0.07471,1.7127
4.6,0.07635,1.72619
4.7,0.07799,1.73965
4.8,0.07961,1.75277
4.9,0.0812,1.7658
5,0.08286,1.7794
5.1,0.08453,1.79335
5.2,0.0862,1.80674
5.3,0.08787,1.81976
5.4,0.08953,1.83323
5.5,0.09114,1.84573
5.6,0.09292,1.8614
5.7,0.0948,1.87782
5.8,0.09648,1.8905
5.9,0.09817,1.9032
6,0.09994,1.91695
6.1,0.10146,1.92681
6.2,0.10303,1.93848
6.3,0.10472,1.95234
6.4,0.10627,1.96356
6.5,0.10779,1.97419
6.6,0.10945,1.9876
6.7,0.1111,2.00004
