General : Start date,9/2/2020,
General : End date,9/2/2020,
General : Unique identifier,{154B2B31-4E7D-4231-AE54-6E8BD1D2043B},
Specimen notes : Length, D1, D2
Specimen notes : Genotype and WR,1399 P1 W1 3,
Break (Standard) : Load at Break (Standard),16.35075,N
Maximum Load : Maximum Load,16.39267,N
,,
Time,Extension,Load
(s),(mm),(N)
0,0,0.57699
0.1,0.00008,0.578
0.2,0.00086,0.5941
0.3,0.00342,0.64608
0.4,0.00584,0.6912
0.5,0.00771,0.72513
0.6,0.00944,0.75519
0.7,0.01109,0.78459
0.8,0.01271,0.81309
0.9,0.01432,0.84044
1,0.01598,0.86826
1.1,0.01765,0.89685
1.2,0.01931,0.92414
1.3,0.02094,0.95075
1.4,0.0226,0.97775
1.5,0.02426,1.00453
1.6,0.02589,1.03075
1.7,0.02765,1.05845
1.8,0.02942,1.08624
1.9,0.0312,1.11312
2,0.03284,1.13758
2.1,0.03453,1.16221
2.2,0.03615,1.18553
2.3,0.03781,1.2094
2.4,0.0395,1.234
2.5,0.04116,1.2576
2.6,0.04283,1.2816
2.7,0.04455,1.30597
2.8,0.04625,1.33011
2.9,0.04789,1.35338
3,0.04953,1.37573
3.1,0.0514,1.40269
3.2,0.05311,1.42624
3.3,0.05474,1.44781
3.4,0.05644,1.4712
3.5,0.05819,1.49516
3.6,0.05984,1.51672
3.7,0.06148,1.5384
3.8,0.06321,1.5615
3.9,0.06494,1.58417
4,0.06659,1.60592
4.1,0.06819,1.62599
4.2,0.06975,1.64533
4.3,0.07134,1.66612
4.4,0.07301,1.68805
4.5,0.07463,1.70913
4.6,0.07616,1.72835
4.7,0.07777,1.74843
4.8,0.07956,1.77286
4.9,0.08135,1.7975
5,0.08313,1.8223
5.1,0.08477,1.84534
5.2,0.0864,1.87039
5.3,0.08802,1.89538
5.4,0.08971,1.92192
5.5,0.09138,1.94745
5.6,0.09298,1.97122
5.7,0.09452,1.99324
5.8,0.09628,2.02197
5.9,0.09807,2.05044
6,0.0998,2.07709
6.1,0.10148,2.10275
6.2,0.10303,2.12469
6.3,0.10477,2.15191
6.4,0.10656,2.18027
6.5,0.10819,2.20458
6.6,0.10986,2.2307
6.7,0.11149,2.25575
6.8,0.11311,2.28077
6.9,0.11478,2.30747
7,0.11643,2.33323
7.1,0.11804,2.3583
7.2,0.11969,2.38429
7.3,0.12136,2.41045
7.4,0.12299,2.43549
7.5,0.12455,2.45835
7.6,0.12618,2.48305
7.7,0.12784,2.50813
7.8,0.12953,2.53416
7.9,0.13112,2.55742
8,0.1327,2.58014
8.1,0.13454,2.61012
8.2,0.13626,2.6355
8.3,0.13792,2.6597
