General : Start date,"2020-08-07"
General : End date,"2020-08-07"
General : Unique identifier,"{E4C6A4E1-DA5D-42E1-BD4E-DB11427B41A9}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P1 W1 3"
Break (Standard) : Load at Break (Standard),"19.13668",N
Maximum Load : Maximum Load,"22.47168",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.59406"
"0.10000","0.00013","0.59677"
"0.20000","0.00113","0.61600"
"0.30000","0.00287","0.64924"
"0.40000","0.00493","0.68686"
"0.50000","0.00706","0.72448"
"0.60000","0.00923","0.76202"
"0.70000","0.01110","0.79243"
"0.80000","0.01271","0.81752"
"0.90000","0.01443","0.84480"
"1.00000","0.01614","0.87150"
"1.10000","0.01783","0.89740"
"1.20000","0.01950","0.92300"
"1.30000","0.02122","0.94915"
"1.40000","0.02284","0.97298"
"1.50000","0.02446","0.99661"
"1.60000","0.02608","1.02010"
"1.70000","0.02771","1.04345"
"1.80000","0.02934","1.06702"
"1.90000","0.03101","1.09140"
"2.00000","0.03270","1.11543"
"2.10000","0.03445","1.14054"
"2.20000","0.03616","1.16421"
"2.30000","0.03788","1.18793"
"2.40000","0.03959","1.21155"
"2.50000","0.04135","1.23640"
"2.60000","0.04305","1.25979"
"2.70000","0.04474","1.28304"
"2.80000","0.04630","1.30331"
"2.90000","0.04790","1.32538"
"3.00000","0.04956","1.34837"
"3.10000","0.05118","1.37067"
"3.20000","0.05280","1.39263"
"3.30000","0.05437","1.41385"
"3.40000","0.05601","1.43621"
"3.50000","0.05764","1.45889"
"3.60000","0.05931","1.48140"
"3.70000","0.06102","1.50537"
"3.80000","0.06276","1.52956"
"3.90000","0.06451","1.55395"
"4.00000","0.06626","1.57833"
"4.10000","0.06794","1.60089"
"4.20000","0.06987","1.62879"
"4.30000","0.07181","1.65714"
"4.40000","0.07361","1.68200"
"4.50000","0.07528","1.70315"
"4.60000","0.07693","1.72466"
"4.70000","0.07850","1.74437"
"4.80000","0.08006","1.76415"
"4.90000","0.08150","1.78155"
"5.00000","0.08306","1.80289"
"5.10000","0.08474","1.82675"
"5.20000","0.08636","1.84810"
"5.30000","0.08798","1.86982"
"5.40000","0.08966","1.89288"
"5.50000","0.09127","1.91413"
"5.60000","0.09284","1.93471"
"5.70000","0.09456","1.95843"
"5.80000","0.09625","1.98112"
"5.90000","0.09783","2.00118"
"6.00000","0.09955","2.02515"
"6.10000","0.10127","2.04818"
"6.20000","0.10307","2.07323"
"6.30000","0.10478","2.09427"
"6.40000","0.10646","2.11516"
"6.50000","0.10815","2.13716"
"6.60000","0.10982","2.15774"
"6.70000","0.11152","2.17918"
"6.80000","0.11317","2.19893"
"6.90000","0.11473","2.21762"
"7.00000","0.11636","2.23852"
"7.10000","0.11804","2.26044"
"7.20000","0.11966","2.27984"
"7.30000","0.12120","2.29777"
"7.40000","0.12289","2.32017"
"7.50000","0.12456","2.34178"
"7.60000","0.12629","2.36427"
"7.70000","0.12803","2.38773"
"7.80000","0.12962","2.40426"
"7.90000","0.13116","2.42084"
"8.00000","0.13279","2.44080"
"8.10000","0.13445","2.46146"
"8.20000","0.13612","2.48127"
"8.30000","0.13774","2.49918"
"8.40000","0.13938","2.51727"
"8.50000","0.14109","2.53735"
"8.60000","0.14280","2.55749"
"8.70000","0.14444","2.57579"
"8.80000","0.14611","2.59482"
"8.90000","0.14775","2.61353"
"9.00000","0.14938","2.63218"
"9.10000","0.15107","2.65221"
"9.20000","0.15282","2.67440"
"9.30000","0.15449","2.69279"
"9.40000","0.15620","2.71281"
"9.50000","0.15787","2.73158"
"9.60000","0.15960","2.75181"
"9.70000","0.16131","2.77263"
"9.80000","0.16304","2.79299"
"9.90000","0.16471","2.81046"
"10.00000","0.16628","2.82700"
"10.10000","0.16792","2.84487"
"10.20000","0.16967","2.86637"
"10.30000","0.17143","2.88708"
"10.40000","0.17316","2.90651"
"10.50000","0.17482","2.92424"
"10.60000","0.17645","2.94133"
"10.70000","0.17820","2.96171"
"10.80000","0.17985","2.97862"
"10.90000","0.18138","2.99333"
"11.00000","0.18303","3.01124"
"11.10000","0.18467","3.02983"
"11.20000","0.18629","3.04747"
"11.30000","0.18790","3.06460"
"11.40000","0.18952","3.08168"
"11.50000","0.19119","3.10044"
