General : Start date,"2020-08-07"
General : End date,"2020-08-07"
General : Unique identifier,"{08866C56-A4B7-4E4D-B603-4E964763A968}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P1 W1 4"
Break (Standard) : Load at Break (Standard),"17.46133",N
Maximum Load : Maximum Load,"19.10651",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.78760"
"0.10000","0.00008","0.78858"
"0.20000","0.00085","0.80425"
"0.30000","0.00323","0.85345"
"0.40000","0.00531","0.89254"
"0.50000","0.00722","0.92808"
"0.60000","0.00907","0.96072"
"0.70000","0.01074","0.98858"
"0.80000","0.01238","1.01558"
"0.90000","0.01406","1.04338"
"1.00000","0.01587","1.07366"
"1.10000","0.01756","1.10006"
"1.20000","0.01925","1.12683"
"1.30000","0.02092","1.15266"
"1.40000","0.02267","1.18020"
"1.50000","0.02447","1.20810"
"1.60000","0.02620","1.23438"
"1.70000","0.02790","1.25981"
"1.80000","0.02961","1.28590"
"1.90000","0.03139","1.31367"
"2.00000","0.03311","1.33956"
"2.10000","0.03475","1.36450"
"2.20000","0.03628","1.38607"
"2.30000","0.03787","1.41008"
"2.40000","0.03953","1.43538"
"2.50000","0.04119","1.46113"
"2.60000","0.04282","1.48591"
"2.70000","0.04448","1.51077"
"2.80000","0.04613","1.53453"
"2.90000","0.04785","1.56169"
"3.00000","0.04955","1.58726"
"3.10000","0.05119","1.61218"
"3.20000","0.05283","1.63638"
"3.30000","0.05447","1.65991"
"3.40000","0.05617","1.68553"
"3.50000","0.05787","1.71131"
"3.60000","0.05955","1.73657"
"3.70000","0.06129","1.76261"
"3.80000","0.06298","1.78708"
"3.90000","0.06462","1.81029"
"4.00000","0.06625","1.83410"
"4.10000","0.06785","1.85744"
"4.20000","0.06956","1.88316"
"4.30000","0.07113","1.90546"
"4.40000","0.07279","1.93040"
"4.50000","0.07448","1.95626"
"4.60000","0.07610","1.97985"
"4.70000","0.07765","2.00194"
"4.80000","0.07927","2.02562"
"4.90000","0.08093","2.05023"
"5.00000","0.08262","2.07550"
"5.10000","0.08436","2.10215"
"5.20000","0.08618","2.13048"
"5.30000","0.08794","2.15637"
