Year,Row,Geno,Condition,Stage,Plant.ID,WR,Root,K,BL,UL,ai2 ,bi2 ,ai,bi,ao ,bo,MajorD,MinorD,MajorThicc1,MinorThicc1,MajorThicc2,MinorThicc2,MajorDC,MinorDC,MOI_solid,MOI_solid_test,E_MPa_solid,E_GPa_solid,MOI_hollow,MOI_hollowtest,E_MPa_hollow,E_GPa_hollow,MOI_true,Condcolor,Sample,Grow,MOIfig,Figure_5,Figure_6
2019,1391,B73,Senesced Field,,P13,MWR,2,62.7241,5.70269,6.73675,0.059,0.081,1.667,2.341,2.028,2.621,5.242,4.056,0.28,0.361,2.54,1.969,,,17.1696228,17.1696228,373.9204442,0.373920444,17.16960974,17.16960974,373.9207288,0.373920729,14.17513418,cornflowerblue,Dry,Field,Ye,,
2019,1391,B73,Senesced Field,,P16,BWR,1,69.01143,5.07359,10.59183,0.042,0.062,1.483,2.295,1.794,2.533,5.066,3.588,0.238,0.311,2.471,1.752,,,11.48662353,11.48662353,614.9420143,0.614942014,11.48661992,11.48661992,614.9422074,0.614942207,15.03387095,cornflowerblue,Dry,Field,Ye,,
2019,1391,B73,Senesced Field,,P11,MWR,1,121.25209,12.13737,16.75431,0.037,0.064,1.546,1.989,1.725,2.554,5.108,3.45,0.565,0.179,2.49,1.688,,,10.29622614,10.29622614,1205.359756,1.205359756,10.29622359,10.29622359,1205.360054,1.205360054,15.86775682,cornflowerblue,Dry,Field,Ye,,
2019,1391,B73,Senesced Field,,P16,BWR,2,61.85067,9.02468,11.80266,0.047,0.071,1.915,2.488,2.224,2.773,5.546,4.448,0.285,0.309,2.702,2.177,,,23.95764358,23.95764358,264.2444263,0.264244426,23.9576378,23.9576378,264.2444902,0.26424449,17.52395513,cornflowerblue,Dry,Field,Ye,,
2019,1282,A632,Senesced Field,,P01,MWR,1,255.47811,11.80722,16.24245,0.035,0.05,1.002,1.773,1.358,2.077,4.154,2.716,0.304,0.356,2.027,1.323,,,4.085316309,4.085316309,6400.789333,6.400789333,,,,,,cornflowerblue,Dry,Field,No,,
2019,1282,A632,Senesced Field,,P01,MWR,2,183.55497,10.95831,13.82463,0.034,0.054,0.986,1.616,1.315,1.814,3.628,2.63,0.198,0.329,1.76,1.281,,,3.239697215,3.239697215,5799.188858,5.799188858,,,,,,cornflowerblue,Dry,Field,No,,
2019,1282,A632,Senesced Field,,P01,MWR,3,200.86305,11.41444,11.94439,0.015,0.064,0.617,1.868,0.901,2.166,4.332,1.802,0.298,0.284,2.102,0.886,,,1.244293139,1.244293139,16522.7706,16.5227706,,,,,,cornflowerblue,Dry,Field,No,,
2019,1282,A632,Senesced Field,,P01,MWR,4,148.45812,7.56117,13.71589,0.022,0.067,0.761,2.021,1.082,2.322,4.644,2.164,0.301,0.321,2.255,1.06,,,2.310116484,2.310116484,6577.723358,6.577723358,,,,,,cornflowerblue,Dry,Field,No,,
2019,1282,A632,Senesced Field,,P02,MWR,1,101.60298,6.93561,10.90166,0.027,0.067,1.085,1.927,1.328,2.247,4.494,2.656,0.32,0.243,2.18,1.301,,,4.133207215,4.133207215,2516.082017,2.516082017,,,,,,cornflowerblue,Dry,Field,No,,
2019,1282,A632,Senesced Field,,P02,MWR,2,180.79488,9.78225,11.02125,0.019,0.057,0.615,1.678,0.879,1.947,3.894,1.758,0.269,0.264,1.89,0.86,,,1.038538158,1.038538158,17818.42018,17.81842018,,,,,,cornflowerblue,Dry,Field,No,,
2019,1282,A632,Senesced Field,,P02,MWR,3,123.66173,11.31764,11.64223,0.02,0.067,0.669,1.543,0.895,1.868,3.736,1.79,0.325,0.226,1.801,0.875,,,1.051806521,1.051806521,12033.86085,12.03386085,,,,,,cornflowerblue,Dry,Field,No,,
2019,1282,A632,Senesced Field,,P02,MWR,4,90.74385,8.87958,11.46122,0.024,0.059,0.686,1.751,1.057,1.979,3.958,2.114,0.228,0.371,1.92,1.033,,,1.835526409,1.835526409,5060.134847,5.060134847,,,,,,cornflowerblue,Dry,Field,No,,
2019,1282,A632,Senesced Field,,P03,BWR,1,215.16161,,21.20415,0.059,0.075,2.061,2.579,2.505,2.825,5.65,5.01,0.246,0.444,2.75,2.446,,,34.87638989,34.87638989,631.4497388,0.631449739,,,,,,cornflowerblue,Dry,Field,No,,
2019,1282,A632,Senesced Field,,P03,BWR,2,100.72932,10.94512,13.10172,0.047,0.081,2.084,2.57,2.412,2.892,5.784,4.824,0.322,0.328,2.811,2.365,,,31.87278993,31.87278993,323.475467,0.323475467,,,,,,cornflowerblue,Dry,Field,No,,
2019,1282,A632,Senesced Field,,P03,MWR,1,149.17913,7.35726,12.65998,,,0.725,2.025,1.067,2.216,4.432,2.134,0.191,0.342,2.216,1.067,,,2.114233236,2.114233236,7222.053497,7.222053497,,,,,,cornflowerblue,Dry,Field,No,,
2019,1282,A632,Senesced Field,,P03,MWR,2,135.20273,12.53613,14.58327,,,1.521,2.145,1.733,2.434,4.868,3.466,0.289,0.212,2.434,1.733,,,9.949611961,9.949611961,1390.86457,1.39086457,,,,,,cornflowerblue,Dry,Field,No,,
2019,1282,A632,Senesced Field,,P03,MWR,3,132.16498,7.40056,11.07923,,,1.164,1.821,1.399,2.068,4.136,2.798,0.247,0.235,2.068,1.399,,,4.447270639,4.447270639,3041.783936,3.041783936,,,,,,cornflowerblue,Dry,Field,No,,
2019,1282,A632,Senesced Field,,P04,BWR,1,126.15238,10.09786,17.11897,0.03,0.086,1.235,2.34,1.518,2.724,5.448,3.036,0.384,0.283,2.638,1.488,,,7.483629862,7.483629862,1725.395559,1.725395559,,,,,,cornflowerblue,Dry,Field,No,,
2019,1282,A632,Senesced Field,,P04,BWR,2,310.73309,,28.4085,0.041,0.075,1.478,2.583,1.976,2.899,5.798,3.952,0.316,0.498,2.824,1.935,,,17.56705324,17.56705324,1810.48159,1.81048159,,,,,,cornflowerblue,Dry,Field,No,,
2019,1282,A632,Senesced Field,,P04,MWR,1,90.19044,4.10287,7.61843,,,0.737,1.48,0.939,1.788,3.576,1.878,0.308,0.202,1.788,0.939,,,1.162663859,1.162663859,7939.841993,7.939841993,,,,,,cornflowerblue,Dry,Field,No,,
2019,1282,A632,Senesced Field,,P04,MWR,2,186.68588,7.19416,12.84883,,,0.937,1.674,1.114,2.009,4.018,2.228,0.335,0.177,2.009,1.114,,,2.181350183,2.181350183,8759.747896,8.759747896,,,,,,cornflowerblue,Dry,Field,No,,
2019,1282,A632,Senesced Field,,P04,MWR,3,109.47454,6.02269,9.06871,,,0.899,1.491,1.137,1.756,3.512,2.274,0.265,0.238,1.756,1.137,,,2.027196217,2.027196217,5527.425131,5.527425131,,,,,,cornflowerblue,Dry,Field,No,,
2019,1282,A632,Senesced Field,,P04,MWR,4,132.92921,4.89026,7.21087,,,0.722,1.243,0.953,1.552,3.104,1.906,0.309,0.231,1.552,0.953,,,1.055019047,1.055019047,12896.31553,12.89631553,,,,,,cornflowerblue,Dry,Field,No,,
2019,1282,A632,Senesced Field,,P05,MWR,1,45.89267,,4.27338,,,0.854,1.42,1.091,1.623,3.246,2.182,0.203,0.237,1.623,1.091,,,1.655322632,1.655322632,2837.698164,2.837698164,,,,,,cornflowerblue,Dry,Field,No,,
2019,1282,A632,Senesced Field,,P05,MWR,2,92.0934,,4.28385,,,0.676,1.482,0.934,1.712,3.424,1.868,0.23,0.258,1.712,0.934,,,1.095555215,1.095555215,8603.987353,8.603987353,,,,,,cornflowerblue,Dry,Field,No,,
2019,1282,A632,Senesced Field,,P06,MWR,2,121.2902,6.06919,6.32654,,,0.499,1.56,0.69,1.795,3.59,1.38,0.235,0.191,1.795,0.69,,,0.463128606,0.463128606,26805.85305,26.80585305,,,,,,cornflowerblue,Dry,Field,No,,
2019,1282,A632,Senesced Field,,P07,MWR,1,139.8069,9.1117,13.80384,,,1.206,1.6,1.419,1.89,3.78,2.838,0.29,0.213,1.89,1.419,,,4.241298822,4.241298822,3373.92373,3.37392373,,,,,,cornflowerblue,Dry,Field,No,,
2019,1282,A632,Senesced Field,,P07,MWR,2,122.72738,6.94639,9.60881,,,1.068,1.5,1.432,1.749,3.498,2.864,0.249,0.364,1.749,1.432,,,4.03374783,4.03374783,3114.140803,3.114140803,,,,,,cornflowerblue,Dry,Field,No,,
2019,1282,A632,Senesced Field,,P07,MWR,3,126.76448,8.47159,11.53685,,,0.744,1.981,0.968,2.19,4.38,1.936,0.209,0.224,2.19,0.968,,,1.560127414,1.560127414,8316.54684,8.31654684,,,,,,cornflowerblue,Dry,Field,No,,
2019,1282,A632,Senesced Field,,P07,MWR,4,144.67712,8.99175,10.87223,,,1.084,1.672,1.403,1.844,3.688,2.806,0.172,0.319,1.844,1.403,,,3.999666782,3.999666782,3702.384938,3.702384938,,,,,,cornflowerblue,Dry,Field,No,,
2019,1282,A632,Senesced Field,,P08,BWR,1,218.18114,14.58835,15.12836,0.019,0.074,0.759,2.314,1.009,2.576,5.152,2.018,0.262,0.25,2.502,0.99,,,2.078304791,2.078304791,10745.17504,10.74517504,,,,,,cornflowerblue,Dry,Field,No,,
2019,1282,A632,Senesced Field,,P08,MWR,1,100.04648,7.35577,10.43078,,,1.102,1.698,1.425,1.965,3.93,2.85,0.267,0.323,1.965,1.425,,,4.465776964,4.465776964,2293.033031,2.293033031,,,,,,cornflowerblue,Dry,Field,No,,
2019,1282,A632,Senesced Field,,P08,MWR,2,95.82455,5.2434,9.67789,,,0.654,1.933,1.033,2.181,4.362,2.066,0.248,0.379,2.181,1.033,,,1.888193558,1.888193558,5194.40495,5.19440495,,,,,,cornflowerblue,Dry,Field,No,,
2019,1282,A632,Senesced Field,,P08,MWR,3,115.63809,6.05729,8.24794,,,0.876,1.621,1.101,1.914,3.828,2.202,0.293,0.225,1.914,1.101,,,2.006290292,2.006290292,5899.465488,5.899465488,,,,,,cornflowerblue,Dry,Field,No,,
2019,1282,A632,Senesced Field,,P08,MWR,4,104.63634,8.48467,9.97487,,,0.906,1.786,1.091,2.065,4.13,2.182,0.279,0.185,2.065,1.091,,,2.106125222,2.106125222,5085.151287,5.085151287,,,,,,cornflowerblue,Dry,Field,No,,
2019,1321,A632,Senesced Field,,P09,BWR,1,202.51006,20.59314,24.77087,,,2.179,2.796,2.735,3.3,6.6,5.47,0.504,0.556,3.3,2.735,,,53.02440614,53.02440614,390.9095818,0.390909582,,,,,,cornflowerblue,Dry,Field,No,,
2019,1321,A632,Senesced Field,,P09,MWR,1,86.6232,8.6361,10.96072,,,1.579,2.024,1.822,2.344,4.688,3.644,0.32,0.243,2.344,1.822,,,11.13506116,11.13506116,796.2457795,0.796245779,,,,,,cornflowerblue,Dry,Field,No,,
2019,1321,A632,Senesced Field,,P09,MWR,2,164.84526,15.55354,15.78624,,,0.704,1.867,0.921,2.245,4.49,1.842,0.378,0.217,2.245,0.921,,,1.377479414,1.377479414,12248.89391,12.24889391,,,,,,cornflowerblue,Dry,Field,No,,
2019,1321,A632,Senesced Field,,P09,MWR,2,49.99962,4.54542,5.69624,,,1.315,2.197,1.601,2.528,5.056,3.202,0.331,0.286,2.528,1.601,,,8.147811007,8.147811007,628.1036016,0.628103602,,,,,,cornflowerblue,Dry,Field,No,,
2019,1321,A632,Senesced Field,,P09,MWR,4,123.98227,5.63863,9.5805,,,0.719,1.963,1.038,2.309,4.618,2.076,0.346,0.319,2.309,1.038,,,2.0281771,2.0281771,6256.900311,6.256900311,,,,,,cornflowerblue,Dry,Field,No,,
2019,1321,A632,Senesced Field,,P10,BWR,1,140.87561,14.50338,21.27872,,,1.912,2.513,2.285,2.979,5.958,4.57,0.466,0.373,2.979,2.285,,,27.91380227,27.91380227,516.5618616,0.516561862,,,,,,cornflowerblue,Dry,Field,No,,
2019,1321,A632,Senesced Field,,P10,BWR,3,87.14099,10.08959,13.69911,,,1.307,1.871,1.688,2.279,4.558,3.376,0.408,0.381,2.279,1.688,,,8.60897672,8.60897672,1036.039904,1.036039904,,,,,,cornflowerblue,Dry,Field,No,,
2019,1321,A632,Senesced Field,,P10,BWR,4,153.14986,14.62994,17.67915,,,1.442,2.523,1.755,2.83,5.66,3.51,0.307,0.313,2.83,1.755,,,12.01455471,12.01455471,1304.711384,1.304711384,,,,,,cornflowerblue,Dry,Field,No,,
2019,1321,A632,Senesced Field,,P10,MWR,4,127.00554,8.15051,9.86694,,,1.328,2.039,1.664,2.396,4.792,3.328,0.357,0.336,2.396,1.664,,,8.670350634,8.670350634,1499.310323,1.499310323,,,,,,cornflowerblue,Dry,Field,No,,
2019,1321,A632,Senesced Field,,P10,MWR,1,193.43042,23.87923,24.24997,,,1.377,2.362,1.701,2.686,5.372,3.402,0.324,0.324,2.686,1.701,,,10.38266474,10.38266474,1906.87169,1.90687169,,,,,,cornflowerblue,Dry,Field,No,,
2019,1321,A632,Senesced Field,,P10,MWR,2,127.76635,10.36685,17.52944,,,1.129,2.276,1.41,2.617,5.234,2.82,0.341,0.281,2.617,1.41,,,5.761703984,5.761703984,2269.713668,2.269713668,,,,,,cornflowerblue,Dry,Field,No,,
2019,1321,A632,Senesced Field,,P11,MWR,1,181.20499,9.19981,17.54173,,,1.571,1.954,1.949,2.374,4.748,3.898,0.42,0.378,2.374,1.949,,,13.80403696,13.80403696,1343.598674,1.343598674,,,,,,cornflowerblue,Dry,Field,No,,
2019,1321,A632,Senesced Field,,P11,MWR,2,102.81482,12.35473,15.20223,,,1.533,2.333,1.849,2.666,5.332,3.698,0.333,0.316,2.666,1.849,,,13.23612195,13.23612195,795.0610655,0.795061065,,,,,,cornflowerblue,Dry,Field,No,,
2019,1321,A632,Senesced Field,,P12,BWR,1,218.37327,,,,,2.025,2.803,2.393,3.199,6.398,4.786,0.396,0.368,3.199,2.393,,,34.42961904,34.42961904,649.1914432,0.649191443,,,,,,cornflowerblue,Dry,Field,No,,
2019,1321,A632,Senesced Field,,P12,BWR,2,318.21936,14.07814,38.74653,,,2.044,2.422,2.37,2.748,5.496,4.74,0.326,0.326,2.748,2.37,,,28.73105991,28.73105991,1133.653875,1.133653875,,,,,,cornflowerblue,Dry,Field,No,,
2019,1321,A632,Senesced Field,,P12,MWR,1,85.42159,10.04241,13.87876,,,1.522,2.06,1.82,2.321,4.642,3.64,0.261,0.298,2.321,1.82,,,10.98953169,10.98953169,795.5985664,0.795598566,,,,,,cornflowerblue,Dry,Field,No,,
2019,1321,A632,Senesced Field,,P12,MWR,2,77.25689,9.975,12.5507,,,1.186,2.085,1.485,2.401,4.802,2.97,0.316,0.299,2.401,1.485,,,6.175347515,6.175347515,1280.505198,1.280505198,,,,,,cornflowerblue,Dry,Field,No,,
2019,1321,A632,Senesced Field,,P12,MWR,3,89.63722,7.7525,9.84585,,,1.281,1.785,1.576,2.053,4.106,3.152,0.268,0.295,2.053,1.576,,,6.311716304,6.311716304,1453.605091,1.453605091,,,,,,cornflowerblue,Dry,Field,No,,
2019,1321,A632,Senesced Field,,P12,MWR,4,77.51007,7.77504,8.21367,,,1.169,2.109,1.453,2.334,4.668,2.906,0.225,0.284,2.334,1.453,,,5.623252383,5.623252383,1410.834528,1.410834528,,,,,,cornflowerblue,Dry,Field,No,,
2019,1321,A632,Senesced Field,,P13,BWR,1,137.5726,4.00778,15.83545,,,1.842,2.522,2.16,2.929,5.858,4.32,0.407,0.318,2.929,2.16,,,23.18304651,23.18304651,607.3890601,0.60738906,,,,,,cornflowerblue,Dry,Field,No,,
2019,1321,A632,Senesced Field,,P13,BWR,2,135.7,17.65853,20.02574,,,2.428,3.427,2.741,3.693,7.386,5.482,0.266,0.313,3.693,2.741,,,59.73052,59.73052,232.5354009,0.232535401,,,,,,cornflowerblue,Dry,Field,No,,
2019,1321,A632,Senesced Field,,P13,BWR,3,268.97557,,27.4328,,,2.406,2.97,2.782,3.36,6.72,5.564,0.39,0.376,3.36,2.782,,,56.81990925,56.81990925,484.5268267,0.484526827,,,,,,cornflowerblue,Dry,Field,No,,
2019,1321,A632,Senesced Field,,P13,MWR,1,123.59559,7.64877,12.15929,,,1.529,2.111,1.808,2.375,4.75,3.616,0.264,0.279,2.375,1.808,,,11.0242429,11.0242429,1147.518585,1.147518585,,,,,,cornflowerblue,Dry,Field,No,,
2019,1321,A632,Senesced Field,,P13,MWR,2,84.33476,8.19148,10.04526,,,1.3,2.004,1.489,2.146,4.292,2.978,0.142,0.189,2.146,1.489,,,5.564212304,5.564212304,1551.345206,1.551345206,,,,,,cornflowerblue,Dry,Field,No,,
2019,1321,A632,Senesced Field,,P13,MWR,3,88.34014,7.23452,10.33593,,,1.406,2.247,1.679,2.526,5.052,3.358,0.279,0.273,2.526,1.679,,,9.390210242,9.390210242,962.915758,0.962915758,,,,,,cornflowerblue,Dry,Field,No,,
2019,1321,A632,Senesced Field,,P13,MWR,4,110.5715,9.62692,13.52694,,,1.57,1.93,1.898,2.186,4.372,3.796,0.256,0.328,2.186,1.898,,,11.73893406,11.73893406,964.0955199,0.96409552,,,,,,cornflowerblue,Dry,Field,No,,
2019,1321,A632,Senesced Field,,P14,BWR,1,219.36847,,20.73173,,,2.556,2.769,2.807,3.147,6.294,5.614,0.378,0.251,3.147,2.807,,,54.66556765,54.66556765,410.7389332,0.410738933,,,,,,cornflowerblue,Dry,Field,No,,
