Year,Row,Geno,Condition,Stage,Plant.ID,WR,Root,Section,K,BL,UL,ai2,bi2,ai,bi,ao,bo,MajorD,MinorD,MajorThicc,MinorThicc,MajorThicc2,MinorThicc2,MOI_solid,E_MPa_solid,E,MOI_hollow,E_MPa_hollow,E_GPa_hollow,MOI_hollow2,E_MPa_hollow2,E_GPa_hollow2,Condcolor,Sample,Grow
2019,,B73,Dry/Greenhouse,V15,P11,BWR,R3,S1,36.06018,18.64006,21.92649,0.226,1.583,0.998,1.929,1.368,2.402,4.804,2.736,0.473,0.37,0.819,1.142,4.82971136,764.2091626,0.764209163,3.323750333,1110.465379,1.110465379,4.815359899,766.4867739,0.766486774,indianred,Dry,Greenhouse
2019,,B73,Dry/Greenhouse,V15,P11,BWR,R4,S1,44.75933,16.32006,22.99552,0.786,1.221,1.389,1.759,1.853,2.257,4.514,3.706,0.498,0.464,1.036,1.067,11.27840533,406.2013901,0.40620139,7.576183321,604.6981347,0.604698135,10.81274077,423.6949742,0.423694974,indianred,Dry,Greenhouse
2019,,B73,Dry/Greenhouse,V15,P11,BWR,R5,S1,40.79404,10.79061,14.23716,0.468,0.841,0.768,1.227,1.195,1.531,3.062,2.39,0.304,0.427,0.69,0.727,2.051959515,2034.854947,2.034854947,1.615425486,2584.730776,2.584730776,1.984254095,2104.286936,2.104286936,indianred,Dry,Greenhouse
2019,,B73,Dry/Greenhouse,V15,P11,BWR,R6,S1,44.87147,14.43168,16.16557,0.176,1.279,0.877,1.816,1.361,2.199,4.398,2.722,0.383,0.484,0.92,1.185,4.354010643,1054.839387,1.054839387,3.391945443,1354.025882,1.354025882,4.348534202,1056.167827,1.056167827,indianred,Dry,Greenhouse
2019,,B73,Dry/Greenhouse,V15,P11,MWR,R1,S1,28.56217,11.27934,14.4473,0.506,1.113,0.788,1.609,1.189,2.035,4.07,2.378,0.426,0.401,0.922,0.683,2.686580504,1088.170298,1.088170298,2.068244439,1413.496903,1.413496903,2.573330925,1136.059525,1.136059525,indianred,Dry,Greenhouse
2019,,B73,Dry/Greenhouse,V15,P11,MWR,R2,S1,22.79429,12.71712,16.18299,0.687,1.397,1.242,2.002,1.63,2.345,4.69,3.26,0.343,0.388,0.948,0.943,7.976190935,292.5068591,0.292506859,4.963748602,470.025931,0.470025931,7.620431441,306.1625284,0.306162528,indianred,Dry,Greenhouse
2019,,B73,Dry/Greenhouse,V15,P11,MWR,R3,S1,25.28276,13.55878,15.03893,0.098,1.171,0.423,1.694,0.866,2.225,4.45,1.732,0.531,0.443,1.054,0.768,1.134941751,2280.113343,2.280113343,1.034242929,2502.116048,2.502116048,1.134076136,2281.853704,2.281853704,indianred,Dry,Greenhouse
2019,,B73,Dry/Greenhouse,V15,P11,MWR,R4,S1,33.88759,11.57692,13.12423,0.384,1.118,0.895,1.358,1.174,1.781,3.562,2.348,0.423,0.279,0.663,0.79,2.263383219,1532.456372,1.532456372,1.498740148,2314.301141,2.314301141,2.213663878,1566.875653,1.566875653,indianred,Dry,Greenhouse
2019,,B73,Dry/Greenhouse,V15,P11,MWR,R5,S1,28.08228,18.86541,19.92617,0.641,1.353,1.122,1.712,1.459,2.084,4.168,2.918,0.372,0.337,0.731,0.818,5.083390485,565.4372561,0.565437256,3.184183878,902.6923312,0.902692331,4.803516993,598.3820546,0.598382055,indianred,Dry,Greenhouse
2019,,B73,Dry/Greenhouse,V15,P11,MWR,R6,S1,37.13027,15.10269,23.16617,0.199,1.497,1.228,1.83,1.822,2.405,4.81,3.644,0.575,0.594,0.908,1.623,11.42483877,332.6469563,0.332646956,8.763279933,433.6775583,0.433677558,11.41557323,332.916952,0.332916952,indianred,Dry,Greenhouse
2019,,B73,Dry/Greenhouse,V15,P11,TWR,R2,S1,13.00509,7.14194,8.02781,0.198,0.43,0.171,0.778,0.515,1.123,2.246,1.03,0.345,0.344,0.693,0.317,0.120473444,11049.11679,11.04911679,0.117418116,11336.62501,11.33662501,0.117851919,11294.89581,11.29489581,indianred,Dry,Greenhouse
2019,,B73,Dry/Greenhouse,V15,P12,MWR,R3,S1,28.1241,23.11265,23.34749,0.638,1.365,0.728,1.435,1.06,1.711,3.422,2.12,0.276,0.332,0.346,0.422,1.600506664,1798.567219,1.798567219,1.165660222,2469.517929,2.469517929,1.322096831,2177.313152,2.177313152,indianred,Dry,Greenhouse
2019,,B73,Dry/Greenhouse,V15,P12,MWR,R5,S1,8.08306,10.12149,10.13191,0.321,0.825,0.407,0.983,0.63,1.216,2.432,1.26,0.233,0.223,0.391,0.309,0.238805929,3464.46537,3.46446537,0.186755222,4430.049449,4.430049449,0.217374115,3806.041352,3.806041352,indianred,Dry,Greenhouse
2019,,B73,Dry/Greenhouse,V15,P12,MWR,R6,S1,6.47075,8.75535,9.43009,0.279,0.844,0.439,1.127,0.667,1.444,2.888,1.334,0.317,0.228,0.6,0.388,0.336538362,1968.002163,1.968002163,0.261651202,2531.263828,2.531263828,0.322142259,2055.949523,2.055949523,indianred,Dry,Greenhouse
2019,,B73,Dry/Greenhouse,V15,P12,TWR,R2,S1,11.44304,6.01757,7.20027,0.108,0.9,0.217,1.252,0.409,1.54,3.08,0.818,0.288,0.192,0.64,0.301,0.082752386,14153.58367,14.15358367,0.07270453,16109.62648,16.10962648,0.081861948,14307.53661,14.30753661,indianred,Dry,Greenhouse
2019,,B73,Dry/Greenhouse,V15,P12,TWR,R4,S1,11.37152,5.56376,6.3754,0.18,0.983,0.355,1.322,0.489,1.62,3.24,0.978,0.298,0.134,0.637,0.309,0.148775519,7823.34663,7.82334663,0.102323307,11374.94952,11.37494952,0.144272944,8067.5033,8.0675033,indianred,Dry,Greenhouse
2019,,B73,Dry/Greenhouse,V15,P12,TWR,R5,S1,11.85018,7.75667,7.76266,0.063,1.089,0.176,1.219,0.308,1.25,2.5,0.616,0.031,0.132,0.161,0.245,0.028684814,42284.23035,42.28423035,0.023465282,51689.78132,51.68978132,0.02847095,42601.85624,42.60185624,indianred,Dry,Greenhouse
2019,,B73,Dry/Greenhouse,V15,P13,BWR,R1,S1,24.63602,7.89696,9.54385,0.435,0.549,0.668,0.894,0.833,1.143,2.286,1.666,0.249,0.165,0.594,0.398,0.518885,4859.649631,4.859649631,0.309590995,8144.93747,8.14493747,0.483393039,5216.457614,5.216457614,indianred,Dry,Greenhouse
2019,,B73,Dry/Greenhouse,V15,P13,BWR,R2,S1,36.12469,12.80261,13.17527,0.61,1.016,0.851,1.318,1.043,1.521,3.042,2.086,0.203,0.192,0.505,0.433,1.355414167,2727.95772,2.72795772,0.7174534,5153.662305,5.153662305,1.174291379,3148.718117,3.148718117,indianred,Dry,Greenhouse
2019,,B73,Dry/Greenhouse,V15,P13,MWR,R3,S1,26.17431,14.02441,15.70973,0.872,0.999,1.36,1.561,1.602,1.901,3.802,3.204,0.34,0.242,0.902,0.73,6.13846146,436.4366716,0.436436672,3.05449597,877.0840474,0.877084047,5.618220162,476.8502499,0.47685025,indianred,Dry,Greenhouse
2019,,B73,Dry/Greenhouse,V15,P13,MWR,R6,S1,36.70751,8.34074,22.74114,0.508,1.121,0.846,1.387,1.224,1.696,3.392,2.448,0.309,0.378,0.575,0.716,2.442642913,1538.156304,1.538156304,1.783047797,2107.159776,2.107159776,2.327221436,1614.443103,1.614443103,indianred,Dry,Greenhouse
2019,1311,B73,Senesced/Field,,P02,BWR,R1,,119.05163,13.13229,15.86088,0.045,0.048,1.899,2.088,2.258,2.383,4.766,4.516,0.295,0.359,2.335,2.213,21.54694666,565.5293334,0.565529333,10.3165455,1181.154136,1.181154136,21.54694322,565.5294235,0.565529424,palegreen4,Dry,Field
2019,1311,B73,Senesced/Field,,P02,MWR,R1,,44.88906,2.69179,4.02759,0.022,0.042,0.824,1.435,1.052,1.719,3.438,2.104,0.284,0.228,1.677,1.03,1.571856797,2923.028571,2.923028571,0.941301153,4881.0971,4.8810971,1.571856446,2923.029224,2.923029224,palegreen4,Dry,Field
2019,1311,B73,Senesced/Field,,P03,BWR,R1,,104.15063,14.09722,18.36753,1.176,1.728,1.952,2.27,2.369,2.632,5.264,4.738,0.362,0.417,0.904,1.193,27.48343099,387.8791896,0.38787919,14.22307515,749.5039455,0.749503945,25.27616036,421.7511991,0.421751199,palegreen4,Dry,Field
2019,1311,B73,Senesced/Field,,P04,MWR,R1,,48.57612,5.19904,6.62835,0.04,0.049,1.155,1.901,1.493,2.152,4.304,2.986,0.251,0.338,2.103,1.453,5.624858109,883.9277696,0.88392777,3.324380816,1495.60732,1.49560732,5.624855646,883.9281566,0.883928157,palegreen4,Dry,Field
2019,1311,B73,Senesced/Field,,P05,BWR,R1,,71.0019,13.90337,15.97305,0.051,0.076,2.044,2.537,2.415,2.933,5.866,4.83,0.396,0.371,2.857,2.364,32.44541621,223.9866569,0.223986657,15.42959071,471.0001996,0.4710002,32.44540829,223.9867115,0.223986712,palegreen4,Dry,Field
2019,1311,B73,Senesced/Field,,P05,BWR,R1,,58.86592,10.00445,12.38714,0.067,0.07,2.084,2.53,2.363,2.947,5.894,4.726,0.417,0.279,2.877,2.296,30.53944794,197.2914572,0.197291457,12.55473351,479.9123919,0.479912392,30.53943141,197.291564,0.197291564,palegreen4,Dry,Field
2019,1311,B73,Senesced/Field,,P07,BWR,R1,,200.76475,15.86752,17.67753,0.041,0.059,1.829,2.26,2.175,2.634,5.268,4.35,0.374,0.346,2.575,2.134,21.28547939,965.405021,0.965405021,10.42523904,1971.092327,1.971092327,21.2854762,965.4051659,0.965405166,palegreen4,Dry,Field
2019,1311,B73,Senesced/Field,,P08,MWR,R1,,90.11756,12.83599,17.42811,1.409,2.048,2.002,2.935,2.432,3.277,6.554,4.864,0.342,0.43,1.229,1.023,37.02175774,249.1482933,0.249148293,18.52523007,497.9105641,0.497910564,32.52237629,283.6172755,0.283617275,palegreen4,Dry,Field
2019,1311,B73,Senesced/Field,,P09,MWR,R1,,131.64047,14.15561,21.51961,0.042,0.062,1.695,2.323,1.982,2.583,5.166,3.964,0.26,0.287,2.521,1.94,15.79520395,853.0406222,0.853040622,6.91039285,1949.809642,1.949809642,15.79520034,853.040817,0.853040817,palegreen4,Dry,Field
2019,1311,B73,Senesced/Field,,P10,MWR,R1,,97.7377,7.23537,10.32885,0.989,1.485,1.332,2.173,1.652,2.478,4.956,3.304,0.305,0.32,0.993,0.663,8.774478464,1140.108882,1.140108882,4.741162157,2110.001832,2.110001832,7.646228807,1308.339194,1.308339194,palegreen4,Dry,Field
2019,1311,B73,Senesced/Field,,P10,BWR,R1,,183.48049,11.14468,20.75183,0.045,0.056,1.727,1.982,2.044,2.341,4.682,4.088,0.359,0.317,2.285,1.999,15.70124063,1196.08336,1.19608336,7.683157692,2444.306548,2.444306548,15.70123662,1196.083666,1.196083666,palegreen4,Dry,Field
2019,1391,B73,Senesced/Field,,P11,MWR,R1,,106.40468,7.70647,12.92906,0.054,0.074,1.313,1.957,1.653,2.186,4.372,3.306,0.229,0.34,2.112,1.599,7.754585695,1404.454445,1.404454445,4.27542182,2547.342182,2.547342182,7.754576544,1404.456103,1.404456103,palegreen4,Dry,Field
2019,1391,B73,Senesced/Field,,P11,MWR,R1,,121.25209,12.13737,16.75431,0.037,0.064,1.546,1.989,1.725,2.554,5.108,3.45,0.565,0.179,2.49,1.688,10.29622614,1205.359756,1.205359756,4.523869798,2743.371755,2.743371755,10.29622359,1205.360054,1.205360054,palegreen4,Dry,Field
2019,1391,B73,Senesced/Field,,P12,MWR,R1,,52.98596,2.86483,4.95428,0.022,0.045,1.051,1.736,1.312,1.917,3.834,2.624,0.181,0.261,1.872,1.29,3.400270748,1594.97116,1.59497116,1.817391628,2984.130496,2.984130496,3.400270372,1594.971337,1.594971337,palegreen4,Dry,Field
2019,1391,B73,Senesced/Field,,P12,BWR,R1,,63.54866,6.85154,12.47626,0.046,0.064,1.634,2.379,1.979,2.673,5.346,3.958,0.294,0.345,2.609,1.933,16.27144875,399.7474494,0.399747449,8.119893438,801.0536329,0.801053633,16.27144386,399.7475696,0.39974757,palegreen4,Dry,Field
2019,1391,B73,Senesced/Field,,P13,MWR,R1,,62.71982,4.48216,12.15839,0.062,0.064,1.863,1.965,2.118,2.261,4.522,4.236,0.296,0.255,2.197,2.056,16.87206776,380.488924,0.380488924,6.892976356,931.3298897,0.93132989,16.87205578,380.4891942,0.380489194,palegreen4,Dry,Field
2019,1391,B73,Senesced/Field,,P14,MWR,R1,,111.98519,8.8645,12.19179,0.037,0.066,1.333,2.134,1.587,2.349,4.698,3.174,0.215,0.254,2.283,1.55,7.374009256,1554.398754,1.554398754,3.404153339,3367.107666,3.367107666,7.37400663,1554.399308,1.554399308,palegreen4,Dry,Field
2019,1391,B73,Senesced/Field,,P15,BWR,R1,,117.89217,19.12243,20.79028,0.064,0.083,2.478,2.791,2.828,3.163,6.326,5.656,0.372,0.35,3.08,2.764,56.18589311,214.7648484,0.214764848,22.83145538,528.5144821,0.528514482,56.18587602,214.7649137,0.214764914,palegreen4,Dry,Field
2019,1391,B73,Senesced/Field,,P16,BWR,R1,,69.01143,5.07359,10.59183,0.042,0.062,1.483,2.295,1.794,2.533,5.066,3.588,0.238,0.311,2.471,1.752,11.48662353,614.9420143,0.614942014,5.607724183,1259.621047,1.259621047,11.48661992,614.9422074,0.614942207,palegreen4,Dry,Field
2019,1391,B73,Senesced/Field,,P17,MWR,R1,,145.33848,3.32617,9.23946,0.027,0.056,0.866,1.888,1.123,2.118,4.236,2.246,0.23,0.257,2.062,1.096,2.355890527,6314.38466,6.31438466,1.392847819,10680.27591,10.68027591,2.355889662,6314.38698,6.31438698,palegreen4,Dry,Field
2019,1311,B73,Senesced/Field,,P02,BWR,R2,,136.47077,15.68447,18.25818,0.047,0.055,2.036,2.648,2.254,2.851,5.702,4.508,0.203,0.218,2.796,2.207,25.64181921,544.7488661,0.544748866,8.089230236,1726.783826,1.726783826,25.64181472,544.7489613,0.544748961,palegreen4,Dry,Field
2019,1311,B73,Senesced/Field,,P02,MWR,R2,,110.6379,4.38035,9.24003,0.017,0.037,0.725,1.33,0.949,1.627,3.254,1.898,0.297,0.224,1.59,0.932,1.092134362,10368.91655,10.36891655,0.694067943,16315.76587,16.31576587,1.092134219,10368.9179,10.3689179,palegreen4,Dry,Field
2019,1311,B73,Senesced/Field,,P03,BWR,R2,,142.63594,10.07047,17.5408,1.506,1.6,1.84,2.501,2.131,3.002,6.004,4.262,0.501,0.291,1.402,0.625,22.81659945,639.8579598,0.63985796,10.58010431,1379.890249,1.379890249,18.52435172,788.118418,0.788118418,palegreen4,Dry,Field
2019,1311,B73,Senesced/Field,,P04,MWR,R2,,47.85804,3.03915,5.83711,0.024,0.043,1.214,1.714,1.461,1.991,3.982,2.922,0.277,0.247,1.948,1.437,4.876539981,1004.497004,1.004497004,2.467983921,1984.806206,1.984806206,4.876539514,1004.497101,1.004497101,palegreen4,Dry,Field
2019,1311,B73,Senesced/Field,,P05,MWR,R2,,109.45941,3.5587,6.78997,0.019,0.027,0.898,1.409,1.097,1.635,3.27,2.194,0.226,0.199,1.608,1.078,1.695225674,6608.92934,6.60892934,0.893861571,12533.9617,12.5339617,1.695225529,6608.929907,6.608929907,palegreen4,Dry,Field
2019,1311,B73,Senesced/Field,,P07,BWR,R2,,102.17156,20.11208,21.12525,0.061,0.064,2.57,2.83,2.845,3.129,6.258,5.69,0.299,0.275,3.065,2.784,56.59033394,184.7963098,0.18479631,18.86129985,554.4519713,0.554451971,56.59032253,184.796347,0.184796347,palegreen4,Dry,Field
2019,1311,B73,Senesced/Field,,P09,MWR,R2,,88.35858,8.75899,11.4446,0.048,0.061,1.623,2.418,1.945,2.695,5.39,3.89,0.277,0.322,2.634,1.897,15.57426169,580.6932618,0.580693262,7.455276726,1213.082915,1.213082915,15.5742564,580.6934594,0.580693459,palegreen4,Dry,Field
2019,1311,B73,Senesced/Field,,P10,MWR,R2,,95.2693,7.67513,12.39336,1.253,1.476,1.457,2.007,1.967,2.277,4.554,3.934,0.27,0.51,0.801,0.714,13.61024653,716.4609247,0.716460925,8.734783028,1116.36543,1.11636543,11.32974981,860.6730049,0.860673005,palegreen4,Dry,Field
2019,1311,B73,Senesced/Field,,P10,BWR,R2,,246.35948,14.72068,21.91976,0.031,0.033,1.201,1.82,1.446,2.046,4.092,2.892,0.226,0.245,2.013,1.415,4.858479668,5190.084347,5.190084347,2.382253598,10584.90133,10.58490133,4.858478896,5190.085172,5.190085172,palegreen4,Dry,Field
2019,1391,B73,Senesced/Field,,P11,MWR,R2,,136.57832,5.87622,12.36328,0.029,0.059,1.079,1.793,1.256,2.058,4.116,2.512,0.265,0.177,1.999,1.227,3.202610845,4364.988693,4.364988693,1.433583668,9751.338859,9.751338859,3.202609715,4364.990234,4.364990234,palegreen4,Dry,Field
2019,1391,B73,Senesced/Field,,P11,MWR,R2,,111.18099,8.58762,16.09961,0.034,0.067,1.122,2.151,1.55,2.417,4.834,3.1,0.266,0.428,2.35,1.516,7.069059324,1609.80932,1.60980932,4.682848219,2430.110277,2.430110277,7.069057255,1609.809791,1.609809791,palegreen4,Dry,Field
2019,1391,B73,Senesced/Field,,P12,MWR,R2,,43.1464,3.62714,5.92926,0.027,0.05,0.772,1.869,1.028,2.176,4.352,2.056,0.307,0.256,2.126,1.001,1.856641768,2378.603074,2.378603074,1.181257277,3738.570676,3.738570676,1.856640995,2378.604064,2.378604064,palegreen4,Dry,Field
2019,1391,B73,Senesced/Field,,P12,BWR,R2,,57.36053,5.33845,10.31018,0.042,0.073,1.505,2.389,1.776,2.743,5.486,3.552,0.354,0.271,2.67,1.734,12.06825764,486.4902143,0.486490214,5.672153435,1035.072361,1.035072361,12.0682534,486.4903856,0.486490386,palegreen4,Dry,Field
2019,1391,B73,Senesced/Field,,P13,MWR,R2,,62.7241,5.70269,6.73675,0.059,0.081,1.667,2.341,2.028,2.621,5.242,4.056,0.28,0.361,2.54,1.969,17.1696228,373.9204442,0.373920444,8.652398305,741.9992422,0.741999242,17.16960974,373.9207288,0.373920729,palegreen4,Dry,Field
2019,1391,B73,Senesced/Field,,P16,BWR,R2,,61.85067,9.02468,11.80266,0.047,0.071,1.915,2.488,2.224,2.773,5.546,4.448,0.285,0.309,2.702,2.177,23.95764358,264.2444263,0.264244426,10.23472167,618.5487005,0.6185487,23.9576378,264.2444902,0.26424449,palegreen4,Dry,Field
2019,1311,B73,Senesced/Field,,P01,MWR,R3,,127.56021,8.64328,9.82274,0.575,1.455,1.132,2.336,1.427,2.723,5.446,2.854,0.387,0.295,1.268,0.852,6.214546501,2100.928683,2.100928683,3.553196458,3674.527752,3.674527752,5.99729819,2177.033487,2.177033487,palegreen4,Dry,Field
2019,1311,B73,Senesced/Field,,P02,MWR,R3,,91.4878,5.644466,8.16495,0.024,0.044,0.956,1.293,1.187,1.587,3.174,2.374,0.294,0.231,1.543,1.163,2.084581912,4492.103417,4.492103417,1.19729907,7821.068071,7.821068071,2.084581434,4492.104447,4.492104447,palegreen4,Dry,Field
2019,1311,B73,Senesced/Field,,P03,BWR,R3,,71.05861,16.12946,18.57821,1.606,1.876,2.354,2.458,2.679,2.872,5.744,5.358,0.414,0.325,0.996,1.073,43.37030315,167.6987312,0.167698731,18.18825004,399.8815056,0.399881506,37.26707875,195.1627296,0.19516273,palegreen4,Dry,Field
2019,1311,B73,Senesced/Field,,P03,MWR,R3,,77.50428,4.71296,9.7953,0.045,0.059,1.527,2.243,1.739,2.624,5.248,3.478,0.381,0.212,2.565,1.694,10.83808264,731.9455163,0.731945516,4.565646242,1737.516569,1.737516569,10.83807842,731.9458015,0.731945802,palegreen4,Dry,Field
2019,1311,B73,Senesced/Field,,P04,MWR,R3,,78.35896,6.18005,8.91041,0.03,0.061,1.082,2.009,1.282,2.273,4.546,2.564,0.264,0.2,2.212,1.252,3.761433539,2132.26313,2.13226313,1.762715186,4550.006784,4.550006784,3.761432245,2132.263863,2.132263863,palegreen4,Dry,Field
2019,1311,B73,Senesced/Field,,P05,BWR,R3,,248.55303,12.59229,14.16623,0.03,0.052,1.149,1.576,1.436,1.912,3.824,2.872,0.336,0.287,1.86,1.406,4.446733365,5721.152174,5.721152174,2.569119945,9902.394129,9.902394129,4.446732262,5721.153593,5.721153593,palegreen4,Dry,Field
2019,1311,B73,Senesced/Field,,P05,MWR,R3,,136.05754,12.68074,15.74315,0.035,0.079,1.486,2.596,1.909,2.906,5.812,3.818,0.31,0.423,2.827,1.874,15.87827343,877.0510335,0.877051033,9.187890164,1515.696844,1.515696844,15.87827077,877.0511804,0.87705118,palegreen4,Dry,Field
2019,1311,B73,Senesced/Field,,P09,MWR,R3,,112.06667,3.57407,8.96055,0.037,0.025,1.147,1.881,1.436,2.196,4.392,2.872,0.315,0.289,2.171,1.399,5.107231417,2245.931246,2.245931246,2.877929288,3985.674931,3.985674931,5.107230422,2245.931683,2.245931683,palegreen4,Dry,Field
2019,1311,B73,Senesced/Field,,P10,MWR,R3,,92.0471,7.18308,14.59697,0.039,0.053,1.197,1.877,1.564,2.318,4.636,3.128,0.441,0.367,2.265,1.525,6.964878732,1352.701831,1.352701831,4.436532155,2123.596513,2.123596513,6.964876263,1352.702311,1.352702311,palegreen4,Dry,Field
2019,1311,B73,Senesced/Field,,P10,BWR,R3,,109.67504,13.49841,19.12465,0.051,0.055,2.331,2.469,2.595,2.747,5.494,5.19,0.278,0.264,2.692,2.544,37.70167344,297.7506381,0.297750638,13.14114018,854.2407406,0.854240741,37.70166771,297.7506834,0.297750683,palegreen4,Dry,Field
2019,1391,B73,Senesced/Field,,P12,MWR,R3,,56.89356,2.82244,6.43006,0.034,0.059,1.173,1.755,1.393,2.043,4.086,2.786,0.288,0.22,1.984,1.359,4.337221453,1342.63214,1.34263214,2.112574811,2756.490749,2.756490749,4.337219632,1342.632704,1.342632704,palegreen4,Dry,Field
2019,1391,B73,Senesced/Field,,P12,BWR,R3,,134.01469,10.21687,15.76979,0.036,0.076,1.536,2.501,1.842,2.834,5.668,3.684,0.333,0.306,2.758,1.806,13.91100814,986.0508868,0.986050887,6.792692854,2019.370257,2.019370257,13.91100536,986.0510842,0.986051084,palegreen4,Dry,Field
2019,1391,B73,Senesced/Field,,P13,MWR,R3,,154.36935,6.67467,10.40168,0.042,0.062,1.454,1.99,1.639,2.25,4.5,3.278,0.26,0.185,2.188,1.597,7.780531408,2030.754116,2.030754116,2.976164385,5308.962858,5.308962858,7.7805278,2030.755057,2.030755057,palegreen4,Dry,Field
2019,1391,B73,Senesced/Field,,P13,MWR,R3,,46.94812,5.04312,8.32512,0.052,0.066,1.529,2.314,1.874,2.565,5.13,3.748,0.251,0.345,2.499,1.822,13.2582441,362.4413357,0.362441336,6.761800199,710.6592265,0.710659227,13.25823681,362.441535,0.362441535,palegreen4,Dry,Field
2019,1391,B73,Senesced/Field,,P14,MWR,R3,,80.1979,6.07535,10.97266,0.047,0.062,1.484,1.979,1.775,2.215,4.43,3.55,0.236,0.291,2.153,1.728,9.728786753,843.7423321,0.843742332,4.649094774,1765.631724,1.765631724,9.728781697,843.7427705,0.843742771,palegreen4,Dry,Field
2019,1391,B73,Senesced/Field,,P15,MWR,R3,,56.16064,3.70837,7.84076,0.042,0.066,1.359,2.005,1.864,2.29,4.58,3.728,0.285,0.505,2.224,1.822,11.6483145,493.4856033,0.493485603,7.69589868,746.9271291,0.746927129,11.64831066,493.485766,0.493485766,palegreen4,Dry,Field
2019,1391,B73,Senesced/Field,,P18,MWR,R3,,93.33494,8.65455,15.32457,0.051,0.059,2.067,2.39,2.332,2.728,5.456,4.664,0.338,0.265,2.669,2.281,27.17189237,351.5846403,0.35158464,10.59476737,901.6922854,0.901692285,27.17188622,351.5847198,0.35158472,palegreen4,Dry,Field
2019,1311,B73,Senesced/Field,,P02,MWR,R4,,92.90811,6.00785,8.50848,0.02,0.047,0.764,1.459,1.115,1.625,3.25,2.23,0.166,0.351,1.578,1.095,1.769163003,5375.158851,5.375158851,1.258157886,7558.297952,7.558297952,1.769162708,5375.159748,5.375159748,palegreen4,Dry,Field
2019,1311,B73,Senesced/Field,,P03,BWR,R4,,248.60814,16.6347,25.14729,1.224,1.704,1.977,2.691,2.282,2.963,5.926,4.564,0.272,0.305,1.259,1.058,27.65466826,920.1368376,0.920136838,11.32326182,2247.239302,2.247239302,25.20050344,1009.744867,1.009744867,palegreen4,Dry,Field
2019,1311,B73,Senesced/Field,,P03,MWR,R4,,57.49724,5.36626,7.85233,0.05,0.064,1.566,2.293,1.883,2.392,4.784,3.766,0.099,0.317,2.328,1.833,12.54301717,469.1919023,0.469191902,5.626790642,1045.903866,1.045903866,12.54301089,469.1921373,0.469192137,palegreen4,Dry,Field
2019,1311,B73,Senesced/Field,,P04,MWR,R4,,78.82822,3.30191,4.72785,0.021,0.054,1.023,1.808,1.304,2.078,4.156,2.608,0.27,0.281,2.024,1.283,3.61883014,2229.559403,2.229559403,2.098579452,3844.694448,3.844694448,3.618829747,2229.559645,2.229559645,palegreen4,Dry,Field
2019,1311,B73,Senesced/Field,,P10,MWR,R4,,138.06965,4.49059,11.74697,0.034,0.061,1.262,2.396,1.558,2.745,5.49,3.116,0.349,0.296,2.684,1.524,8.153321922,1733.281735,1.733281735,4.371032486,3233.10431,3.23310431,8.153320039,1733.282135,1.733282135,palegreen4,Dry,Field
2019,1311,B73,Senesced/Field,,P10,BWR,R4,,254.54471,24.44353,32.56108,0.031,0.047,1.393,2.046,1.766,2.336,4.672,3.532,0.29,0.373,2.289,1.735,10.10496509,2578.307934,2.578307934,5.761374737,4522.134536,4.522134536,10.10496399,2578.308215,2.578308215,palegreen4,Dry,Field
2019,1391,B73,Senesced/Field,,P14,MWR,R4,,126.6295,7.49612,12.84109,0.029,0.064,1.105,2.055,1.371,2.357,4.714,2.742,0.302,0.266,2.293,1.342,4.770477241,2716.930884,2.716930884,2.592824924,4998.816861,4.998816861,4.770476015,2716.931582,2.716931582,palegreen4,Dry,Field
2019,1391,B73,Senesced/Field,,P15,MWR,R4,,82.46546,5.95816,10.46472,0.049,0.064,1.336,1.756,1.524,1.974,3.948,3.048,0.218,0.188,1.91,1.475,5.487719829,1538.10393,1.53810393,2.198947821,3838.510108,3.838510108,5.487713915,1538.105588,1.538105588,palegreen4,Dry,Field
2019,,A632,Senesced/Field,,P01,BWR,R01,,202.51006,20.59314,24.77087,,,2.179,2.796,2.735,3.3,6.6,5.47,0.504,0.556,,,53.02440614,390.9095818,0.390909582,30.30490772,683.9733228,0.683973323,,,,palegreen4,Dry,Field
2019,,A632,Senesced/Field,,P01,MWR,R01,,255.47811,11.80722,16.24245,,,1.002,1.773,1.358,2.077,4.154,2.716,0.304,0.356,,,4.085316309,6400.789333,6.400789333,2.684433578,9741.067637,9.741067637,,,,palegreen4,Dry,Field
2019,,A632,Senesced/Field,,P01,MWR,R01,,58.14185,2.71433,3.38023,,,0.329,1.178,0.611,1.489,2.978,1.222,0.311,0.282,,,0.266752323,22309.31128,22.30931128,0.233804793,25453.11642,25.45311642,,,,palegreen4,Dry,Field
2019,,A632,Senesced/Field,,P01,MWR,R01,,86.6232,8.6361,10.96072,,,1.579,2.024,1.822,2.344,4.688,3.644,0.32,0.243,,,11.13506116,796.2457795,0.796245779,4.876899468,1818.008657,1.818008657,,,,palegreen4,Dry,Field
2019,,A632,Senesced/Field,,P01,MWR,R02,,183.55497,10.95831,13.82463,,,0.986,1.616,1.315,1.814,3.628,2.63,0.198,0.329,,,3.239697215,5799.188858,5.799188858,2.023057518,9286.743368,9.286743368,,,,palegreen4,Dry,Field
2019,,A632,Senesced/Field,,P01,MWR,R02,,64.94889,3.07933,4.76817,,,0.912,1.3,1.191,1.554,3.108,2.382,0.254,0.279,,,2.061940744,3224.044887,3.224044887,1.287447295,5163.543036,5.163543036,,,,palegreen4,Dry,Field
