General : Start date,"2020-08-07"
General : End date,"2020-08-07"
General : Unique identifier,"{E08D6176-D74D-4C5A-AAF2-8FD4B5D86497}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P5 W2 3"
Break (Standard) : Load at Break (Standard),"23.63947",N
Maximum Load : Maximum Load,"24.89625",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.50129"
"0.10000","0.00008","0.50128"
"0.20000","0.00036","0.50296"
"0.30000","0.00223","0.52039"
"0.40000","0.00559","0.52919"
"0.50000","0.00767","0.53666"
"0.60000","0.00929","0.53780"
"0.70000","0.01092","0.54006"
"0.80000","0.01270","0.54136"
"0.90000","0.01444","0.54227"
"1.00000","0.01613","0.54327"
"1.10000","0.01775","0.54472"
"1.20000","0.01944","0.54628"
"1.30000","0.02112","0.54846"
"1.40000","0.02275","0.55255"
"1.50000","0.02437","0.55826"
"1.60000","0.02609","0.56593"
"1.70000","0.02783","0.57500"
"1.80000","0.02955","0.58548"
"1.90000","0.03122","0.59536"
"2.00000","0.03279","0.60383"
"2.10000","0.03444","0.61600"
"2.20000","0.03633","0.63021"
"2.30000","0.03809","0.64240"
"2.40000","0.03979","0.65325"
"2.50000","0.04148","0.66166"
"2.60000","0.04305","0.66986"
"2.70000","0.04473","0.68050"
"2.80000","0.04637","0.69092"
"2.90000","0.04805","0.70158"
"3.00000","0.04966","0.71307"
"3.10000","0.05126","0.72430"
"3.20000","0.05285","0.73512"
"3.30000","0.05455","0.74770"
"3.40000","0.05619","0.75866"
"3.50000","0.05794","0.77123"
"3.60000","0.05973","0.78517"
"3.70000","0.06145","0.79831"
"3.80000","0.06302","0.80958"
"3.90000","0.06474","0.82420"
"4.00000","0.06663","0.84026"
"4.10000","0.06829","0.85237"
"4.20000","0.06985","0.86411"
"4.30000","0.07153","0.87690"
"4.40000","0.07319","0.88952"
"4.50000","0.07478","0.90014"
"4.60000","0.07629","0.90658"
"4.70000","0.07781","0.91430"
"4.80000","0.07938","0.92432"
"4.90000","0.08091","0.93516"
"5.00000","0.08248","0.94603"
"5.10000","0.08408","0.95279"
"5.20000","0.08569","0.96270"
"5.30000","0.08731","0.97373"
"5.40000","0.08900","0.98393"
"5.50000","0.09079","0.99701"
"5.60000","0.09257","1.01306"
"5.70000","0.09434","1.02827"
"5.80000","0.09600","1.04081"
"5.90000","0.09777","1.05574"
"6.00000","0.09943","1.06819"
"6.10000","0.10114","1.08113"
"6.20000","0.10277","1.09289"
"6.30000","0.10435","1.10421"
"6.40000","0.10598","1.11677"
"6.50000","0.10761","1.12822"
