General : Start date,9/2/2020,
General : End date,9/2/2020,
General : Unique identifier,{8484ACF5-93D4-4E4D-BC45-21F2FCAB8919},
Specimen notes : Length, D1, D2
Specimen notes : Genotype and WR,1321 P1 W1 3,
Break (Standard) : Load at Break (Standard),4.54542,N
Maximum Load : Maximum Load,5.69624,N
,,
Time,Extension,Load
(s),(mm),(N)
0,0,0.42713
0.1,0.0001,0.42762
0.2,0.00035,0.4301
0.3,0.00236,0.45352
0.4,0.00559,0.48782
0.5,0.0078,0.50665
0.6,0.00962,0.52124
0.7,0.01129,0.53508
0.8,0.01301,0.54891
0.9,0.01476,0.56257
1,0.01642,0.57647
1.1,0.01818,0.59034
1.2,0.01981,0.60351
1.3,0.02176,0.61944
1.4,0.02359,0.63313
1.5,0.02519,0.64484
1.6,0.02691,0.65749
1.7,0.02891,0.67356
1.8,0.03047,0.68353
1.9,0.03189,0.69392
2,0.03345,0.70439
2.1,0.03506,0.71598
2.2,0.03664,0.72823
2.3,0.03824,0.74009
2.4,0.03985,0.75335
2.5,0.04146,0.76761
2.6,0.04305,0.78138
2.7,0.04471,0.79577
2.8,0.04631,0.8093
2.9,0.04783,0.82129
3,0.04942,0.8339
3.1,0.05104,0.84754
3.2,0.05275,0.86084
3.3,0.05441,0.87415
3.4,0.05605,0.88641
3.5,0.05763,0.89693
3.6,0.05924,0.90887
3.7,0.06085,0.91995
3.8,0.06248,0.93091
3.9,0.06409,0.94242
4,0.06565,0.95189
4.1,0.06736,0.96309
4.2,0.06908,0.97513
4.3,0.07076,0.9851
4.4,0.0725,0.99635
4.5,0.07419,1.00593
4.6,0.07612,1.01934
4.7,0.07798,1.02998
4.8,0.07972,1.03977
4.9,0.08146,1.04949
5,0.08315,1.05857
5.1,0.0848,1.06693
5.2,0.08641,1.07501
5.3,0.08801,1.08298
5.4,0.08966,1.09173
5.5,0.09129,1.09985
5.6,0.09285,1.10779
5.7,0.09443,1.11583
5.8,0.09607,1.12422
5.9,0.09775,1.13268
6,0.09955,1.14332
6.1,0.10134,1.15324
6.2,0.10306,1.16204
6.3,0.10467,1.17041
6.4,0.10641,1.18027
6.5,0.10816,1.18943
6.6,0.1098,1.19749
6.7,0.11147,1.20621
6.8,0.11311,1.21397
6.9,0.11471,1.22169
7,0.11628,1.229
7.1,0.11783,1.2353
7.2,0.11942,1.243
7.3,0.12103,1.25067
7.4,0.12264,1.25849
7.5,0.1243,1.26645
7.6,0.12596,1.27433
7.7,0.1277,1.28367
7.8,0.12929,1.29065
7.9,0.131,1.29888
8,0.13283,1.30883
8.1,0.13456,1.31628
8.2,0.13618,1.32305
8.3,0.13787,1.33096
8.4,0.13959,1.33943
8.5,0.14137,1.348
8.6,0.14314,1.35653
8.7,0.14478,1.36295
8.8,0.14644,1.37013
8.9,0.1482,1.37871
9,0.14996,1.38623
9.1,0.1516,1.39299
9.2,0.15327,1.40018
9.3,0.15499,1.40781
9.4,0.15663,1.41504
9.5,0.15836,1.42279
9.6,0.16007,1.43094
9.7,0.16164,1.43628
9.8,0.16328,1.44379
9.9,0.16488,1.45039
10,0.16648,1.45697
10.1,0.16808,1.46352
10.2,0.16968,1.47047
10.3,0.17121,1.47618
10.4,0.17279,1.4834
10.5,0.17437,1.48933
10.6,0.17592,1.49557
10.7,0.17757,1.50318
10.8,0.17925,1.51061
10.9,0.18096,1.51827
11,0.18269,1.52559
11.1,0.1843,1.53142
11.2,0.18607,1.53926
11.3,0.18772,1.54561
11.4,0.18946,1.55288
11.5,0.19118,1.5597
11.6,0.19282,1.56533
11.7,0.19454,1.57217
11.8,0.19625,1.57864
11.9,0.19783,1.58305
12,0.19949,1.58964
12.1,0.20116,1.59552
12.2,0.20274,1.60063
12.3,0.20437,1.60624
12.4,0.20607,1.6127
12.5,0.20777,1.61882
12.6,0.20947,1.6246
12.7,0.21117,1.63126
12.8,0.21287,1.63712
12.9,0.21456,1.64344
13,0.21624,1.64972
13.1,0.21789,1.65435
13.2,0.21962,1.66087
13.3,0.22129,1.66661
13.4,0.22287,1.67078
13.5,0.22451,1.67599
13.6,0.22621,1.68198
13.7,0.2279,1.68828
13.8,0.22956,1.69378
13.9,0.23116,1.69904
14,0.23284,1.70523
14.1,0.23463,1.7126
14.2,0.23632,1.71813
14.3,0.23795,1.7237
14.4,0.23974,1.73094
14.5,0.24156,1.73817
14.6,0.24324,1.74405
14.7,0.24501,1.75066
14.8,0.24674,1.75704
14.9,0.24847,1.76311
15,0.25005,1.76752
15.1,0.25171,1.7738
15.2,0.25347,1.78039
15.3,0.2551,1.78594
15.4,0.25665,1.79041
15.5,0.25828,1.79641
15.6,0.25999,1.80356
15.7,0.26158,1.80872
15.8,0.2632,1.81437
15.9,0.26477,1.819
16,0.26638,1.82565
16.1,0.26808,1.83247
16.2,0.26983,1.839
16.3,0.2715,1.84567
16.4,0.27322,1.85286
16.5,0.27494,1.85938
16.6,0.27656,1.86533
16.7,0.27818,1.87088
16.8,0.27992,1.87831
16.9,0.28154,1.88353
17,0.28317,1.88963
17.1,0.28485,1.89672
17.2,0.28659,1.90451
17.3,0.28827,1.91131
17.4,0.28983,1.91728
17.5,0.29147,1.92411
17.6,0.29309,1.93102
17.7,0.29487,1.93847
17.8,0.29658,1.94565
17.9,0.29815,1.95147
18,0.29974,1.95913
18.1,0.30141,1.96798
18.2,0.30306,1.97753
18.3,0.30467,1.98643
18.4,0.30625,1.9952
18.5,0.30785,2.00519
18.6,0.30953,2.01585
18.7,0.31122,2.02691
18.8,0.31294,2.03885
18.9,0.31467,2.04987
19,0.31636,2.06113
19.1,0.31799,2.07115
19.2,0.31954,2.08062
19.3,0.32102,2.08867
19.4,0.32272,2.10063
19.5,0.32451,2.1122
19.6,0.32618,2.12171
19.7,0.32778,2.13078
19.8,0.32929,2.13848
19.9,0.33088,2.14801
20,0.33251,2.15744
20.1,0.33404,2.16577
20.2,0.33559,2.17426
20.3,0.33724,2.1838
20.4,0.33892,2.19348
20.5,0.34063,2.2033
20.6,0.34234,2.21329
20.7,0.34414,2.22438
20.8,0.34599,2.23536
20.9,0.34769,2.24407
21,0.34961,2.25592
21.1,0.35136,2.26425
21.2,0.35304,2.27274
21.3,0.35474,2.28105
21.4,0.35635,2.28834
21.5,0.358,2.29649
21.6,0.35964,2.30435
21.7,0.36121,2.31082
21.8,0.36284,2.31913
21.9,0.36454,2.32826
22,0.36614,2.33509
22.1,0.36771,2.34268
22.2,0.36939,2.35116
22.3,0.37113,2.35998
22.4,0.37284,2.36836
22.5,0.3745,2.37646
22.6,0.37618,2.38478
22.7,0.37789,2.39342
22.8,0.37973,2.40375
22.9,0.38156,2.41282
23,0.38322,2.42019
23.1,0.38482,2.42697
23.2,0.38654,2.43596
23.3,0.38816,2.44277
23.4,0.38972,2.44928
23.5,0.39138,2.45761
23.6,0.39304,2.46449
23.7,0.39462,2.47085
23.8,0.39622,2.47758
23.9,0.3979,2.4857
24,0.39951,2.49211
24.1,0.40109,2.49898
24.2,0.40288,2.50861
24.3,0.4046,2.5165
24.4,0.40632,2.52465
24.5,0.40796,2.5319
24.6,0.40957,2.53797
24.7,0.41119,2.54497
24.8,0.41281,2.55187
24.9,0.4145,2.55971
25,0.41616,2.56618
25.1,0.41779,2.5723
25.2,0.41945,2.57889
25.3,0.42116,2.58624
25.4,0.42282,2.59256
25.5,0.42452,2.60018
25.6,0.4262,2.6069
25.7,0.42796,2.61495
25.8,0.42974,2.62293
25.9,0.43135,2.628
26,0.43292,2.63381
26.1,0.43456,2.64131
26.2,0.43624,2.64885
26.3,0.43791,2.65656
26.4,0.43951,2.66303
26.5,0.44113,2.66951
26.6,0.44273,2.67565
26.7,0.44434,2.68288
26.8,0.44599,2.69051
26.9,0.44765,2.69817
27,0.44932,2.70591
27.1,0.45104,2.71414
27.2,0.45275,2.7224
27.3,0.45439,2.72923
27.4,0.45605,2.73692
27.5,0.45785,2.7474
27.6,0.45959,2.75663
27.7,0.46123,2.76472
27.8,0.46295,2.7746
27.9,0.46463,2.78324
28,0.4662,2.79178
28.1,0.4679,2.80248
28.2,0.46961,2.81267
28.3,0.47131,2.82294
28.4,0.47295,2.83147
28.5,0.47462,2.84092
28.6,0.47636,2.85219
28.7,0.47811,2.86236
28.8,0.47985,2.87332
28.9,0.48161,2.88376
29,0.48314,2.89049
29.1,0.48474,2.89888
29.2,0.48638,2.90788
29.3,0.48822,2.91997
29.4,0.49005,2.93012
29.5,0.49166,2.93767
29.6,0.49325,2.94582
29.7,0.49488,2.95425
29.8,0.4965,2.96252
29.9,0.49814,2.97123
30,0.49983,2.98158
30.1,0.50133,2.98821
30.2,0.50284,2.99539
30.3,0.50454,3.00532
30.4,0.50635,3.01693
30.5,0.50812,3.02673
30.6,0.50978,3.03485
30.7,0.51141,3.04295
30.8,0.51317,3.05305
30.9,0.51489,3.06241
31,0.51669,3.07426
31.1,0.51831,3.08088
31.2,0.5199,3.08773
31.3,0.52155,3.09631
31.4,0.5232,3.10474
31.5,0.52482,3.11223
31.6,0.52637,3.11895
31.7,0.52801,3.12698
31.8,0.52964,3.13437
31.9,0.53121,3.14152
32,0.53278,3.14926
32.1,0.53439,3.15719
32.2,0.53615,3.16999
32.3,0.5378,3.1774
32.4,0.53947,3.18638
32.5,0.54112,3.19379
32.6,0.54289,3.20491
32.7,0.54482,3.21602
32.8,0.5465,3.22265
32.9,0.54812,3.22922
33,0.54967,3.23644
33.1,0.5513,3.24583
33.2,0.55298,3.25392
33.3,0.55458,3.26004
33.4,0.55619,3.26679
33.5,0.55784,3.27534
33.6,0.55952,3.28252
33.7,0.5612,3.29092
33.8,0.56282,3.29743
33.9,0.56437,3.30294
34,0.56619,3.31552
34.1,0.56799,3.32467
34.2,0.56972,3.3323
34.3,0.5714,3.34081
34.4,0.57309,3.34936
34.5,0.57482,3.35887
34.6,0.57652,3.36735
34.7,0.57805,3.37204
34.8,0.57966,3.37865
34.9,0.58129,3.3859
35,0.58294,3.39384
35.1,0.58461,3.40173
35.2,0.58626,3.40933
35.3,0.588,3.41914
35.4,0.58984,3.42839
35.5,0.59154,3.43534
35.6,0.59314,3.44125
35.7,0.59468,3.44704
35.8,0.5963,3.45431
35.9,0.59796,3.46189
36,0.59976,3.47192
36.1,0.60139,3.47833
36.2,0.60296,3.48337
36.3,0.60456,3.49024
36.4,0.60623,3.4973
36.5,0.60781,3.50269
36.6,0.60942,3.50999
36.7,0.61103,3.51576
36.8,0.61264,3.52238
36.9,0.61431,3.52902
37,0.61606,3.53715
37.1,0.61782,3.54519
37.2,0.61939,3.55149
37.3,0.62128,3.56174
37.4,0.62325,3.57191
37.5,0.62486,3.57338
37.6,0.62643,3.57941
37.7,0.62814,3.58703
37.8,0.62979,3.59372
37.9,0.63135,3.59892
38,0.63304,3.60791
38.1,0.63473,3.61483
38.2,0.63631,3.62019
38.3,0.63788,3.62633
38.4,0.63947,3.63194
38.5,0.6411,3.63775
38.6,0.64277,3.6443
38.7,0.64447,3.65002
38.8,0.64616,3.65576
38.9,0.64781,3.6616
39,0.64941,3.66731
39.1,0.65108,3.67346
39.2,0.65287,3.68271
39.3,0.65456,3.68813
39.4,0.65622,3.69442
39.5,0.6579,3.70092
39.6,0.65953,3.70577
39.7,0.66103,3.70968
39.8,0.66261,3.71466
39.9,0.66425,3.72078
40,0.66588,3.72484
40.1,0.66754,3.72963
40.2,0.66924,3.73728
40.3,0.67089,3.74333
40.4,0.67264,3.75075
40.5,0.67433,3.75633
40.6,0.6763,3.76722
40.7,0.67815,3.77354
40.8,0.67984,3.77881
40.9,0.68156,3.7855
41,0.68333,3.79265
41.1,0.68503,3.7982
41.2,0.68667,3.80307
41.3,0.68825,3.80259
41.4,0.68979,3.80507
41.5,0.69134,3.81007
41.6,0.69302,3.818
41.7,0.69465,3.82398
41.8,0.69623,3.82919
41.9,0.69783,3.83491
42,0.69947,3.84071
42.1,0.70114,3.84619
42.2,0.70285,3.85373
42.3,0.70447,3.85871
42.4,0.70615,3.865
42.5,0.70791,3.87128
42.6,0.70957,3.87562
42.7,0.71127,3.87522
42.8,0.713,3.88328
42.9,0.71471,3.88969
43,0.71637,3.8962
43.1,0.71808,3.9033
43.2,0.71977,3.90871
43.3,0.7214,3.91432
43.4,0.72309,3.91988
43.5,0.72487,3.92844
43.6,0.7266,3.93523
43.7,0.7282,3.93922
43.8,0.72972,3.94194
43.9,0.73159,3.95333
44,0.73341,3.9607
44.1,0.73514,3.96502
44.2,0.73674,3.96601
44.3,0.73826,3.96944
44.4,0.73991,3.97657
44.5,0.74166,3.98445
44.6,0.74327,3.9887
44.7,0.74485,3.99356
44.8,0.74644,3.99874
44.9,0.74807,4.0037
45,0.74973,4.00921
45.1,0.75135,4.01481
45.2,0.75305,4.02095
45.3,0.75469,4.02603
45.4,0.75623,4.02877
45.5,0.75785,4.03164
45.6,0.75956,4.03891
45.7,0.76114,4.04407
45.8,0.76282,4.05145
45.9,0.76459,4.05808
46,0.76632,4.06533
46.1,0.768,4.07051
46.2,0.76967,4.07576
46.3,0.77129,4.07976
46.4,0.77292,4.08489
46.5,0.77452,4.08817
46.6,0.77611,4.09276
46.7,0.77776,4.09788
46.8,0.77949,4.10481
46.9,0.7812,4.10885
47,0.78291,4.10477
47.1,0.78456,4.11114
47.2,0.78643,4.12154
47.3,0.78819,4.12881
47.4,0.78982,4.13262
47.5,0.7915,4.1376
47.6,0.79315,4.1426
47.7,0.79473,4.1469
47.8,0.79633,4.15087
47.9,0.79792,4.15489
48,0.79946,4.15862
48.1,0.80104,4.16197
48.2,0.80268,4.16664
48.3,0.80427,4.17067
48.4,0.80594,4.17632
48.5,0.8076,4.17986
48.6,0.8093,4.18496
48.7,0.811,4.18216
48.8,0.81274,4.18981
48.9,0.8145,4.1973
49,0.81625,4.20314
49.1,0.81799,4.20982
49.2,0.81976,4.21553
49.3,0.82145,4.22059
49.4,0.82308,4.22332
49.5,0.82476,4.2292
49.6,0.82641,4.2328
49.7,0.82799,4.23571
49.8,0.8296,4.23958
49.9,0.83124,4.24388
50,0.83291,4.24837
50.1,0.83469,4.25449
50.2,0.83644,4.25985
50.3,0.83806,4.26162
50.4,0.83985,4.26792
50.5,0.84169,4.27412
50.6,0.84336,4.27786
50.7,0.84505,4.28291
50.8,0.84676,4.28897
50.9,0.84842,4.29226
51,0.85007,4.29713
51.1,0.85167,4.30075
51.2,0.85331,4.3058
51.3,0.85495,4.31031
51.4,0.85659,4.31385
51.5,0.85823,4.31853
51.6,0.8599,4.32366
51.7,0.86155,4.32826
51.8,0.86315,4.33172
51.9,0.86471,4.33586
52,0.86643,4.3417
52.1,0.86807,4.33608
52.2,0.8698,4.34356
52.3,0.87153,4.35172
52.4,0.87318,4.35718
52.5,0.87483,4.36332
52.6,0.87655,4.3707
52.7,0.87818,4.37628
52.8,0.87983,4.38308
52.9,0.88146,4.38868
53,0.88301,4.39213
53.1,0.88469,4.39919
53.2,0.88644,4.4077
53.3,0.88808,4.41193
53.4,0.88971,4.41711
53.5,0.89141,4.42412
53.6,0.89301,4.42746
53.7,0.89478,4.43433
53.8,0.89644,4.43575
53.9,0.89798,4.43592
54,0.89963,4.44322
54.1,0.90134,4.45113
54.2,0.90296,4.45546
54.3,0.90444,4.45901
54.4,0.90604,4.46412
54.5,0.90766,4.46828
54.6,0.90923,4.47386
54.7,0.91081,4.47805
54.8,0.91249,4.48406
54.9,0.91417,4.4899
55,0.91581,4.49521
55.1,0.91757,4.50092
55.2,0.91929,4.5061
55.3,0.9209,4.50418
55.4,0.92269,4.50679
55.5,0.92461,4.51619
55.6,0.92643,4.52366
55.7,0.92806,4.52742
55.8,0.92968,4.53176
55.9,0.93131,4.53636
56,0.93293,4.54111
56.1,0.9345,4.54414
56.2,0.9362,4.55094
56.3,0.93788,4.55622
56.4,0.93959,4.56212
56.5,0.94135,4.56839
56.6,0.94303,4.57273
56.7,0.94464,4.57626
56.8,0.94628,4.5791
56.9,0.94789,4.5831
57,0.94976,4.57964
57.1,0.95144,4.58462
57.2,0.95302,4.58896
57.3,0.95465,4.59333
57.4,0.95629,4.59875
57.5,0.95795,4.60276
57.6,0.95956,4.60692
57.7,0.96116,4.6098
57.8,0.96276,4.61366
57.9,0.96434,4.61733
58,0.96596,4.62122
58.1,0.96761,4.62584
58.2,0.96925,4.63051
58.3,0.97092,4.63569
58.4,0.97261,4.64039
58.5,0.9743,4.64469
58.6,0.97598,4.63732
58.7,0.97765,4.64283
58.8,0.97946,4.65054
58.9,0.98125,4.65761
59,0.9829,4.66142
59.1,0.98456,4.66461
59.2,0.98627,4.66926
59.3,0.98791,4.67339
59.4,0.98953,4.67608
59.5,0.99115,4.67958
59.6,0.99283,4.68367
59.7,0.99448,4.68696
59.8,0.99611,4.69148
59.9,0.99786,4.69648
60,0.99954,4.70129
60.1,1.00115,4.70422
60.2,1.0029,4.70996
60.3,1.00466,4.71545
60.4,1.00646,4.72102
60.5,1.00804,4.71101
60.6,1.00969,4.71656
60.7,1.01145,4.72347
60.8,1.01307,4.72739
60.9,1.01467,4.73147
61,1.01625,4.73414
61.1,1.0178,4.73621
61.2,1.01949,4.74164
61.3,1.0212,4.74652
61.4,1.02285,4.75097
61.5,1.02449,4.75372
61.6,1.02614,4.75737
61.7,1.02783,4.76221
61.8,1.02943,4.76454
61.9,1.03101,4.76713
62,1.03261,4.77064
62.1,1.03425,4.77462
62.2,1.03594,4.77933
62.3,1.03766,4.78393
62.4,1.03935,4.78615
62.5,1.04104,4.77928
62.6,1.04274,4.78538
62.7,1.04443,4.78999
62.8,1.04612,4.79477
62.9,1.04776,4.79754
63,1.04943,4.8018
63.1,1.05118,4.80775
63.2,1.05295,4.81229
63.3,1.05471,4.81772
63.4,1.05639,4.82044
63.5,1.05812,4.8251
63.6,1.05985,4.82887
63.7,1.06149,4.83241
63.8,1.06317,4.83494
63.9,1.06491,4.84091
64,1.06665,4.84652
64.1,1.06828,4.84924
64.2,1.06988,4.85175
64.3,1.07154,4.85461
64.4,1.07319,4.84941
64.5,1.07476,4.85392
64.6,1.07645,4.85876
64.7,1.07839,4.87345
64.8,1.07983,4.87283
64.9,1.08138,4.87598
65,1.0831,4.88167
65.1,1.08484,4.88806
65.2,1.08646,4.89047
65.3,1.08828,4.89794
65.4,1.09009,4.9043
65.5,1.09176,4.90812
65.6,1.09333,4.90932
65.7,1.09493,4.91341
65.8,1.09652,4.91671
65.9,1.0981,4.92008
66,1.09972,4.92406
66.1,1.10145,4.93769
66.2,1.10339,4.94692
66.3,1.10477,4.93871
66.4,1.10635,4.94274
66.5,1.10807,4.94951
66.6,1.10972,4.95419
66.7,1.11142,4.95976
66.8,1.11316,4.96577
66.9,1.11485,4.971
67,1.1166,4.97741
67.1,1.11817,4.98
67.2,1.11985,4.98424
67.3,1.12156,4.98917
67.4,1.12317,4.99319
67.5,1.1247,4.99458
67.6,1.12639,4.99926
67.7,1.12805,5.00319
67.8,1.12975,5.01006
67.9,1.13133,5.0126
68,1.13286,5.01413
68.1,1.13448,5.01706
68.2,1.13615,5.02277
68.3,1.13789,5.02943
68.4,1.13958,5.03513
68.5,1.14121,5.0399
68.6,1.14292,5.0462
68.7,1.14474,5.05422
68.8,1.14638,5.06041
68.9,1.14806,5.06397
69,1.14966,5.06803
69.1,1.15128,5.07118
69.2,1.15286,5.07509
69.3,1.15452,5.07937
69.4,1.15623,5.08421
69.5,1.15789,5.08847
69.6,1.15952,5.09243
69.7,1.16124,5.09738
69.8,1.16296,5.10392
69.9,1.16452,5.10564
70,1.16618,5.09851
70.1,1.16789,5.10617
70.2,1.16951,5.11126
70.3,1.17116,5.11619
70.4,1.17283,5.12277
70.5,1.17461,5.12922
70.6,1.17636,5.1366
70.7,1.17799,5.14003
70.8,1.17963,5.14405
70.9,1.18115,5.14622
71,1.18276,5.14896
71.1,1.18438,5.15356
71.2,1.18604,5.15775
71.3,1.18772,5.1618
71.4,1.18937,5.16551
71.5,1.19099,5.16837
