General : Start date,9/2/2020,
General : End date,9/2/2020,
General : Unique identifier,{84A39779-4E17-4F6F-8E24-374F152F00E8},
Specimen notes : Length, D1, D2
Specimen notes : Genotype and WR,1321 P5 W2 2,
Break (Standard) : Load at Break (Standard),17.65853,N
Maximum Load : Maximum Load,20.02574,N
,,
Time,Extension,Load
(s),(mm),(N)
0,0,0.43161
0.1,0.0001,0.4323
0.2,0.00032,0.43593
0.3,0.00217,0.47297
0.4,0.00547,0.53757
0.5,0.00771,0.57632
0.6,0.00953,0.60725
0.7,0.01135,0.63794
0.8,0.01319,0.66854
0.9,0.01493,0.69528
1,0.01641,0.71822
1.1,0.01807,0.74604
1.2,0.01977,0.77354
1.3,0.02137,0.79986
1.4,0.02301,0.82693
1.5,0.02469,0.8542
1.6,0.02627,0.87921
1.7,0.02788,0.90421
1.8,0.02951,0.93089
1.9,0.03115,0.95734
2,0.03275,0.98245
2.1,0.03451,1.01127
2.2,0.0362,1.03742
2.3,0.03784,1.06308
2.4,0.0395,1.08898
2.5,0.04125,1.11673
2.6,0.04291,1.142
2.7,0.04455,1.16704
2.8,0.04618,1.19094
2.9,0.04789,1.21759
3,0.04962,1.24473
3.1,0.05136,1.27103
3.2,0.05306,1.29699
3.3,0.05477,1.32311
3.4,0.05641,1.34714
3.5,0.05812,1.37319
3.6,0.0598,1.39856
3.7,0.06144,1.42316
3.8,0.06308,1.44725
3.9,0.06483,1.47399
4,0.06664,1.50249
4.1,0.0683,1.5281
4.2,0.0699,1.55059
4.3,0.07152,1.57491
4.4,0.07319,1.59975
4.5,0.07484,1.62408
4.6,0.07643,1.64699
4.7,0.07804,1.67105
4.8,0.0797,1.69576
4.9,0.08134,1.71925
5,0.08292,1.74102
5.1,0.08448,1.76303
5.2,0.08607,1.78486
5.3,0.0877,1.80801
5.4,0.08946,1.83274
5.5,0.09118,1.85538
5.6,0.09283,1.87815
5.7,0.09458,1.90293
5.8,0.09621,1.92392
5.9,0.09775,1.94402
6,0.09947,1.96695
6.1,0.10107,1.98761
6.2,0.10271,2.00983
6.3,0.10439,2.03284
6.4,0.10598,2.05306
6.5,0.10766,2.07585
6.6,0.10942,2.09997
6.7,0.11118,2.12452
6.8,0.1129,2.14719
6.9,0.11455,2.16805
7,0.11616,2.18882
7.1,0.11787,2.21165
7.2,0.11972,2.23712
7.3,0.1215,2.26068
7.4,0.12326,2.28355
7.5,0.12489,2.30346
7.6,0.12646,2.32264
7.7,0.12817,2.34556
7.8,0.12978,2.36545
7.9,0.13132,2.38478
8,0.13295,2.40631
8.1,0.1346,2.42869
8.2,0.13639,2.45338
8.3,0.13808,2.47583
8.4,0.13965,2.49576
8.5,0.14121,2.51443
8.6,0.14294,2.53755
8.7,0.14469,2.56071
8.8,0.14635,2.58146
8.9,0.148,2.60207
9,0.14966,2.62277
9.1,0.15136,2.64427
9.2,0.15306,2.66567
9.3,0.15473,2.6865
9.4,0.15638,2.70708
9.5,0.158,2.72691
9.6,0.15961,2.74672
9.7,0.16122,2.7663
9.8,0.1628,2.78554
9.9,0.16444,2.80652
10,0.16608,2.82782
10.1,0.1678,2.85089
10.2,0.16957,2.87535
10.3,0.17133,2.89968
10.4,0.17303,2.92161
10.5,0.17503,2.95189
10.6,0.17684,2.97563
10.7,0.17839,2.9928
10.8,0.18004,3.01385
10.9,0.18166,3.03369
11,0.18329,3.05327
11.1,0.18489,3.07267
11.2,0.18645,3.09118
11.3,0.18803,3.11065
11.4,0.18974,3.13331
11.5,0.19141,3.15454
11.6,0.19303,3.17453
11.7,0.19467,3.19599
11.8,0.19624,3.21518
11.9,0.19794,3.23844
12,0.19966,3.26244
12.1,0.20134,3.28385
12.2,0.20298,3.3045
12.3,0.20461,3.32527
12.4,0.20624,3.34622
