General : Start date,9/2/2020,
General : End date,9/2/2020,
General : Unique identifier,{C3AF9A7E-FC71-4E7B-8873-B9CA81B6D6DF},
Specimen notes : Length, D1, D2
Specimen notes : Genotype and WR,1321 P1 W1 2,
Break (Standard) : Load at Break (Standard),15.55354,N
Maximum Load : Maximum Load,15.78624,N
,,
Time,Extension,Load
(s),(mm),(N)
0,0,0.53032
0.1,0.00009,0.53106
0.2,0.00089,0.55069
0.3,0.00319,0.60566
0.4,0.00535,0.65653
0.5,0.0072,0.69733
0.6,0.00888,0.7331
0.7,0.01059,0.76977
0.8,0.01237,0.80802
0.9,0.01411,0.84606
1,0.01585,0.88254
1.1,0.0176,0.91949
1.2,0.01934,0.95699
1.3,0.02105,0.99303
1.4,0.02276,1.03005
1.5,0.02444,1.06499
1.6,0.02612,1.10047
1.7,0.0279,1.13869
1.8,0.02961,1.17431
1.9,0.0313,1.2086
2,0.03307,1.24548
2.1,0.03494,1.28492
2.2,0.03657,1.31657
2.3,0.03823,1.3496
2.4,0.03997,1.38535
2.5,0.04168,1.41933
2.6,0.04316,1.4471
2.7,0.04477,1.47967
2.8,0.04656,1.51715
2.9,0.04821,1.54917
3,0.04971,1.5768
3.1,0.05131,1.60884
3.2,0.05301,1.64251
3.3,0.05474,1.67677
3.4,0.05642,1.70981
3.5,0.0581,1.74229
3.6,0.05976,1.77391
3.7,0.06147,1.8064
3.8,0.06302,1.8338
3.9,0.06479,1.86887
4,0.0666,1.90332
4.1,0.06828,1.93367
4.2,0.06983,1.96099
4.3,0.07145,1.99073
4.4,0.07316,2.02284
4.5,0.0747,2.04976
4.6,0.0762,2.07595
4.7,0.0778,2.10571
4.8,0.07954,2.13869
4.9,0.0812,2.1685
5,0.08281,2.19753
5.1,0.08444,2.22633
5.2,0.08601,2.25384
5.3,0.08776,2.28659
5.4,0.08957,2.31921
5.5,0.09123,2.34839
5.6,0.09295,2.37908
5.7,0.09483,2.41427
5.8,0.09652,2.44249
5.9,0.09816,2.47035
6,0.09979,2.49855
6.1,0.10139,2.52527
6.2,0.10301,2.55281
6.3,0.10462,2.58
6.4,0.10623,2.60725
6.5,0.10784,2.63508
6.6,0.10949,2.66311
6.7,0.1112,2.69323
6.8,0.11288,2.72259
6.9,0.11453,2.75085
7,0.11623,2.78033
7.1,0.11791,2.81002
7.2,0.11973,2.84379
7.3,0.12154,2.87532
