General : Start date,"2020-08-26"
General : End date,"2020-08-26"
General : Unique identifier,"{85CA48AA-8972-44FA-B81B-24CE34F2D103}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P1 W1 2"
Break (Standard) : Load at Break (Standard),"19.04828",N
Maximum Load : Maximum Load,"19.91836",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.77787"
"0.10000","0.00010","0.77882"
"0.20000","0.00048","0.78554"
"0.30000","0.00295","0.83622"
"0.40000","0.00546","0.88220"
"0.50000","0.00756","0.91879"
"0.60000","0.00946","0.94960"
"0.70000","0.01112","0.97495"
"0.80000","0.01264","0.99726"
"0.90000","0.01429","1.02227"
"1.00000","0.01601","1.04760"
"1.10000","0.01774","1.07295"
"1.20000","0.01946","1.09775"
"1.30000","0.02110","1.11929"
"1.40000","0.02277","1.14155"
"1.50000","0.02443","1.16411"
"1.60000","0.02604","1.18383"
"1.70000","0.02770","1.20534"
"1.80000","0.02938","1.22764"
"1.90000","0.03108","1.24915"
"2.00000","0.03277","1.27005"
"2.10000","0.03450","1.29125"
"2.20000","0.03620","1.31218"
"2.30000","0.03790","1.33285"
"2.40000","0.03970","1.35575"
"2.50000","0.04152","1.37759"
"2.60000","0.04315","1.39604"
"2.70000","0.04484","1.41602"
"2.80000","0.04653","1.43541"
"2.90000","0.04822","1.45496"
"3.00000","0.04979","1.47190"
"3.10000","0.05138","1.48976"
"3.20000","0.05301","1.50820"
"3.30000","0.05457","1.52526"
"3.40000","0.05622","1.54402"
"3.50000","0.05795","1.56359"
"3.60000","0.05965","1.58280"
"3.70000","0.06131","1.60022"
"3.80000","0.06295","1.61822"
"3.90000","0.06457","1.63537"
"4.00000","0.06627","1.65464"
"4.10000","0.06810","1.67613"
"4.20000","0.06981","1.69459"
"4.30000","0.07146","1.71207"
"4.40000","0.07311","1.72985"
"4.50000","0.07480","1.74924"
"4.60000","0.07648","1.76714"
"4.70000","0.07808","1.78458"
"4.80000","0.07971","1.80294"
"4.90000","0.08139","1.82243"
"5.00000","0.08304","1.84033"
"5.10000","0.08473","1.86055"
"5.20000","0.08640","1.87921"
"5.30000","0.08803","1.89606"
"5.40000","0.08974","1.91636"
"5.50000","0.09141","1.93446"
"5.60000","0.09307","1.95341"
"5.70000","0.09487","1.97541"
"5.80000","0.09654","1.99249"
"5.90000","0.09818","2.00981"
"6.00000","0.09984","2.02826"
"6.10000","0.10149","2.04662"
"6.20000","0.10304","2.06126"
"6.30000","0.10452","2.07645"
"6.40000","0.10610","2.09316"
"6.50000","0.10776","2.11274"
"6.60000","0.10937","2.12920"
"6.70000","0.11097","2.14604"
"6.80000","0.11263","2.16522"
"6.90000","0.11434","2.18412"
"7.00000","0.11607","2.20339"
"7.10000","0.11778","2.22193"
"7.20000","0.11952","2.24147"
"7.30000","0.12127","2.26065"
"7.40000","0.12304","2.28026"
"7.50000","0.12493","2.30339"
"7.60000","0.12667","2.32083"
"7.70000","0.12843","2.34021"
"7.80000","0.13014","2.35769"
"7.90000","0.13180","2.37419"
"8.00000","0.13332","2.38755"
"8.10000","0.13485","2.40255"
"8.20000","0.13650","2.42048"
"8.30000","0.13817","2.43869"
"8.40000","0.13967","2.45281"
"8.50000","0.14131","2.47160"
"8.60000","0.14299","2.49052"
"8.70000","0.14462","2.50845"
"8.80000","0.14610","2.52184"
"8.90000","0.14777","2.54168"
"9.00000","0.14954","2.56187"
"9.10000","0.15122","2.57855"
"9.20000","0.15291","2.59632"
"9.30000","0.15461","2.61392"
"9.40000","0.15638","2.63381"
"9.50000","0.15807","2.65143"
"9.60000","0.15973","2.66763"
"9.70000","0.16147","2.68610"
"9.80000","0.16317","2.70274"
"9.90000","0.16485","2.71986"
"10.00000","0.16654","2.73668"
"10.10000","0.16824","2.75421"
"10.20000","0.16987","2.76996"
"10.30000","0.17144","2.78372"
"10.40000","0.17306","2.80075"
"10.50000","0.17475","2.81942"
"10.60000","0.17648","2.83954"
"10.70000","0.17823","2.85874"
"10.80000","0.17985","2.87364"
"10.90000","0.18151","2.89183"
"11.00000","0.18321","2.90993"
"11.10000","0.18480","2.92453"
"11.20000","0.18635","2.93913"
"11.30000","0.18803","2.95716"
"11.40000","0.18970","2.97378"
"11.50000","0.19126","2.98790"
"11.60000","0.19285","3.00267"
"11.70000","0.19447","3.01793"
"11.80000","0.19612","3.03461"
"11.90000","0.19778","3.05066"
"12.00000","0.19954","3.06917"
"12.10000","0.20125","3.08684"
"12.20000","0.20318","3.11052"
"12.30000","0.20492","3.12671"
"12.40000","0.20640","3.13692"
"12.50000","0.20803","3.15314"
"12.60000","0.20974","3.17105"
"12.70000","0.21135","3.18625"
"12.80000","0.21290","3.19976"
"12.90000","0.21446","3.21466"
"13.00000","0.21601","3.22842"
"13.10000","0.21760","3.24311"
"13.20000","0.21920","3.25934"
"13.30000","0.22088","3.27650"
"13.40000","0.22254","3.29268"
"13.50000","0.22426","3.31000"
"13.60000","0.22603","3.32837"
"13.70000","0.22771","3.34431"
"13.80000","0.22930","3.35716"
"13.90000","0.23119","3.37987"
"14.00000","0.23321","3.40400"
"14.10000","0.23486","3.41659"
"14.20000","0.23648","3.42969"
"14.30000","0.23815","3.44487"
"14.40000","0.23972","3.45748"
"14.50000","0.24134","3.47276"
"14.60000","0.24297","3.48832"
"14.70000","0.24455","3.50228"
"14.80000","0.24618","3.51823"
"14.90000","0.24786","3.53509"
"15.00000","0.24947","3.54961"
"15.10000","0.25112","3.56545"
"15.20000","0.25284","3.58306"
"15.30000","0.25457","3.60016"
"15.40000","0.25627","3.61746"
"15.50000","0.25821","3.64092"
"15.60000","0.25986","3.65383"
"15.70000","0.26153","3.66852"
