General : Start date,"2020-08-26"
General : End date,"2020-08-26"
General : Unique identifier,"{D15D4073-3665-441E-86C6-CD88E4272C39}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P3 W2 2"
Break (Standard) : Load at Break (Standard),"20.97877",N
Maximum Load : Maximum Load,"23.61683",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00008","0.79455"
"0.10000","0.00013","0.79637"
"0.20000","0.00122","0.83022"
"0.30000","0.00355","0.90080"
"0.40000","0.00570","0.96125"
"0.50000","0.00753","1.01108"
"0.60000","0.00922","1.05480"
"0.70000","0.01093","1.09902"
"0.80000","0.01264","1.14225"
"0.90000","0.01430","1.18380"
"1.00000","0.01605","1.22766"
"1.10000","0.01770","1.26821"
"1.20000","0.01952","1.31485"
"1.30000","0.02122","1.35594"
"1.40000","0.02287","1.39582"
"1.50000","0.02459","1.43753"
"1.60000","0.02622","1.47557"
"1.70000","0.02787","1.51370"
"1.80000","0.02946","1.55039"
"1.90000","0.03106","1.58753"
"2.00000","0.03269","1.62473"
"2.10000","0.03438","1.66336"
"2.20000","0.03603","1.70075"
"2.30000","0.03766","1.73676"
"2.40000","0.03928","1.77229"
"2.50000","0.04092","1.80873"
"2.60000","0.04257","1.84406"
"2.70000","0.04428","1.88149"
"2.80000","0.04603","1.91937"
"2.90000","0.04781","1.95769"
"3.00000","0.04958","1.99550"
"3.10000","0.05130","2.03121"
"3.20000","0.05313","2.07020"
"3.30000","0.05478","2.10187"
"3.40000","0.05634","2.13221"
"3.50000","0.05794","2.16427"
"3.60000","0.05955","2.19650"
"3.70000","0.06124","2.23126"
"3.80000","0.06298","2.26798"
"3.90000","0.06463","2.30049"
"4.00000","0.06627","2.33395"
"4.10000","0.06797","2.36931"
"4.20000","0.06978","2.40860"
"4.30000","0.07136","2.43751"
"4.40000","0.07319","2.47706"
"4.50000","0.07501","2.51500"
"4.60000","0.07666","2.54808"
"4.70000","0.07840","2.58305"
"4.80000","0.08007","2.61696"
"4.90000","0.08184","2.65358"
"5.00000","0.08351","2.68555"
"5.10000","0.08509","2.71609"
"5.20000","0.08672","2.74877"
"5.30000","0.08836","2.78063"
"5.40000","0.08993","2.81165"
"5.50000","0.09158","2.84552"
"5.60000","0.09333","2.88283"
"5.70000","0.09503","2.91905"
"5.80000","0.09662","2.94946"
"5.90000","0.09809","2.97756"
"6.00000","0.09968","3.01031"
"6.10000","0.10136","3.04627"
"6.20000","0.10312","3.08535"
"6.30000","0.10474","3.11816"
"6.40000","0.10647","3.15447"
"6.50000","0.10811","3.18758"
"6.60000","0.10974","3.22017"
"6.70000","0.11137","3.25265"
"6.80000","0.11305","3.28630"
"6.90000","0.11464","3.31665"
"7.00000","0.11627","3.34815"
"7.10000","0.11789","3.37965"
"7.20000","0.11955","3.41134"
"7.30000","0.12117","3.44197"
"7.40000","0.12284","3.47494"
