General : Start date,"2020-08-26"
General : End date,"2020-08-26"
General : Unique identifier,"{4128028C-1885-41C1-BDEB-427D34713ADD}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P5 W2 2"
Break (Standard) : Load at Break (Standard),"28.76078",N
Maximum Load : Maximum Load,"29.10911",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.98112"
"0.10000","0.00004","0.98417"
"0.20000","0.00041","0.99377"
"0.30000","0.00116","1.01589"
"0.40000","0.00263","1.05855"
"0.50000","0.00477","1.11912"
"0.60000","0.00750","1.19439"
"0.70000","0.01014","1.26459"
"0.80000","0.01261","1.32759"
"0.90000","0.01465","1.37604"
"1.00000","0.01634","1.41419"
"1.10000","0.01797","1.45138"
"1.20000","0.01949","1.48538"
"1.30000","0.02112","1.52395"
"1.40000","0.02287","1.56523"
"1.50000","0.02452","1.60266"
"1.60000","0.02616","1.63931"
"1.70000","0.02787","1.67824"
"1.80000","0.02955","1.71612"
"1.90000","0.03132","1.75686"
"2.00000","0.03306","1.79577"
"2.10000","0.03472","1.83111"
"2.20000","0.03645","1.86967"
"2.30000","0.03817","1.90691"
"2.40000","0.03968","1.93674"
"2.50000","0.04139","1.97412"
"2.60000","0.04312","2.01189"
"2.70000","0.04477","2.04616"
"2.80000","0.04640","2.08050"
"2.90000","0.04809","2.11653"
"3.00000","0.04984","2.15472"
"3.10000","0.05154","2.19115"
"3.20000","0.05303","2.22020"
"3.30000","0.05458","2.25272"
"3.40000","0.05625","2.28923"
"3.50000","0.05795","2.32617"
"3.60000","0.05964","2.36276"
"3.70000","0.06144","2.40335"
"3.80000","0.06311","2.43799"
"3.90000","0.06489","2.47742"
"4.00000","0.06665","2.51546"
"4.10000","0.06822","2.54497"
"4.20000","0.06980","2.57684"
"4.30000","0.07154","2.61518"
"4.40000","0.07331","2.65300"
"4.50000","0.07491","2.68464"
"4.60000","0.07643","2.71278"
"4.70000","0.07796","2.74198"
"4.80000","0.07952","2.77333"
"4.90000","0.08110","2.80438"
"5.00000","0.08272","2.83723"
"5.10000","0.08431","2.86825"
"5.20000","0.08591","2.90008"
"5.30000","0.08752","2.93144"
"5.40000","0.08918","2.96487"
"5.50000","0.09085","2.99784"
"5.60000","0.09256","3.03223"
"5.70000","0.09420","3.06335"
"5.80000","0.09590","3.09777"
"5.90000","0.09768","3.13427"
"6.00000","0.09944","3.16930"
"6.10000","0.10122","3.20525"
"6.20000","0.10293","3.23738"
"6.30000","0.10464","3.27062"
"6.40000","0.10637","3.30464"
"6.50000","0.10800","3.33368"
"6.60000","0.10954","3.36011"
"6.70000","0.11117","3.39110"
"6.80000","0.11286","3.42423"
"6.90000","0.11453","3.45506"
"7.00000","0.11626","3.48878"
"7.10000","0.11780","3.51505"
"7.20000","0.11945","3.54690"
"7.30000","0.12121","3.58195"
"7.40000","0.12279","3.60886"
"7.50000","0.12436","3.63654"
"7.60000","0.12603","3.66758"
"7.70000","0.12775","3.69993"
"7.80000","0.12944","3.73149"
"7.90000","0.13109","3.76073"
"8.00000","0.13273","3.79131"
"8.10000","0.13436","3.81955"
"8.20000","0.13603","3.85097"
"8.30000","0.13773","3.88222"
"8.40000","0.13935","3.90982"
"8.50000","0.14106","3.94098"
"8.60000","0.14282","3.97479"
"8.70000","0.14448","4.00305"
"8.80000","0.14608","4.02937"
"8.90000","0.14772","4.05714"
"9.00000","0.14944","4.08874"
"9.10000","0.15105","4.11579"
"9.20000","0.15270","4.14456"
"9.30000","0.15440","4.17534"
"9.40000","0.15609","4.20590"
"9.50000","0.15776","4.23518"
"9.60000","0.15944","4.26553"
"9.70000","0.16112","4.29536"
"9.80000","0.16273","4.32277"
"9.90000","0.16443","4.35393"
"10.00000","0.16616","4.38526"
"10.10000","0.16793","4.41807"
"10.20000","0.16968","4.45060"
"10.30000","0.17146","4.48428"
"10.40000","0.17311","4.51259"
"10.50000","0.17486","4.54588"
"10.60000","0.17672","4.58284"
"10.70000","0.17836","4.60892"
"10.80000","0.17997","4.63627"
"10.90000","0.18171","4.66947"
"11.00000","0.18345","4.70232"
"11.10000","0.18504","4.72951"
"11.20000","0.18655","4.75373"
"11.30000","0.18825","4.78781"
"11.40000","0.18988","4.81854"
"11.50000","0.19148","4.84911"
"11.60000","0.19312","4.88060"
"11.70000","0.19476","4.91264"
"11.80000","0.19639","4.94403"
"11.90000","0.19805","4.97612"
"12.00000","0.19969","5.00695"
"12.10000","0.20136","5.04013"
"12.20000","0.20302","5.07212"
"12.30000","0.20470","5.10444"
"12.40000","0.20641","5.13815"
"12.50000","0.20812","5.17219"
"12.60000","0.20983","5.20347"
"12.70000","0.21140","5.23008"
"12.80000","0.21297","5.25749"
"12.90000","0.21452","5.28478"
"13.00000","0.21615","5.31476"
"13.10000","0.21779","5.34574"
"13.20000","0.21937","5.37421"
"13.30000","0.22098","5.40432"
"13.40000","0.22262","5.43589"
"13.50000","0.22429","5.46932"
"13.60000","0.22598","5.50194"
