General : Start date,"2020-08-26"
General : End date,"2020-08-26"
General : Unique identifier,"{547F37CF-9EFA-40AF-BAB8-39F78E95F4F3}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P6 W3 2"
Break (Standard) : Load at Break (Standard),"38.56689",N
Maximum Load : Maximum Load,"43.69752",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.66962"
"0.10000","0.00002","0.67133"
"0.20000","0.00032","0.67618"
"0.30000","0.00107","0.69227"
"0.40000","0.00289","0.73129"
"0.50000","0.00699","0.81503"
"0.60000","0.00926","0.85202"
"0.70000","0.01099","0.87990"
"0.80000","0.01266","0.90763"
"0.90000","0.01433","0.93533"
"1.00000","0.01601","0.96249"
"1.10000","0.01767","0.99018"
"1.20000","0.01926","1.01509"
"1.30000","0.02102","1.04571"
"1.40000","0.02285","1.07645"
"1.50000","0.02462","1.10491"
"1.60000","0.02642","1.13450"
"1.70000","0.02810","1.16084"
"1.80000","0.02979","1.18742"
"1.90000","0.03141","1.21267"
"2.00000","0.03297","1.23629"
"2.10000","0.03448","1.26009"
"2.20000","0.03622","1.28878"
"2.30000","0.03795","1.31785"
"2.40000","0.03959","1.34370"
"2.50000","0.04121","1.36896"
"2.60000","0.04287","1.39537"
"2.70000","0.04454","1.42250"
"2.80000","0.04620","1.44860"
"2.90000","0.04787","1.47476"
"3.00000","0.04951","1.50056"
"3.10000","0.05116","1.52580"
"3.20000","0.05289","1.55421"
"3.30000","0.05461","1.58072"
"3.40000","0.05630","1.60727"
"3.50000","0.05807","1.63586"
"3.60000","0.05975","1.66136"
"3.70000","0.06140","1.68534"
"3.80000","0.06306","1.71122"
"3.90000","0.06467","1.73557"
"4.00000","0.06633","1.76173"
"4.10000","0.06803","1.78928"
"4.20000","0.06973","1.81546"
"4.30000","0.07138","1.84002"
"4.40000","0.07307","1.86736"
"4.50000","0.07456","1.88706"
"4.60000","0.07622","1.91402"
"4.70000","0.07794","1.94177"
"4.80000","0.07965","1.96829"
"4.90000","0.08134","1.99447"
"5.00000","0.08307","2.02283"
"5.10000","0.08478","2.04980"
"5.20000","0.08638","2.07316"
"5.30000","0.08801","2.09856"
"5.40000","0.08967","2.12404"
"5.50000","0.09123","2.14782"
"5.60000","0.09278","2.17057"
"5.70000","0.09444","2.19704"
"5.80000","0.09617","2.22486"
"5.90000","0.09784","2.25085"
"6.00000","0.09948","2.27647"
"6.10000","0.10118","2.30398"
"6.20000","0.10290","2.33197"
"6.30000","0.10463","2.36019"
"6.40000","0.10634","2.38739"
"6.50000","0.10805","2.41516"
"6.60000","0.10972","2.44132"
"6.70000","0.11142","2.46939"
"6.80000","0.11312","2.49636"
"6.90000","0.11483","2.52464"
"7.00000","0.11647","2.54959"
"7.10000","0.11805","2.57341"
"7.20000","0.11964","2.59852"
"7.30000","0.12125","2.62303"
"7.40000","0.12285","2.64846"
"7.50000","0.12452","2.67554"
"7.60000","0.12622","2.70351"
"7.70000","0.12788","2.72930"
"7.80000","0.12953","2.75501"
"7.90000","0.13130","2.78499"
"8.00000","0.13310","2.81453"
"8.10000","0.13475","2.83890"
"8.20000","0.13639","2.86435"
"8.30000","0.13808","2.89107"
"8.40000","0.13972","2.91626"
"8.50000","0.14134","2.94102"
"8.60000","0.14282","2.96085"
"8.70000","0.14443","2.98643"
"8.80000","0.14613","3.01528"
"8.90000","0.14783","3.04416"
"9.00000","0.14951","3.07090"
"9.10000","0.15116","3.09688"
"9.20000","0.15284","3.12419"
"9.30000","0.15452","3.15084"
"9.40000","0.15621","3.17781"
"9.50000","0.15787","3.20317"
"9.60000","0.15950","3.22742"
"9.70000","0.16121","3.25423"
"9.80000","0.16294","3.28147"
"9.90000","0.16466","3.30660"
"10.00000","0.16638","3.33367"
"10.10000","0.16802","3.35727"
"10.20000","0.16969","3.38163"
"10.30000","0.17137","3.40666"
"10.40000","0.17304","3.43220"
"10.50000","0.17466","3.45620"
"10.60000","0.17620","3.47790"
"10.70000","0.17786","3.50473"
"10.80000","0.17954","3.53149"
"10.90000","0.18117","3.55483"
"11.00000","0.18276","3.57808"
"11.10000","0.18428","3.59874"
"11.20000","0.18603","3.62902"
"11.30000","0.18780","3.65828"
"11.40000","0.18948","3.68312"
"11.50000","0.19119","3.70949"
"11.60000","0.19288","3.73520"
"11.70000","0.19464","3.76303"
"11.80000","0.19646","3.79161"
"11.90000","0.19809","3.81309"
"12.00000","0.19969","3.83461"
"12.10000","0.20134","3.85813"
"12.20000","0.20301","3.88376"
"12.30000","0.20462","3.90626"
"12.40000","0.20617","3.92699"
"12.50000","0.20789","3.95589"
"12.60000","0.20954","3.98013"
"12.70000","0.21125","4.00841"
"12.80000","0.21291","4.03407"
"12.90000","0.21472","4.06607"
"13.00000","0.21655","4.09717"
"13.10000","0.21823","4.12166"
"13.20000","0.21994","4.14785"
"13.30000","0.22158","4.17135"
"13.40000","0.22317","4.19392"
"13.50000","0.22480","4.21805"
"13.60000","0.22644","4.24347"
"13.70000","0.22807","4.26786"
"13.80000","0.22974","4.29365"
"13.90000","0.23141","4.31988"
"14.00000","0.23306","4.34501"
"14.10000","0.23473","4.37050"
"14.20000","0.23639","4.39591"
"14.30000","0.23797","4.41768"
"14.40000","0.23956","4.44187"
"14.50000","0.24134","4.47322"
"14.60000","0.24305","4.50205"
"14.70000","0.24470","4.52792"
"14.80000","0.24635","4.55394"
"14.90000","0.24803","4.58149"
"15.00000","0.24971","4.61017"
"15.10000","0.25140","4.63748"
"15.20000","0.25306","4.66448"
"15.30000","0.25469","4.68974"
"15.40000","0.25628","4.71445"
"15.50000","0.25786","4.73954"
"15.60000","0.25955","4.76953"
"15.70000","0.26130","4.80034"
"15.80000","0.26302","4.82901"
"15.90000","0.26476","4.85963"
"16.00000","0.26637","4.88324"
"16.10000","0.26793","4.90659"
"16.20000","0.26990","4.94853"
"16.30000","0.27163","4.97521"
"16.40000","0.27322","4.99772"
"16.50000","0.27487","5.02452"
"16.60000","0.27656","5.05459"
"16.70000","0.27816","5.07891"
"16.80000","0.27972","5.10326"
"16.90000","0.28138","5.13341"
"17.00000","0.28309","5.16474"
"17.10000","0.28477","5.19428"
"17.20000","0.28650","5.22676"
"17.30000","0.28820","5.25843"
"17.40000","0.28987","5.28744"
"17.50000","0.29157","5.31768"
"17.60000","0.29309","5.33907"
"17.70000","0.29483","5.37348"
"17.80000","0.29654","5.40329"
"17.90000","0.29814","5.42879"
"18.00000","0.29979","5.45660"
"18.10000","0.30145","5.48543"
"18.20000","0.30308","5.51233"
"18.30000","0.30467","5.53786"
"18.40000","0.30621","5.56069"
"18.50000","0.30786","5.59132"
"18.60000","0.30947","5.61800"
"18.70000","0.31102","5.64327"
"18.80000","0.31265","5.67232"
"18.90000","0.31429","5.70172"
"19.00000","0.31586","5.72678"
"19.10000","0.31752","5.75768"
"19.20000","0.31925","5.79080"
"19.30000","0.32096","5.82209"
"19.40000","0.32265","5.85221"
"19.50000","0.32437","5.88292"
"19.60000","0.32630","5.92410"
"19.70000","0.32815","5.95826"
"19.80000","0.32985","5.98546"
"19.90000","0.33150","6.01139"
"20.00000","0.33318","6.04012"
"20.10000","0.33480","6.06540"
"20.20000","0.33634","6.08774"
"20.30000","0.33798","6.11556"
"20.40000","0.33960","6.14317"
"20.50000","0.34119","6.16867"
"20.60000","0.34288","6.20077"
"20.70000","0.34456","6.23306"
"20.80000","0.34621","6.26216"
"20.90000","0.34783","6.29047"
"21.00000","0.34955","6.32459"
"21.10000","0.35129","6.35918"
"21.20000","0.35308","6.39531"
"21.30000","0.35473","6.42314"
"21.40000","0.35639","6.45298"
"21.50000","0.35803","6.48200"
"21.60000","0.35970","6.51191"
"21.70000","0.36131","6.53871"
"21.80000","0.36287","6.56296"
"21.90000","0.36447","6.59090"
"22.00000","0.36612","6.62086"
"22.10000","0.36780","6.65246"
"22.20000","0.36959","6.68868"
"22.30000","0.37124","6.71526"
"22.40000","0.37281","6.74031"
"22.50000","0.37449","6.77194"
"22.60000","0.37615","6.80227"
"22.70000","0.37781","6.83302"
"22.80000","0.37958","6.86978"
"22.90000","0.38138","6.90740"
"23.00000","0.38310","6.93991"
"23.10000","0.38476","6.96905"
"23.20000","0.38645","7.00044"
"23.30000","0.38817","7.03361"
"23.40000","0.38985","7.06533"
"23.50000","0.39147","7.09272"
"23.60000","0.39307","7.12057"
"23.70000","0.39480","7.15586"
"23.80000","0.39651","7.18926"
"23.90000","0.39819","7.22106"
"24.00000","0.39981","7.24904"
"24.10000","0.40142","7.27840"
"24.20000","0.40306","7.30861"
"24.30000","0.40488","7.34841"
"24.40000","0.40649","7.37488"
"24.50000","0.40808","7.40201"
"24.60000","0.40977","7.43653"
"24.70000","0.41144","7.46899"
"24.80000","0.41306","7.49864"
"24.90000","0.41469","7.52984"
"25.00000","0.41633","7.56070"
"25.10000","0.41793","7.59000"
"25.20000","0.41952","7.62030"
"25.30000","0.42122","7.65647"
"25.40000","0.42290","7.69084"
"25.50000","0.42458","7.72319"
"25.60000","0.42619","7.75207"
"25.70000","0.42788","7.78457"
"25.80000","0.42952","7.81458"
"25.90000","0.43108","7.83945"
"26.00000","0.43272","7.86914"
"26.10000","0.43452","7.90824"
"26.20000","0.43623","7.93890"
"26.30000","0.43793","7.96974"
"26.40000","0.43960","7.99903"
"26.50000","0.44116","8.02267"
"26.60000","0.44276","8.04944"
"26.70000","0.44438","8.07871"
"26.80000","0.44601","8.10877"
"26.90000","0.44763","8.13649"
"27.00000","0.44928","8.16833"
"27.10000","0.45100","8.20640"
"27.20000","0.45267","8.23695"
"27.30000","0.45434","8.26739"
"27.40000","0.45593","8.29338"
"27.50000","0.45766","8.32885"
"27.60000","0.45959","8.37416"
"27.70000","0.46145","8.41286"
"27.80000","0.46314","8.44056"
"27.90000","0.46479","8.46652"
"28.00000","0.46649","8.49621"
"28.10000","0.46822","8.53052"
"28.20000","0.46979","8.55171"
"28.30000","0.47133","8.57247"
"28.40000","0.47289","8.59630"
"28.50000","0.47448","8.62240"
"28.60000","0.47611","8.65165"
"28.70000","0.47773","8.67996"
"28.80000","0.47935","8.70900"
"28.90000","0.48097","8.73808"
"29.00000","0.48268","8.77067"
"29.10000","0.48435","8.80249"
"29.20000","0.48600","8.83045"
"29.30000","0.48762","8.85725"
"29.40000","0.48952","8.90299"
"29.50000","0.49136","8.94060"
"29.60000","0.49309","8.96907"
"29.70000","0.49475","8.99737"
"29.80000","0.49642","9.02389"
"29.90000","0.49802","9.04651"
"30.00000","0.49956","9.06725"
"30.10000","0.50117","9.09445"
"30.20000","0.50285","9.12284"
"30.30000","0.50456","9.15523"
"30.40000","0.50620","9.18200"
"30.50000","0.50785","9.21066"
"30.60000","0.50950","9.23895"
"30.70000","0.51108","9.26291"
"30.80000","0.51287","9.30056"
"30.90000","0.51460","9.33384"
"31.00000","0.51628","9.36333"
"31.10000","0.51803","9.39714"
"31.20000","0.51983","9.43517"
"31.30000","0.52155","9.46549"
"31.40000","0.52319","9.49152"
"31.50000","0.52477","9.51495"
"31.60000","0.52642","9.54367"
"31.70000","0.52811","9.57666"
"31.80000","0.52968","9.59949"
"31.90000","0.53138","9.63165"
"32.00000","0.53308","9.66254"
"32.10000","0.53476","9.69135"
"32.20000","0.53650","9.72496"
