General : Start date,"2020-08-26"
General : End date,"2020-08-26"
General : Unique identifier,"{5B7527AE-252D-4B33-975A-E66ADED2FB94}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P1 W2 2"
Break (Standard) : Load at Break (Standard),"3.67803",N
Maximum Load : Maximum Load,"41.51675",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","-0.00008","0.44978"
"0.10000","0.00003","0.45113"
"0.20000","0.00096","0.48017"
"0.30000","0.00387","0.56821"
"0.40000","0.00622","0.63190"
"0.50000","0.00802","0.67862"
"0.60000","0.00969","0.72099"
"0.70000","0.01130","0.76225"
"0.80000","0.01297","0.80412"
"0.90000","0.01466","0.84757"
"1.00000","0.01629","0.88751"
"1.10000","0.01798","0.92868"
"1.20000","0.01965","0.97066"
"1.30000","0.02138","1.01391"
"1.40000","0.02307","1.05574"
"1.50000","0.02467","1.09419"
"1.60000","0.02623","1.13111"
"1.70000","0.02790","1.17255"
"1.80000","0.02958","1.21290"
"1.90000","0.03116","1.24979"
"2.00000","0.03274","1.28659"
"2.10000","0.03442","1.32690"
"2.20000","0.03606","1.36513"
"2.30000","0.03766","1.40181"
"2.40000","0.03929","1.43953"
"2.50000","0.04101","1.48017"
"2.60000","0.04275","1.52180"
"2.70000","0.04445","1.56091"
"2.80000","0.04617","1.60013"
"2.90000","0.04781","1.63707"
"3.00000","0.04969","1.68216"
"3.10000","0.05134","1.71695"
"3.20000","0.05299","1.75330"
"3.30000","0.05469","1.79098"
"3.40000","0.05642","1.82921"
"3.50000","0.05807","1.86549"
"3.60000","0.05956","1.89557"
"3.70000","0.06110","1.92961"
"3.80000","0.06276","1.96738"
"3.90000","0.06441","2.00407"
"4.00000","0.06601","2.03880"
"4.10000","0.06765","2.07357"
"4.20000","0.06931","2.11042"
"4.30000","0.07099","2.14705"
"4.40000","0.07275","2.18593"
"4.50000","0.07455","2.22550"
"4.60000","0.07643","2.26689"
"4.70000","0.07802","2.29811"
"4.80000","0.07976","2.33460"
"4.90000","0.08164","2.37680"
"5.00000","0.08338","2.41171"
"5.10000","0.08505","2.44564"
"5.20000","0.08669","2.47808"
"5.30000","0.08834","2.51294"
"5.40000","0.08996","2.54635"
"5.50000","0.09153","2.57816"
"5.60000","0.09307","2.60904"
"5.70000","0.09470","2.64430"
"5.80000","0.09631","2.67833"
"5.90000","0.09795","2.71285"
"6.00000","0.09962","2.74871"
"6.10000","0.10124","2.78120"
"6.20000","0.10282","2.81356"
"6.30000","0.10450","2.84914"
"6.40000","0.10615","2.88340"
