General : Start date,"2020-08-07"
General : End date,"2020-08-07"
General : Unique identifier,"{1DADF51B-5DFA-44F9-9299-C2884302955B}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P5 W2 1"
Break (Standard) : Load at Break (Standard),"24.64585",N
Maximum Load : Maximum Load,"26.77698",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.40421"
"0.10000","0.00012","0.40468"
"0.20000","0.00094","0.41605"
"0.30000","0.00313","0.44424"
"0.40000","0.00530","0.47087"
"0.50000","0.00735","0.49480"
"0.60000","0.00916","0.51493"
"0.70000","0.01096","0.53462"
"0.80000","0.01275","0.55475"
"0.90000","0.01439","0.57260"
"1.00000","0.01598","0.58951"
"1.10000","0.01768","0.60791"
"1.20000","0.01935","0.62569"
"1.30000","0.02103","0.64390"
"1.40000","0.02274","0.66238"
"1.50000","0.02441","0.68023"
"1.60000","0.02608","0.69759"
"1.70000","0.02770","0.71386"
"1.80000","0.02941","0.73153"
"1.90000","0.03109","0.74950"
"2.00000","0.03277","0.76691"
"2.10000","0.03458","0.78632"
"2.20000","0.03638","0.80552"
"2.30000","0.03799","0.82143"
"2.40000","0.03978","0.84075"
"2.50000","0.04165","0.86119"
"2.60000","0.04330","0.87750"
"2.70000","0.04490","0.89458"
"2.80000","0.04652","0.91106"
"2.90000","0.04818","0.92796"
"3.00000","0.04981","0.94466"
"3.10000","0.05138","0.96120"
"3.20000","0.05306","0.97970"
"3.30000","0.05469","0.99631"
"3.40000","0.05633","1.01420"
"3.50000","0.05806","1.03172"
"3.60000","0.05976","1.05052"
"3.70000","0.06143","1.06764"
"3.80000","0.06300","1.08396"
"3.90000","0.06460","1.10069"
"4.00000","0.06632","1.11887"
"4.10000","0.06810","1.13882"
"4.20000","0.06990","1.15953"
"4.30000","0.07155","1.17596"
"4.40000","0.07318","1.19315"
"4.50000","0.07475","1.20929"
"4.60000","0.07629","1.22496"
"4.70000","0.07791","1.24238"
"4.80000","0.07952","1.25840"
"4.90000","0.08115","1.27552"
"5.00000","0.08276","1.29259"
"5.10000","0.08440","1.30995"
"5.20000","0.08600","1.32720"
"5.30000","0.08763","1.34484"
"5.40000","0.08928","1.36136"
"5.50000","0.09093","1.37907"
"5.60000","0.09259","1.39701"
"5.70000","0.09427","1.41434"
"5.80000","0.09612","1.43504"
"5.90000","0.09800","1.45619"
"6.00000","0.09978","1.47569"
"6.10000","0.10144","1.49266"
"6.20000","0.10309","1.50968"
"6.30000","0.10479","1.52795"
"6.40000","0.10642","1.54527"
"6.50000","0.10804","1.56170"
"6.60000","0.10970","1.57909"
"6.70000","0.11134","1.59642"
"6.80000","0.11299","1.61413"
"6.90000","0.11463","1.63067"
"7.00000","0.11618","1.64556"
"7.10000","0.11773","1.66121"
"7.20000","0.11930","1.67730"
"7.30000","0.12103","1.69688"
"7.40000","0.12270","1.71377"
"7.50000","0.12429","1.73005"
"7.60000","0.12593","1.74718"
