General : Start date,9/2/2020,
General : End date,9/2/2020,
General : Unique identifier,{957CAA6C-C8DA-4CB3-A601-F061EE24DBC6},
Specimen notes : Length, D1, D2
Specimen notes : Genotype and WR,1402 P6 W2 1,
Break (Standard) : Load at Break (Standard),21.19655,N
Maximum Load : Maximum Load,21.20037,N
,,
Time,Extension,Load
(s),(mm),(N)
0,0,0.37116
0.1,0,0.37159
0.2,0.00028,0.37634
0.3,0.00117,0.39744
0.4,0.00333,0.44881
0.5,0.0068,0.52086
0.6,0.00896,0.5603
0.7,0.01072,0.58925
0.8,0.01237,0.61634
0.9,0.01404,0.64262
1,0.01574,0.66855
1.1,0.01745,0.69196
1.2,0.01918,0.71449
1.3,0.02083,0.68891
1.4,0.02273,0.71939
1.5,0.02468,0.75234
1.6,0.02649,0.78035
1.7,0.02827,0.80599
1.8,0.03002,0.83134
1.9,0.03165,0.85227
2,0.03324,0.87267
2.1,0.03477,0.89198
2.2,0.0364,0.91389
2.3,0.03807,0.93553
2.4,0.0397,0.9557
2.5,0.04135,0.97611
2.6,0.043,0.99622
2.7,0.04456,1.01544
2.8,0.04611,1.03513
2.9,0.04778,1.05923
3,0.04949,1.08318
3.1,0.05108,1.10346
3.2,0.05273,1.12544
3.3,0.05441,1.14737
3.4,0.05609,1.169
3.5,0.05777,1.19032
3.6,0.0594,1.20834
3.7,0.06105,1.22486
3.8,0.06266,1.17962
3.9,0.06434,1.20807
4,0.06606,1.23979
4.1,0.06773,1.26935
4.2,0.06939,1.29775
4.3,0.07104,1.32542
4.4,0.07269,1.35154
4.5,0.07444,1.38069
4.6,0.07614,1.40782
4.7,0.07775,1.43307
4.8,0.07947,1.46039
4.9,0.08124,1.48893
5,0.08303,1.51722
5.1,0.08474,1.54287
5.2,0.08637,1.56722
5.3,0.08801,1.59246
5.4,0.08966,1.61713
5.5,0.09135,1.64384
5.6,0.09305,1.67118
5.7,0.09475,1.69873
5.8,0.09649,1.72662
5.9,0.09825,1.75555
6,0.09993,1.78168
6.1,0.10168,1.81157
6.2,0.10348,1.84171
6.3,0.10506,1.86643
6.4,0.10672,1.89397
6.5,0.10836,1.92062
6.6,0.11003,1.94902
6.7,0.11158,1.97288
6.8,0.11323,2.00069
6.9,0.11493,2.02965
7,0.1165,2.05501
7.1,0.11813,2.08169
7.2,0.11983,2.11088
7.3,0.12149,2.13897
7.4,0.12324,2.16914
7.5,0.12498,2.19751
7.6,0.12658,2.22173
