General : Start date,9/2/2020,
General : End date,9/2/2020,
General : Unique identifier,{24975632-F165-4B92-B478-E4695AAE7007},
Specimen notes : Length, D1, D2
Specimen notes : Genotype and WR,1402 P3 W1 3,
Break (Standard) : Load at Break (Standard),6.87055,N
Maximum Load : Maximum Load,9.59455,N
,,
Time,Extension,Load
(s),(mm),(N)
0,0,0.71653
0.1,0.00008,0.71731
0.2,0.00065,0.72671
0.3,0.00319,0.7664
0.4,0.00566,0.8007
0.5,0.00761,0.82542
0.6,0.00943,0.84825
0.7,0.01116,0.87005
0.8,0.01278,0.88876
0.9,0.01437,0.90733
1,0.01604,0.92659
1.1,0.01769,0.94547
1.2,0.0193,0.96295
1.3,0.02105,0.98307
1.4,0.02279,1.00393
1.5,0.02447,1.02354
1.6,0.02613,1.04296
1.7,0.02779,1.06226
1.8,0.02941,1.0801
1.9,0.03124,1.1014
2,0.03289,1.11968
2.1,0.03447,1.13714
2.2,0.03617,1.15596
2.3,0.03788,1.17475
2.4,0.03954,1.19264
2.5,0.04115,1.20937
2.6,0.04281,1.22695
2.7,0.04448,1.2443
2.8,0.04612,1.26092
2.9,0.04777,1.27789
3,0.0495,1.29565
3.1,0.05123,1.31347
3.2,0.05293,1.33036
3.3,0.05456,1.34615
3.4,0.05617,1.36187
3.5,0.05779,1.37767
3.6,0.05978,1.39936
3.7,0.06158,1.41727
3.8,0.06327,1.43294
3.9,0.06495,1.44908
4,0.06665,1.46497
4.1,0.06821,1.47951
4.2,0.06977,1.49418
4.3,0.07138,1.51013
4.4,0.07313,1.52884
4.5,0.07482,1.54577
4.6,0.07647,1.5623
4.7,0.07815,1.57888
4.8,0.07987,1.59665
4.9,0.08161,1.61465
5,0.08314,1.628
5.1,0.08491,1.64708
5.2,0.08654,1.66241
5.3,0.08818,1.67824
5.4,0.08983,1.6932
5.5,0.09145,1.70808
5.6,0.09299,1.72186
5.7,0.09454,1.73591
5.8,0.09617,1.7501
5.9,0.09777,1.76355
6,0.09937,1.77767
6.1,0.10102,1.79319
6.2,0.10263,1.80867
6.3,0.10429,1.82377
6.4,0.10598,1.8396
6.5,0.10769,1.85598
6.6,0.10939,1.87213
6.7,0.11111,1.88776
6.8,0.11283,1.90399
6.9,0.11458,1.92072
7,0.11646,1.93958
7.1,0.11815,1.95474
7.2,0.11981,1.96922
7.3,0.12145,1.98348
7.4,0.12311,1.99882
7.5,0.12472,2.01247
7.6,0.12637,2.02761
7.7,0.12801,2.04172
7.8,0.12961,2.05568
7.9,0.13123,2.06959
8,0.13296,2.0858
8.1,0.13473,2.10136
8.2,0.13635,2.11499
8.3,0.13789,2.12715
8.4,0.13958,2.14294
8.5,0.14123,2.15734
8.6,0.14286,2.17158
8.7,0.1445,2.18513
8.8,0.14621,2.20076
8.9,0.14786,2.21422
9,0.14948,2.22791
9.1,0.15115,2.24218
9.2,0.15277,2.25514
9.3,0.15442,2.26885
9.4,0.15607,2.28264
9.5,0.15777,2.29733
9.6,0.15954,2.31301
9.7,0.16112,2.32463
9.8,0.16274,2.33799
9.9,0.16446,2.35232
10,0.16615,2.36645
10.1,0.16781,2.37981
10.2,0.16956,2.39524
10.3,0.17129,2.41067
10.4,0.17307,2.42681
10.5,0.17478,2.44104
10.6,0.17647,2.45543
10.7,0.17815,2.47
10.8,0.17975,2.48272
10.9,0.18137,2.49563
11,0.18302,2.50945
11.1,0.18463,2.52294
11.2,0.1863,2.53759
11.3,0.18797,2.55106
11.4,0.18966,2.56633
11.5,0.19132,2.57973
11.6,0.1929,2.59283
11.7,0.19472,2.61027
11.8,0.19643,2.62477
11.9,0.19811,2.63894
12,0.19982,2.65322
12.1,0.20146,2.66663
12.2,0.203,2.67829
12.3,0.20462,2.6918
12.4,0.20615,2.70378
12.5,0.20774,2.71686
12.6,0.20944,2.73167
12.7,0.21112,2.74652
12.8,0.2128,2.76088
12.9,0.21448,2.77602
13,0.2162,2.79277
13.1,0.21797,2.80999
13.2,0.21971,2.82678
13.3,0.22126,2.83926
13.4,0.22293,2.85548
13.5,0.22491,2.87775
13.6,0.22673,2.89536
13.7,0.22834,2.90851
13.8,0.22983,2.91915
13.9,0.23142,2.93383
14,0.23301,2.94717
14.1,0.23457,2.96061
14.2,0.23615,2.97518
14.3,0.23776,2.98993
14.4,0.23935,3.00409
14.5,0.24098,3.01942
14.6,0.24262,3.03419
14.7,0.24429,3.05057
14.8,0.2459,3.06557
14.9,0.24764,3.08295
15,0.24947,3.10125
15.1,0.25117,3.11697
15.2,0.25287,3.13221
15.3,0.25457,3.14765
15.4,0.25623,3.16265
15.5,0.25791,3.17757
15.6,0.25961,3.19306
15.7,0.26127,3.20766
15.8,0.26298,3.22374
15.9,0.26463,3.23841
16,0.26622,3.25158
16.1,0.26784,3.26734
16.2,0.26952,3.28354
16.3,0.27119,3.29947
16.4,0.27285,3.31525
16.5,0.27454,3.33201
16.6,0.27615,3.34662
16.7,0.27774,3.3614
16.8,0.27951,3.3799
16.9,0.28126,3.39779
17,0.28298,3.41428
17.1,0.28475,3.43199
17.2,0.28639,3.44721
17.3,0.28801,3.46145
17.4,0.28973,3.47799
17.5,0.29135,3.49254
17.6,0.29298,3.50701
17.7,0.2947,3.52381
17.8,0.29648,3.54137
17.9,0.29807,3.55499
18,0.29968,3.5704
18.1,0.3013,3.58633
18.2,0.30308,3.60605
18.3,0.3048,3.62291
18.4,0.3065,3.64058
18.5,0.30827,3.65941
18.6,0.30995,3.67615
18.7,0.31159,3.69245
18.8,0.31319,3.7067
18.9,0.31478,3.72193
19,0.31643,3.73822
19.1,0.31806,3.75439
19.2,0.31973,3.77169
19.3,0.32141,3.78915
19.4,0.32307,3.80539
19.5,0.32473,3.8217
19.6,0.32638,3.83812
19.7,0.32806,3.85531
19.8,0.32978,3.87349
19.9,0.33136,3.88883
20,0.33304,3.90715
20.1,0.33484,3.92774
20.2,0.33665,3.94824
20.3,0.33825,3.96411
20.4,0.33983,3.97877
20.5,0.34149,3.99692
20.6,0.3431,4.01241
20.7,0.34473,4.02883
20.8,0.3464,4.04707
20.9,0.34805,4.06319
21,0.34971,4.08097
21.1,0.35138,4.09751
21.2,0.35308,4.11528
21.3,0.35469,4.12983
21.4,0.35642,4.1493
21.5,0.3582,4.16852
21.6,0.35983,4.18352
21.7,0.36151,4.20018
21.8,0.36315,4.21583
21.9,0.36481,4.23249
22,0.36634,4.24584
22.1,0.3679,4.26059
22.2,0.36949,4.27652
22.3,0.37113,4.29356
22.4,0.37271,4.30786
22.5,0.37427,4.32263
22.6,0.37587,4.33758
22.7,0.37761,4.35604
22.8,0.37927,4.37161
22.9,0.38091,4.38692
23,0.38254,4.40135
23.1,0.38422,4.41749
23.2,0.38583,4.43091
23.3,0.38764,4.45028
23.4,0.38947,4.46864
23.5,0.39118,4.48409
23.6,0.39282,4.49746
23.7,0.39442,4.51046
