General : Start date,"2020-09-02"
General : End date,"2020-09-02"
General : Unique identifier,"{88D6371B-AD25-4939-A5BB-5478EDCEB060}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"1321 P9 W1 4"
Break (Standard) : Load at Break (Standard),"4.76489",N
Maximum Load : Maximum Load,"6.65106",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.81246"
"0.10000","0.00008","0.81271"
"0.20000","0.00040","0.81656"
"0.30000","0.00272","0.86309"
"0.40000","0.00548","0.91238"
"0.50000","0.00745","0.94377"
"0.60000","0.00921","0.96947"
"0.70000","0.01085","0.99260"
"0.80000","0.01243","1.01468"
"0.90000","0.01404","1.03624"
"1.00000","0.01565","1.05531"
"1.10000","0.01728","1.07050"
"1.20000","0.01894","1.08966"
"1.30000","0.02059","1.10859"
"1.40000","0.02229","1.12747"
"1.50000","0.02397","1.14580"
"1.60000","0.02581","1.16542"
"1.70000","0.02754","1.18276"
"1.80000","0.02923","1.19942"
"1.90000","0.03101","1.21822"
"2.00000","0.03283","1.23621"
"2.10000","0.03459","1.25345"
"2.20000","0.03629","1.26958"
"2.30000","0.03795","1.28470"
"2.40000","0.03954","1.29971"
"2.50000","0.04119","1.31539"
"2.60000","0.04287","1.33017"
"2.70000","0.04450","1.34468"
"2.80000","0.04619","1.35903"
"2.90000","0.04791","1.37480"
"3.00000","0.04973","1.39091"
"3.10000","0.05147","1.40543"
"3.20000","0.05307","1.41859"
"3.30000","0.05492","1.43482"
"3.40000","0.05670","1.44863"
"3.50000","0.05830","1.46003"
"3.60000","0.05986","1.47193"
"3.70000","0.06148","1.48429"
"3.80000","0.06304","1.49518"
"3.90000","0.06467","1.50808"
"4.00000","0.06631","1.52040"
"4.10000","0.06787","1.53275"
"4.20000","0.06948","1.54516"
"4.30000","0.07110","1.55811"
"4.40000","0.07278","1.57061"
"4.50000","0.07443","1.58306"
"4.60000","0.07600","1.59446"
"4.70000","0.07754","1.60607"
"4.80000","0.07911","1.61740"
"4.90000","0.08076","1.62943"
"5.00000","0.08245","1.64147"
"5.10000","0.08417","1.65405"
"5.20000","0.08601","1.66853"
"5.30000","0.08777","1.68137"
"5.40000","0.08949","1.69447"
"5.50000","0.09118","1.70728"
"5.60000","0.09280","1.72038"
"5.70000","0.09447","1.73546"
"5.80000","0.09615","1.75232"
"5.90000","0.09784","1.76824"
"6.00000","0.09955","1.78539"
"6.10000","0.10131","1.80317"
"6.20000","0.10317","1.82202"
"6.30000","0.10499","1.84050"
"6.40000","0.10661","1.85482"
"6.50000","0.10821","1.86993"
"6.60000","0.10992","1.88691"
"6.70000","0.11167","1.90450"
"6.80000","0.11335","1.92063"
"6.90000","0.11501","1.93606"
"7.00000","0.11671","1.95232"
"7.10000","0.11833","1.96776"
"7.20000","0.11993","1.98315"
"7.30000","0.12152","1.99738"
"7.40000","0.12313","2.01266"
"7.50000","0.12476","2.02762"
"7.60000","0.12635","2.04135"
"7.70000","0.12796","2.05597"
"7.80000","0.12947","2.06885"
"7.90000","0.13101","2.08264"
"8.00000","0.13265","2.09780"
"8.10000","0.13429","2.11270"
"8.20000","0.13596","2.12795"
"8.30000","0.13762","2.14271"
"8.40000","0.13928","2.15783"
"8.50000","0.14106","2.17492"
"8.60000","0.14274","2.18922"
"8.70000","0.14445","2.20517"
"8.80000","0.14617","2.22083"
"8.90000","0.14789","2.23580"
"9.00000","0.14955","2.24965"
"9.10000","0.15119","2.26356"
"9.20000","0.15289","2.27887"
"9.30000","0.15453","2.29289"
"9.40000","0.15624","2.30713"
"9.50000","0.15793","2.32157"
"9.60000","0.15958","2.33517"
"9.70000","0.16124","2.34889"
"9.80000","0.16284","2.36162"
"9.90000","0.16463","2.37815"
"10.00000","0.16638","2.39229"
"10.10000","0.16810","2.40644"
"10.20000","0.16974","2.41793"
"10.30000","0.17140","2.43104"
"10.40000","0.17305","2.44323"
"10.50000","0.17467","2.45547"
"10.60000","0.17620","2.46617"
"10.70000","0.17777","2.47719"
"10.80000","0.17937","2.48912"
"10.90000","0.18097","2.50031"
"11.00000","0.18262","2.51349"
"11.10000","0.18435","2.52668"
"11.20000","0.18613","2.54197"
"11.30000","0.18798","2.55798"
"11.40000","0.18974","2.57083"
"11.50000","0.19138","2.58191"
"11.60000","0.19304","2.59415"
"11.70000","0.19481","2.60853"
"11.80000","0.19662","2.62220"
"11.90000","0.19842","2.63576"
"12.00000","0.20010","2.64730"
"12.10000","0.20168","2.65791"
"12.20000","0.20343","2.67163"
"12.30000","0.20513","2.68418"
"12.40000","0.20677","2.69522"
