General : Start date,"2020-09-02"
General : End date,"2020-09-02"
General : Unique identifier,"{FF53DAC0-9B2B-4F2D-928F-2C5E89D5DC03}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"1321 P3 W1 2"
Break (Standard) : Load at Break (Standard),"12.35473",N
Maximum Load : Maximum Load,"15.20223",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.20180"
"0.10000","0.00010","0.20310"
"0.20000","0.00069","0.21191"
"0.30000","0.00336","0.25535"
"0.40000","0.00569","0.29016"
"0.50000","0.00755","0.31494"
"0.60000","0.00932","0.33976"
"0.70000","0.01101","0.36269"
"0.80000","0.01266","0.38536"
"0.90000","0.01435","0.40908"
"1.00000","0.01617","0.43373"
"1.10000","0.01789","0.45776"
"1.20000","0.01954","0.47972"
"1.30000","0.02121","0.50149"
"1.40000","0.02297","0.52559"
"1.50000","0.02469","0.54828"
"1.60000","0.02640","0.57157"
"1.70000","0.02803","0.59210"
"1.80000","0.02961","0.61287"
"1.90000","0.03118","0.63317"
"2.00000","0.03284","0.65506"
"2.10000","0.03457","0.67777"
"2.20000","0.03624","0.69960"
"2.30000","0.03794","0.72238"
"2.40000","0.03966","0.74548"
"2.50000","0.04140","0.76826"
"2.60000","0.04302","0.78869"
"2.70000","0.04471","0.81104"
"2.80000","0.04640","0.83316"
"2.90000","0.04803","0.85475"
"3.00000","0.04978","0.87644"
"3.10000","0.05139","0.89690"
"3.20000","0.05293","0.91646"
"3.30000","0.05454","0.93707"
"3.40000","0.05612","0.95707"
"3.50000","0.05775","0.97742"
"3.60000","0.05939","0.99806"
"3.70000","0.06100","1.01838"
"3.80000","0.06269","1.03999"
"3.90000","0.06442","1.06268"
"4.00000","0.06612","1.08372"
"4.10000","0.06776","1.10379"
"4.20000","0.06953","1.12656"
"4.30000","0.07135","1.15021"
"4.40000","0.07317","1.17156"
"4.50000","0.07480","1.19158"
"4.60000","0.07646","1.21173"
"4.70000","0.07803","1.23071"
"4.80000","0.07960","1.24963"
"4.90000","0.08118","1.26849"
"5.00000","0.08278","1.28853"
"5.10000","0.08439","1.30802"
"5.20000","0.08601","1.32710"
"5.30000","0.08764","1.34610"
"5.40000","0.08931","1.36630"
"5.50000","0.09105","1.38753"
"5.60000","0.09272","1.40735"
"5.70000","0.09442","1.42672"
"5.80000","0.09611","1.44728"
"5.90000","0.09769","1.46503"
"6.00000","0.09946","1.48611"
"6.10000","0.10141","1.51071"
"6.20000","0.10321","1.53170"
"6.30000","0.10481","1.54867"
"6.40000","0.10642","1.56678"
"6.50000","0.10809","1.58613"
"6.60000","0.10983","1.60753"
"6.70000","0.11147","1.62630"
"6.80000","0.11300","1.64433"
"6.90000","0.11451","1.66134"
"7.00000","0.11616","1.68134"
"7.10000","0.11796","1.70365"
"7.20000","0.11962","1.72358"
"7.30000","0.12127","1.74336"
"7.40000","0.12284","1.76091"
"7.50000","0.12468","1.78425"
"7.60000","0.12642","1.80489"
"7.70000","0.12812","1.82444"
"7.80000","0.12975","1.84312"
"7.90000","0.13145","1.86338"
"8.00000","0.13307","1.88132"
"8.10000","0.13470","1.90018"
"8.20000","0.13642","1.92025"
"8.30000","0.13801","1.93780"
"8.40000","0.13959","1.95515"
"8.50000","0.14118","1.97333"
"8.60000","0.14281","1.99224"
"8.70000","0.14438","2.01079"
"8.80000","0.14598","2.02897"
"8.90000","0.14764","2.04871"
"9.00000","0.14928","2.06777"
"9.10000","0.15100","2.08804"
"9.20000","0.15260","2.10571"
"9.30000","0.15422","2.12381"
"9.40000","0.15607","2.14586"
"9.50000","0.15777","2.16435"
"9.60000","0.15943","2.18169"
"9.70000","0.16107","2.19923"
"9.80000","0.16269","2.21690"
"9.90000","0.16446","2.23694"
"10.00000","0.16615","2.25495"
"10.10000","0.16781","2.27204"
"10.20000","0.16942","2.28885"
"10.30000","0.17108","2.30647"
"10.40000","0.17279","2.32548"
"10.50000","0.17448","2.34374"
"10.60000","0.17604","2.36014"
"10.70000","0.17772","2.37976"
"10.80000","0.17968","2.40481"
"10.90000","0.18145","2.42477"
"11.00000","0.18307","2.44189"
"11.10000","0.18476","2.46050"
"11.20000","0.18650","2.48081"
"11.30000","0.18821","2.49949"
"11.40000","0.18988","2.51769"
"11.50000","0.19154","2.53617"
"11.60000","0.19315","2.55323"
"11.70000","0.19478","2.56998"
"11.80000","0.19641","2.58788"
"11.90000","0.19809","2.60620"
"12.00000","0.19974","2.62381"
"12.10000","0.20133","2.64030"
"12.20000","0.20294","2.65717"
"12.30000","0.20449","2.67278"
"12.40000","0.20604","2.68806"
"12.50000","0.20763","2.70561"
"12.60000","0.20932","2.72413"
"12.70000","0.21114","2.74596"
"12.80000","0.21293","2.76676"
"12.90000","0.21457","2.78281"
"13.00000","0.21619","2.79970"
"13.10000","0.21783","2.81698"
"13.20000","0.21949","2.83462"
"13.30000","0.22120","2.85349"
"13.40000","0.22287","2.87099"
"13.50000","0.22449","2.88793"
"13.60000","0.22615","2.90538"
"13.70000","0.22786","2.92381"
"13.80000","0.22960","2.94190"
"13.90000","0.23109","2.95517"
"14.00000","0.23296","2.97707"
"14.10000","0.23505","3.00177"
"14.20000","0.23672","3.01637"
"14.30000","0.23824","3.02988"
"14.40000","0.23990","3.04671"
"14.50000","0.24159","3.06421"
"14.60000","0.24319","3.07880"
"14.70000","0.24489","3.09783"
"14.80000","0.24655","3.11431"
"14.90000","0.24814","3.12927"
"15.00000","0.24971","3.14405"
"15.10000","0.25124","3.15790"
"15.20000","0.25286","3.17385"
"15.30000","0.25455","3.19074"
"15.40000","0.25621","3.20708"
"15.50000","0.25789","3.22404"
"15.60000","0.25960","3.24221"
"15.70000","0.26135","3.25819"
"15.80000","0.26304","3.27489"
"15.90000","0.26489","3.29427"
"16.00000","0.26660","3.31074"
"16.10000","0.26822","3.32448"
"16.20000","0.26984","3.33868"
"16.30000","0.27149","3.35451"
"16.40000","0.27303","3.36726"
"16.50000","0.27459","3.37992"
"16.60000","0.27620","3.39411"
"16.70000","0.27785","3.40946"
"16.80000","0.27951","3.42494"
"16.90000","0.28119","3.44028"
"17.00000","0.28287","3.45573"
"17.10000","0.28459","3.47237"
"17.20000","0.28616","3.48577"
"17.30000","0.28799","3.50494"
"17.40000","0.28979","3.52291"
"17.50000","0.29150","3.53885"
"17.60000","0.29317","3.55341"
"17.70000","0.29482","3.56774"
"17.80000","0.29655","3.58567"
"17.90000","0.29826","3.60122"
"18.00000","0.29990","3.61544"
"18.10000","0.30151","3.62826"
"18.20000","0.30316","3.64498"
"18.30000","0.30482","3.65970"
"18.40000","0.30645","3.67432"
"18.50000","0.30804","3.68804"
"18.60000","0.30968","3.70288"
"18.70000","0.31135","3.71886"
"18.80000","0.31287","3.73035"
"18.90000","0.31450","3.74558"
"19.00000","0.31617","3.76104"
"19.10000","0.31790","3.77766"
"19.20000","0.31975","3.79644"
"19.30000","0.32140","3.81104"
"19.40000","0.32301","3.82459"
"19.50000","0.32469","3.83937"
"19.60000","0.32629","3.85193"
"19.70000","0.32791","3.86541"
"19.80000","0.32959","3.88078"
"19.90000","0.33128","3.89456"
"20.00000","0.33295","3.90883"
"20.10000","0.33459","3.92224"
"20.20000","0.33624","3.93795"
"20.30000","0.33794","3.95338"
"20.40000","0.33960","3.96727"
"20.50000","0.34113","3.97847"
"20.60000","0.34284","3.99436"
"20.70000","0.34465","4.01259"
"20.80000","0.34636","4.02704"
"20.90000","0.34800","4.03902"
"21.00000","0.34965","4.05329"
"21.10000","0.35135","4.06751"
"21.20000","0.35302","4.08115"
"21.30000","0.35468","4.09459"
"21.40000","0.35631","4.10786"
"21.50000","0.35788","4.11970"
"21.60000","0.35952","4.13413"
"21.70000","0.36124","4.14928"
"21.80000","0.36293","4.16465"
"21.90000","0.36471","4.18067"
"22.00000","0.36653","4.19787"
"22.10000","0.36817","4.21007"
"22.20000","0.36977","4.22183"
"22.30000","0.37144","4.23540"
"22.40000","0.37306","4.24899"
"22.50000","0.37474","4.26314"
"22.60000","0.37647","4.27929"
"22.70000","0.37814","4.29332"
"22.80000","0.37973","4.30509"
"22.90000","0.38139","4.32046"
"23.00000","0.38301","4.33299"
"23.10000","0.38460","4.34536"
"23.20000","0.38620","4.35816"
"23.30000","0.38783","4.37265"
"23.40000","0.38954","4.38769"
"23.50000","0.39125","4.40232"
"23.60000","0.39287","4.41516"
"23.70000","0.39452","4.42848"
"23.80000","0.39615","4.44161"
"23.90000","0.39795","4.45869"
"24.00000","0.39970","4.47466"
"24.10000","0.40139","4.48770"
"24.20000","0.40305","4.50105"
"24.30000","0.40473","4.51544"
"24.40000","0.40635","4.52731"
"24.50000","0.40798","4.53977"
"24.60000","0.40956","4.55201"
"24.70000","0.41119","4.56511"
"24.80000","0.41288","4.57924"
"24.90000","0.41456","4.59379"
"25.00000","0.41622","4.60627"
"25.10000","0.41787","4.61933"
"25.20000","0.41958","4.63393"
"25.30000","0.42128","4.64839"
"25.40000","0.42296","4.66322"
"25.50000","0.42464","4.67679"
"25.60000","0.42633","4.69137"
"25.70000","0.42809","4.70680"
"25.80000","0.42982","4.72160"
"25.90000","0.43165","4.73779"
"26.00000","0.43341","4.75302"
"26.10000","0.43501","4.76420"
"26.20000","0.43653","4.77367"
"26.30000","0.43809","4.78445"
"26.40000","0.43963","4.79463"
"26.50000","0.44117","4.80521"
"26.60000","0.44277","4.81822"
"26.70000","0.44441","4.83211"
"26.80000","0.44604","4.84629"
"26.90000","0.44771","4.86002"
"27.00000","0.44936","4.87359"
"27.10000","0.45100","4.88606"
"27.20000","0.45285","4.90473"
"27.30000","0.45456","4.91898"
"27.40000","0.45625","4.93275"
"27.50000","0.45797","4.94710"
"27.60000","0.45968","4.96106"
"27.70000","0.46134","4.97379"
"27.80000","0.46302","4.98715"
"27.90000","0.46477","5.00126"
"28.00000","0.46650","5.01554"
"28.10000","0.46813","5.02686"
"28.20000","0.46979","5.03867"
"28.30000","0.47142","5.05014"
"28.40000","0.47301","5.06022"
"28.50000","0.47463","5.07238"
"28.60000","0.47620","5.08376"
"28.70000","0.47782","5.09570"
"28.80000","0.47943","5.10774"
"28.90000","0.48118","5.12284"
"29.00000","0.48286","5.13591"
"29.10000","0.48457","5.14980"
"29.20000","0.48626","5.16237"
"29.30000","0.48789","5.17324"
"29.40000","0.48957","5.18643"
"29.50000","0.49125","5.19988"
"29.60000","0.49290","5.21073"
"29.70000","0.49456","5.22291"
"29.80000","0.49625","5.23591"
"29.90000","0.49797","5.24917"
"30.00000","0.49970","5.26165"
"30.10000","0.50137","5.27337"
"30.20000","0.50306","5.28496"
"30.30000","0.50463","5.29416"
"30.40000","0.50633","5.30668"
"30.50000","0.50804","5.31920"
"30.60000","0.50964","5.32866"
"30.70000","0.51120","5.33890"
"30.80000","0.51285","5.35177"
"30.90000","0.51447","5.36308"
"31.00000","0.51606","5.37281"
"31.10000","0.51776","5.38683"
"31.20000","0.51949","5.40071"
