General : Start date,"2020-09-02"
General : End date,"2020-09-02"
General : Unique identifier,"{02EA9E53-B1DF-466A-83CF-6A7569B4A59E}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"1321 P6 W2 1"
Break (Standard) : Load at Break (Standard),"19.53881",N
Maximum Load : Maximum Load,"20.73173",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00585","0.23875"
"0.10000","0.00590","0.23901"
"0.20000","0.00725","0.26493"
"0.30000","0.01007","0.31600"
"0.40000","0.01180","0.23786"
"0.50000","0.01345","0.27625"
"0.60000","0.01516","0.30915"
"0.70000","0.01681","0.33948"
"0.80000","0.01850","0.35677"
"0.90000","0.02012","0.31708"
"1.00000","0.02174","0.34913"
"1.10000","0.02332","0.37719"
"1.20000","0.02489","0.40507"
"1.30000","0.02649","0.43304"
"1.40000","0.02813","0.46153"
"1.50000","0.02976","0.48776"
"1.60000","0.03138","0.41731"
"1.70000","0.03305","0.45661"
"1.80000","0.03472","0.49533"
"1.90000","0.03648","0.53647"
"2.00000","0.03814","0.57605"
"2.10000","0.03982","0.61794"
"2.20000","0.04146","0.65808"
"2.30000","0.04328","0.70369"
"2.40000","0.04516","0.75070"
"2.50000","0.04694","0.79552"
"2.60000","0.04862","0.83712"
"2.70000","0.05027","0.87841"
"2.80000","0.05189","0.91974"
"2.90000","0.05349","0.96144"
"3.00000","0.05511","1.00496"
"3.10000","0.05676","1.04948"
"3.20000","0.05839","1.09320"
"3.30000","0.06000","1.13592"
"3.40000","0.06169","1.18079"
"3.50000","0.06337","1.22576"
"3.60000","0.06512","1.27311"
"3.70000","0.06681","1.31798"
"3.80000","0.06861","1.36658"
"3.90000","0.07026","1.40913"
"4.00000","0.07186","1.45107"
"4.10000","0.07353","1.49535"
"4.20000","0.07527","1.54140"
"4.30000","0.07688","1.58168"
"4.40000","0.07852","1.62452"
"4.50000","0.08022","1.66933"
"4.60000","0.08186","1.71146"
"4.70000","0.08350","1.75358"
"4.80000","0.08510","1.79497"
"4.90000","0.08664","1.83304"
"5.00000","0.08817","1.87246"
"5.10000","0.08983","1.91626"
"5.20000","0.09157","1.96372"
"5.30000","0.09326","2.00787"
"5.40000","0.09489","2.04901"
"5.50000","0.09646","2.08882"
"5.60000","0.09809","2.12954"
"5.70000","0.10001","2.18135"
"5.80000","0.10184","2.22837"
"5.90000","0.10356","2.27218"
"6.00000","0.10516","2.31204"
"6.10000","0.10678","2.35179"
"6.20000","0.10834","2.39003"
"6.30000","0.10990","2.42867"
"6.40000","0.11153","2.47048"
"6.50000","0.11324","2.51272"
"6.60000","0.11491","2.55554"
"6.70000","0.11649","2.59462"
"6.80000","0.11811","2.63526"
"6.90000","0.11973","2.67745"
"7.00000","0.12144","2.72241"
"7.10000","0.12319","2.76876"
"7.20000","0.12493","2.81362"
"7.30000","0.12657","2.85548"
"7.40000","0.12828","2.89826"
"7.50000","0.13002","2.94361"
"7.60000","0.13162","2.98338"
"7.70000","0.13326","3.02572"
"7.80000","0.13492","3.06779"
"7.90000","0.13661","3.11041"
"8.00000","0.13829","3.15235"
"8.10000","0.13996","3.19493"
"8.20000","0.14166","3.23677"
"8.30000","0.14337","3.28120"
"8.40000","0.14515","3.32597"
"8.50000","0.14685","3.36815"
"8.60000","0.14845","3.40807"
"8.70000","0.15012","3.45045"
"8.80000","0.15177","3.49240"
"8.90000","0.15344","3.53604"
"9.00000","0.15520","3.58306"
"9.10000","0.15695","3.62838"
"9.20000","0.15861","3.67131"
"9.30000","0.16025","3.71323"
"9.40000","0.16191","3.75727"
"9.50000","0.16350","3.79788"
"9.60000","0.16514","3.84064"
"9.70000","0.16686","3.88781"
"9.80000","0.16850","3.93108"
"9.90000","0.17017","3.97526"
"10.00000","0.17185","4.01796"
"10.10000","0.17359","4.06361"
"10.20000","0.17509","4.10015"
"10.30000","0.17685","4.14629"
"10.40000","0.17857","4.19175"
"10.50000","0.18012","4.23054"
"10.60000","0.18175","4.27235"
"10.70000","0.18339","4.31357"
"10.80000","0.18491","4.35097"
"10.90000","0.18648","4.38970"
"11.00000","0.18817","4.43341"
"11.10000","0.18983","4.47599"
"11.20000","0.19148","4.51799"
"11.30000","0.19315","4.56040"
"11.40000","0.19487","4.60632"
"11.50000","0.19659","4.65142"
"11.60000","0.19825","4.69199"
"11.70000","0.19990","4.73378"
"11.80000","0.20156","4.77537"
"11.90000","0.20329","4.82002"
"12.00000","0.20499","4.86202"
"12.10000","0.20664","4.90215"
"12.20000","0.20852","4.95139"
"12.30000","0.21032","4.99500"
"12.40000","0.21193","5.03277"
"12.50000","0.21350","5.06816"
"12.60000","0.21517","5.10904"
"12.70000","0.21674","5.14547"
"12.80000","0.21830","5.18233"
"12.90000","0.21995","5.22186"
"13.00000","0.22158","5.26135"
"13.10000","0.22325","5.30083"
"13.20000","0.22489","5.33825"
"13.30000","0.22657","5.37778"
"13.40000","0.22829","5.41850"
"13.50000","0.22985","5.45250"
"13.60000","0.23166","5.49796"
"13.70000","0.23343","5.53898"
"13.80000","0.23520","5.57944"
"13.90000","0.23696","5.61997"
"14.00000","0.23866","5.65773"
"14.10000","0.24039","5.69626"
"14.20000","0.24206","5.73321"
"14.30000","0.24358","5.76346"
"14.40000","0.24505","5.79270"
"14.50000","0.24662","5.82670"
"14.60000","0.24827","5.86439"
"14.70000","0.24987","5.89787"
"14.80000","0.25146","5.93228"
"14.90000","0.25314","5.96991"
"15.00000","0.25486","6.00814"
"15.10000","0.25653","6.04565"
"15.20000","0.25815","6.08047"
"15.30000","0.25976","6.11489"
"15.40000","0.26156","6.15712"
"15.50000","0.26342","6.19919"
"15.60000","0.26518","6.23658"
"15.70000","0.26687","6.27212"
"15.80000","0.26855","6.30755"
"15.90000","0.27019","6.34062"
"16.00000","0.27188","6.37569"
"16.10000","0.27354","6.41067"
"16.20000","0.27514","6.44277"
"16.30000","0.27679","6.47652"
"16.40000","0.27847","6.51250"
"16.50000","0.28019","6.54768"
"16.60000","0.28181","6.57845"
"16.70000","0.28332","6.60705"
"16.80000","0.28482","6.63528"
"16.90000","0.28660","6.67522"
"17.00000","0.28839","6.71226"
"17.10000","0.29013","6.74800"
"17.20000","0.29183","6.78269"
"17.30000","0.29353","6.81782"
"17.40000","0.29522","6.85109"
"17.50000","0.29687","6.87936"
"17.60000","0.29846","6.90946"
"17.70000","0.30007","6.94137"
"17.80000","0.30168","6.97203"
"17.90000","0.30331","7.00206"
"18.00000","0.30498","7.03396"
"18.10000","0.30673","7.07047"
"18.20000","0.30861","7.11000"
"18.30000","0.31044","7.14712"
"18.40000","0.31203","7.17409"
"18.50000","0.31360","7.20028"
"18.60000","0.31528","7.23215"
"18.70000","0.31685","7.25807"
"18.80000","0.31862","7.29449"
"18.90000","0.32038","7.32947"
"19.00000","0.32204","7.35844"
"19.10000","0.32366","7.38638"
"19.20000","0.32522","7.41329"
"19.30000","0.32686","7.44481"
"19.40000","0.32849","7.47572"
"19.50000","0.33014","7.50432"
"19.60000","0.33179","7.52928"
"19.70000","0.33341","7.56008"
"19.80000","0.33503","7.58918"
"19.90000","0.33659","7.61628"
"20.00000","0.33824","7.64605"
"20.10000","0.33985","7.67133"
"20.20000","0.34166","7.70457"
"20.30000","0.34345","7.73906"
"20.40000","0.34516","7.77004"
"20.50000","0.34681","7.79813"
"20.60000","0.34847","7.82665"
"20.70000","0.35004","7.85047"
"20.80000","0.35166","7.87617"
"20.90000","0.35332","7.90239"
"21.00000","0.35503","7.93453"
"21.10000","0.35675","7.96679"
"21.20000","0.35842","7.99446"
"21.30000","0.36005","8.01951"
"21.40000","0.36173","8.04803"
"21.50000","0.36346","8.07970"
"21.60000","0.36518","8.11090"
"21.70000","0.36686","8.13820"
"21.80000","0.36845","8.16165"
"21.90000","0.37014","8.19143"
"22.00000","0.37183","8.22072"
"22.10000","0.37348","8.24663"
"22.20000","0.37515","8.27381"
"22.30000","0.37685","8.30022"
"22.40000","0.37855","8.32360"
"22.50000","0.38011","8.34585"
"22.60000","0.38168","8.36935"
"22.70000","0.38326","8.39364"
"22.80000","0.38488","8.41934"
"22.90000","0.38651","8.44542"
"23.00000","0.38820","8.47337"
"23.10000","0.39000","8.49256"
"23.20000","0.39173","8.52336"
"23.30000","0.39336","8.54820"
"23.40000","0.39503","8.57580"
"23.50000","0.39684","8.60813"
"23.60000","0.39850","8.63260"
"23.70000","0.40013","8.65595"
"23.80000","0.40177","8.67927"
"23.90000","0.40344","8.70243"
"24.00000","0.40505","8.72299"
"24.10000","0.40664","8.74085"
"24.20000","0.40830","8.76507"
"24.30000","0.40995","8.78914"
"24.40000","0.41156","8.81139"
"24.50000","0.41327","8.83778"
"24.60000","0.41498","8.86406"
"24.70000","0.41662","8.88547"
"24.80000","0.41819","8.90613"
"24.90000","0.41979","8.92683"
"25.00000","0.42148","8.95038"
"25.10000","0.42312","8.96374"
"25.20000","0.42495","8.99708"
"25.30000","0.42678","9.02860"
"25.40000","0.42851","9.05515"
"25.50000","0.43022","9.08002"
"25.60000","0.43187","9.10373"
"25.70000","0.43347","9.12538"
"25.80000","0.43514","9.14845"
"25.90000","0.43679","9.17139"
"26.00000","0.43837","9.18920"
"26.10000","0.43999","9.20882"
"26.20000","0.44166","9.21673"
"26.30000","0.44337","9.24323"
"26.40000","0.44503","9.26700"
"26.50000","0.44667","9.28978"
"26.60000","0.44824","9.30872"
"26.70000","0.45003","9.33825"
"26.80000","0.45162","9.35734"
"26.90000","0.45319","9.37636"
"27.00000","0.45486","9.39884"
"27.10000","0.45659","9.42247"
"27.20000","0.45826","9.44403"
"27.30000","0.45990","9.46210"
"27.40000","0.46154","9.47856"
"27.50000","0.46310","9.48125"
"27.60000","0.46473","9.49464"
"27.70000","0.46638","9.51388"
"27.80000","0.46807","9.53289"
"27.90000","0.46977","9.55158"
"28.00000","0.47149","9.57246"
"28.10000","0.47329","9.59375"
"28.20000","0.47510","9.61713"
"28.30000","0.47672","9.63058"
"28.40000","0.47860","9.65730"
"28.50000","0.48063","9.68760"
"28.60000","0.48233","9.70314"
"28.70000","0.48373","9.70555"
"28.80000","0.48529","9.71857"
"28.90000","0.48693","9.73455"
"29.00000","0.48857","9.73787"
"29.10000","0.49019","9.75821"
