General : Start date,"2020-09-02"
General : End date,"2020-09-02"
General : Unique identifier,"{7352EB81-88CE-42F6-8E03-6FD61B5528CE}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"1321 P10 W1 1"
Break (Standard) : Load at Break (Standard),"9.45923",N
Maximum Load : Maximum Load,"10.13690",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.45248"
"0.10000","0.00013","0.45502"
"0.20000","0.00105","0.47639"
"0.30000","0.00262","0.51055"
"0.40000","0.00459","0.55228"
"0.50000","0.00678","0.59825"
"0.60000","0.00884","0.63777"
"0.70000","0.01077","0.67372"
"0.80000","0.01265","0.70797"
"0.90000","0.01441","0.73987"
"1.00000","0.01614","0.77233"
"1.10000","0.01787","0.80339"
"1.20000","0.01962","0.83408"
"1.30000","0.02139","0.86426"
"1.40000","0.02302","0.89231"
"1.50000","0.02471","0.92239"
"1.60000","0.02639","0.95077"
"1.70000","0.02804","0.97818"
"1.80000","0.02972","1.00593"
"1.90000","0.03138","1.03313"
"2.00000","0.03299","1.05870"
"2.10000","0.03454","1.08266"
"2.20000","0.03609","1.10675"
"2.30000","0.03770","1.13157"
"2.40000","0.03936","1.15680"
"2.50000","0.04105","1.18139"
"2.60000","0.04280","1.20673"
"2.70000","0.04460","1.23193"
"2.80000","0.04624","1.25303"
"2.90000","0.04807","1.27741"
"3.00000","0.04980","1.29808"
"3.10000","0.05135","1.31582"
"3.20000","0.05303","1.33529"
"3.30000","0.05469","1.35304"
"3.40000","0.05635","1.36994"
"3.50000","0.05804","1.38659"
"3.60000","0.05959","1.40050"
"3.70000","0.06108","1.41392"
"3.80000","0.06275","1.42995"
"3.90000","0.06445","1.44590"
"4.00000","0.06609","1.46019"
"4.10000","0.06774","1.47463"
"4.20000","0.06940","1.48891"
"4.30000","0.07108","1.50393"
"4.40000","0.07274","1.51774"
"4.50000","0.07442","1.53188"
"4.60000","0.07618","1.54663"
"4.70000","0.07798","1.56228"
"4.80000","0.07986","1.57869"
"4.90000","0.08177","1.59504"
"5.00000","0.08340","1.60594"
"5.10000","0.08495","1.61599"
"5.20000","0.08664","1.63040"
"5.30000","0.08839","1.64517"
"5.40000","0.08994","1.65655"
"5.50000","0.09159","1.67165"
"5.60000","0.09322","1.68487"
"5.70000","0.09485","1.69911"
"5.80000","0.09655","1.71465"
"5.90000","0.09821","1.72940"
"6.00000","0.09978","1.74268"
"6.10000","0.10157","1.76071"
"6.20000","0.10349","1.78067"
"6.30000","0.10515","1.79390"
"6.40000","0.10675","1.80671"
"6.50000","0.10842","1.82124"
"6.60000","0.11017","1.83781"
"6.70000","0.11167","1.84903"
"6.80000","0.11323","1.86264"
"6.90000","0.11487","1.87727"
"7.00000","0.11650","1.89151"
"7.10000","0.11810","1.90526"
"7.20000","0.11968","1.91878"
"7.30000","0.12124","1.93195"
"7.40000","0.12285","1.94656"
"7.50000","0.12457","1.96411"
"7.60000","0.12620","1.97996"
"7.70000","0.12780","1.99618"
"7.80000","0.12942","2.01264"
"7.90000","0.13115","2.03102"
"8.00000","0.13291","2.05011"
"8.10000","0.13466","2.06956"
"8.20000","0.13645","2.08974"
"8.30000","0.13816","2.10802"
"8.40000","0.13977","2.12537"
"8.50000","0.14143","2.14373"
"8.60000","0.14311","2.16293"
"8.70000","0.14474","2.18137"
"8.80000","0.14636","2.20007"
"8.90000","0.14805","2.22136"
"9.00000","0.14969","2.24052"
"9.10000","0.15136","2.26049"
"9.20000","0.15302","2.28025"
"9.30000","0.15462","2.29824"
"9.40000","0.15630","2.31881"
"9.50000","0.15809","2.34207"
"9.60000","0.15970","2.35974"
"9.70000","0.16127","2.37713"
"9.80000","0.16288","2.39604"
"9.90000","0.16445","2.41312"
"10.00000","0.16603","2.43073"
"10.10000","0.16764","2.44935"
"10.20000","0.16931","2.46898"
"10.30000","0.17100","2.48851"
"10.40000","0.17263","2.50648"
"10.50000","0.17426","2.52463"
"10.60000","0.17592","2.54353"
"10.70000","0.17765","2.56372"
"10.80000","0.17931","2.58212"
"10.90000","0.18094","2.59935"
"11.00000","0.18259","2.61702"
"11.10000","0.18421","2.63355"
"11.20000","0.18615","2.65841"
"11.30000","0.18795","2.67825"
"11.40000","0.18972","2.69685"
"11.50000","0.19140","2.71356"
"11.60000","0.19305","2.72997"
"11.70000","0.19469","2.74603"
"11.80000","0.19624","2.76038"
"11.90000","0.19785","2.77792"
"12.00000","0.19951","2.79594"
"12.10000","0.20116","2.81337"
"12.20000","0.20287","2.83260"
"12.30000","0.20455","2.85033"
"12.40000","0.20623","2.86845"
"12.50000","0.20795","2.88670"
"12.60000","0.20950","2.90124"
"12.70000","0.21136","2.92420"
"12.80000","0.21322","2.94475"
"12.90000","0.21488","2.96099"
"13.00000","0.21652","2.97639"
"13.10000","0.21818","2.99245"
"13.20000","0.21969","3.00508"
"13.30000","0.22121","3.01814"
"13.40000","0.22276","3.03287"
"13.50000","0.22440","3.04943"
"13.60000","0.22601","3.06550"
"13.70000","0.22763","3.08188"
"13.80000","0.22928","3.09890"
"13.90000","0.23092","3.11561"
"14.00000","0.23260","3.13401"
"14.10000","0.23423","3.15021"
"14.20000","0.23589","3.16674"
"14.30000","0.23758","3.18442"
"14.40000","0.23927","3.20170"
"14.50000","0.24107","3.22144"
"14.60000","0.24297","3.24231"
"14.70000","0.24469","3.25839"
"14.80000","0.24634","3.27180"
"14.90000","0.24791","3.28437"
"15.00000","0.24951","3.29852"
"15.10000","0.25113","3.31222"
"15.20000","0.25278","3.32787"
"15.30000","0.25449","3.34391"
"15.40000","0.25614","3.35888"
"15.50000","0.25776","3.37317"
"15.60000","0.25944","3.38880"
"15.70000","0.26107","3.40279"
"15.80000","0.26270","3.41740"
"15.90000","0.26440","3.43354"
"16.00000","0.26621","3.45288"
"16.10000","0.26794","3.46875"
"16.20000","0.26967","3.48500"
"16.30000","0.27141","3.50089"
"16.40000","0.27305","3.51429"
"16.50000","0.27469","3.52730"
"16.60000","0.27636","3.54171"
"16.70000","0.27802","3.55566"
"16.80000","0.27967","3.56931"
"16.90000","0.28126","3.58191"
"17.00000","0.28284","3.59459"
"17.10000","0.28452","3.60860"
"17.20000","0.28619","3.62266"
"17.30000","0.28775","3.63418"
"17.40000","0.28928","3.64429"
"17.50000","0.29099","3.65979"
"17.60000","0.29268","3.67423"
"17.70000","0.29436","3.68795"
"17.80000","0.29612","3.70467"
"17.90000","0.29786","3.72012"
"18.00000","0.29952","3.73303"
"18.10000","0.30122","3.74766"
"18.20000","0.30288","3.76127"
"18.30000","0.30454","3.77467"
"18.40000","0.30624","3.78891"
"18.50000","0.30791","3.80272"
"18.60000","0.30958","3.81601"
"18.70000","0.31125","3.82913"
"18.80000","0.31298","3.84355"
"18.90000","0.31479","3.86013"
"19.00000","0.31648","3.87360"
"19.10000","0.31809","3.88467"
"19.20000","0.31983","3.90054"
"19.30000","0.32171","3.91878"
"19.40000","0.32340","3.93201"
"19.50000","0.32514","3.94649"
"19.60000","0.32668","3.95611"
"19.70000","0.32819","3.96643"
"19.80000","0.32982","3.97955"
"19.90000","0.33140","3.99195"
"20.00000","0.33299","4.00467"
"20.10000","0.33461","4.01813"
"20.20000","0.33616","4.02916"
"20.30000","0.33780","4.04277"
"20.40000","0.33952","4.05833"
"20.50000","0.34123","4.07358"
"20.60000","0.34293","4.08708"
"20.70000","0.34464","4.10175"
"20.80000","0.34633","4.11592"
"20.90000","0.34795","4.12891"
"21.00000","0.34966","4.14401"
"21.10000","0.35152","4.16358"
"21.20000","0.35326","4.17804"
"21.30000","0.35495","4.19120"
"21.40000","0.35659","4.20403"
"21.50000","0.35825","4.21733"
"21.60000","0.35979","4.22751"
"21.70000","0.36138","4.23998"
"21.80000","0.36298","4.25256"
"21.90000","0.36462","4.26614"
"22.00000","0.36629","4.28053"
"22.10000","0.36806","4.29769"
"22.20000","0.36972","4.31104"
"22.30000","0.37139","4.32482"
"22.40000","0.37300","4.33686"
"22.50000","0.37483","4.35479"
"22.60000","0.37657","4.36909"
"22.70000","0.37826","4.38244"
"22.80000","0.37987","4.39368"
"22.90000","0.38154","4.40664"
"23.00000","0.38325","4.42100"
"23.10000","0.38482","4.43089"
"23.20000","0.38639","4.44157"
"23.30000","0.38807","4.45534"
"23.40000","0.38973","4.46823"
"23.50000","0.39136","4.47983"
"23.60000","0.39297","4.49149"
"23.70000","0.39461","4.50438"
"23.80000","0.39624","4.51666"
"23.90000","0.39791","4.53003"
"24.00000","0.39961","4.54468"
"24.10000","0.40130","4.55842"
"24.20000","0.40294","4.57013"
"24.30000","0.40458","4.58310"
"24.40000","0.40654","4.60331"
"24.50000","0.40831","4.61792"
"24.60000","0.40995","4.62862"
"24.70000","0.41155","4.63841"
"24.80000","0.41312","4.64839"
"24.90000","0.41471","4.65919"
"25.00000","0.41634","4.67069"
"25.10000","0.41795","4.68116"
"25.20000","0.41951","4.69017"
"25.30000","0.42109","4.70020"
"25.40000","0.42272","4.71194"
"25.50000","0.42436","4.72312"
"25.60000","0.42595","4.73408"
"25.70000","0.42754","4.74520"
"25.80000","0.42931","4.75991"
"25.90000","0.43107","4.77454"
"26.00000","0.43280","4.78839"
"26.10000","0.43457","4.80181"
"26.20000","0.43624","4.81332"
"26.30000","0.43792","4.82568"
"26.40000","0.43967","4.83879"
"26.50000","0.44142","4.85161"
"26.60000","0.44309","4.86294"
"26.70000","0.44475","4.87345"
"26.80000","0.44640","4.88441"
"26.90000","0.44811","4.89621"
"27.00000","0.44978","4.90752"
"27.10000","0.45139","4.91732"
"27.20000","0.45300","4.92771"
"27.30000","0.45469","4.93990"
"27.40000","0.45638","4.95143"
"27.50000","0.45798","4.96173"
"27.60000","0.45958","4.97227"
"27.70000","0.46128","4.98513"
"27.80000","0.46307","5.00027"
"27.90000","0.46476","5.01210"
"28.00000","0.46635","5.02211"
"28.10000","0.46800","5.03410"
"28.20000","0.46964","5.04500"
"28.30000","0.47119","5.05426"
"28.40000","0.47282","5.06540"
"28.50000","0.47448","5.07694"
"28.60000","0.47615","5.08939"
"28.70000","0.47784","5.10150"
"28.80000","0.47959","5.11583"
"28.90000","0.48116","5.12574"
"29.00000","0.48296","5.14254"
"29.10000","0.48480","5.15994"
"29.20000","0.48645","5.17164"
"29.30000","0.48807","5.18332"
"29.40000","0.48979","5.19770"
"29.50000","0.49143","5.20976"
"29.60000","0.49292","5.21765"
"29.70000","0.49451","5.22929"
"29.80000","0.49615","5.24225"
"29.90000","0.49778","5.25536"
"30.00000","0.49939","5.26696"
"30.10000","0.50108","5.28063"
"30.20000","0.50279","5.29475"
"30.30000","0.50450","5.30872"
"30.40000","0.50615","5.32042"
"30.50000","0.50781","5.33330"
"30.60000","0.50953","5.34674"
"30.70000","0.51127","5.36060"
"30.80000","0.51296","5.37280"
"30.90000","0.51487","5.39145"
"31.00000","0.51666","5.40451"
"31.10000","0.51831","5.41433"
"31.20000","0.51988","5.42291"
"31.30000","0.52151","5.43350"
"31.40000","0.52309","5.44098"
"31.50000","0.52466","5.45047"
"31.60000","0.52634","5.46368"
"31.70000","0.52789","5.47321"
"31.80000","0.52946","5.48259"
"31.90000","0.53119","5.49554"
"32.00000","0.53293","5.50878"
"32.10000","0.53457","5.51964"
"32.20000","0.53608","5.52803"
"32.30000","0.53783","5.54176"
"32.40000","0.53956","5.55321"
"32.50000","0.54125","5.56431"
"32.60000","0.54292","5.57494"
"32.70000","0.54461","5.58620"
"32.80000","0.54630","5.59795"
"32.90000","0.54795","5.60768"
"33.00000","0.54951","5.61571"
"33.10000","0.55112","5.62452"
"33.20000","0.55274","5.63385"
"33.30000","0.55440","5.64474"
"33.40000","0.55606","5.65611"
"33.50000","0.55766","5.66467"
"33.60000","0.55932","5.67569"
"33.70000","0.56106","5.68859"
"33.80000","0.56274","5.69919"
"33.90000","0.56442","5.70992"
"34.00000","0.56609","5.72065"
"34.10000","0.56774","5.73147"
