General : Start date,"2020-09-02"
General : End date,"2020-09-02"
General : Unique identifier,"{F02CCA01-99DF-44F3-ACEB-503360979A3A}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"1321 P4 W2 2"
Break (Standard) : Load at Break (Standard),"14.07814",N
Maximum Load : Maximum Load,"38.74653",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.34325"
"0.10000","0.00005","0.34331"
"0.20000","0.00045","0.35275"
"0.30000","0.00131","0.37459"
"0.40000","0.00304","0.41858"
"0.50000","0.00557","0.48234"
"0.60000","0.00881","0.56410"
"0.70000","0.01113","0.61712"
"0.80000","0.01285","0.65480"
"0.90000","0.01450","0.69184"
"1.00000","0.01616","0.72908"
"1.10000","0.01798","0.77241"
"1.20000","0.01972","0.81222"
"1.30000","0.02139","0.85072"
"1.40000","0.02306","0.88899"
"1.50000","0.02469","0.92576"
"1.60000","0.02633","0.96395"
"1.70000","0.02794","1.00125"
"1.80000","0.02948","1.03700"
"1.90000","0.03110","1.07549"
"2.00000","0.03280","1.11589"
"2.10000","0.03448","1.15402"
"2.20000","0.03617","1.19467"
"2.30000","0.03784","1.23502"
"2.40000","0.03943","1.27280"
"2.50000","0.04124","1.31886"
"2.60000","0.04297","1.36103"
"2.70000","0.04479","1.40763"
"2.80000","0.04655","1.45100"
"2.90000","0.04823","1.49251"
"3.00000","0.04984","1.53176"
"3.10000","0.05149","1.57332"
"3.20000","0.05315","1.61589"
"3.30000","0.05480","1.65836"
"3.40000","0.05638","1.69775"
"3.50000","0.05803","1.74035"
"3.60000","0.05968","1.78276"
"3.70000","0.06129","1.82360"
"3.80000","0.06287","1.86411"
"3.90000","0.06453","1.90921"
"4.00000","0.06613","1.95004"
"4.10000","0.06773","1.99271"
"4.20000","0.06936","2.03756"
"4.30000","0.07104","2.08387"
"4.40000","0.07281","2.13447"
"4.50000","0.07452","2.18134"
"4.60000","0.07619","2.22804"
"4.70000","0.07787","2.27510"
"4.80000","0.07953","2.32199"
"4.90000","0.08124","2.37046"
"5.00000","0.08285","2.41386"
"5.10000","0.08449","2.46045"
"5.20000","0.08614","2.50747"
"5.30000","0.08780","2.55515"
"5.40000","0.08951","2.60582"
"5.50000","0.09126","2.65860"
"5.60000","0.09287","2.70394"
"5.70000","0.09437","2.74482"
"5.80000","0.09605","2.79598"
"5.90000","0.09786","2.85159"
"6.00000","0.09965","2.90565"
"6.10000","0.10139","2.95714"
"6.20000","0.10300","3.00266"
"6.30000","0.10465","3.05176"
"6.40000","0.10633","3.10357"
"6.50000","0.10798","3.15533"
"6.60000","0.10957","3.20375"
"6.70000","0.11118","3.25435"
"6.80000","0.11288","3.31060"
"6.90000","0.11462","3.36844"
"7.00000","0.11643","3.42964"
"7.10000","0.11815","3.48586"
"7.20000","0.11982","3.53987"
"7.30000","0.12144","3.59167"
"7.40000","0.12309","3.64617"
"7.50000","0.12480","3.70481"
"7.60000","0.12641","3.75594"
"7.70000","0.12808","3.81302"
"7.80000","0.12982","3.87356"
"7.90000","0.13154","3.93319"
"8.00000","0.13317","3.98663"
"8.10000","0.13478","4.04074"
"8.20000","0.13641","4.09589"
"8.30000","0.13802","4.15070"
"8.40000","0.13965","4.20562"
"8.50000","0.14126","4.25895"
"8.60000","0.14289","4.31470"
"8.70000","0.14464","4.37710"
"8.80000","0.14644","4.44198"
"8.90000","0.14818","4.50116"
"9.00000","0.14981","4.55435"
"9.10000","0.15168","4.62277"
"9.20000","0.15335","4.67666"
"9.30000","0.15486","4.72378"
"9.40000","0.15649","4.77834"
"9.50000","0.15817","4.83684"
"9.60000","0.15988","4.89827"
"9.70000","0.16141","4.94696"
"9.80000","0.16295","4.99628"
"9.90000","0.16453","5.04886"
"10.00000","0.16611","5.10083"
"10.10000","0.16772","5.15682"
"10.20000","0.16939","5.21490"
"10.30000","0.17106","5.27225"
"10.40000","0.17271","5.32751"
"10.50000","0.17438","5.38298"
"10.60000","0.17603","5.43863"
"10.70000","0.17774","5.49807"
"10.80000","0.17942","5.55503"
"10.90000","0.18110","5.61131"
"11.00000","0.18291","5.67415"
"11.10000","0.18472","5.73580"
"11.20000","0.18648","5.79256"
"11.30000","0.18798","5.83328"
"11.40000","0.18952","5.87917"
"11.50000","0.19121","5.93466"
"11.60000","0.19284","5.98588"
"11.70000","0.19443","6.03546"
"11.80000","0.19606","6.08932"
"11.90000","0.19773","6.14522"
"12.00000","0.19950","6.20733"
"12.10000","0.20124","6.26597"
"12.20000","0.20284","6.31501"
"12.30000","0.20456","6.37573"
"12.40000","0.20640","6.43996"
"12.50000","0.20810","6.49399"
"12.60000","0.20980","6.54991"
"12.70000","0.21143","6.60087"
"12.80000","0.21308","6.65461"
"12.90000","0.21473","6.70822"
"13.00000","0.21645","6.76514"
"13.10000","0.21805","6.81250"
"13.20000","0.21961","6.85840"
"13.30000","0.22118","6.90449"
"13.40000","0.22287","6.95963"
"13.50000","0.22452","7.01084"
"13.60000","0.22615","7.06136"
"13.70000","0.22777","7.11210"
"13.80000","0.22940","7.16477"
"13.90000","0.23102","7.21639"
"14.00000","0.23261","7.26652"
"14.10000","0.23440","7.32839"
"14.20000","0.23612","7.38611"
"14.30000","0.23792","7.44948"
"14.40000","0.23965","7.50633"
"14.50000","0.24134","7.56127"
"14.60000","0.24295","7.60981"
"14.70000","0.24457","7.66136"
"14.80000","0.24622","7.71477"
"14.90000","0.24783","7.76445"
"15.00000","0.24952","7.81923"
"15.10000","0.25120","7.87096"
"15.20000","0.25283","7.92015"
"15.30000","0.25451","7.97327"
"15.40000","0.25618","8.02605"
"15.50000","0.25773","8.06979"
"15.60000","0.25943","8.12681"
