General : Start date,"2020-09-02"
General : End date,"2020-09-02"
General : Unique identifier,"{3FB4A220-2103-4428-B947-C32FD4C0BABD}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"1321 P5 W1 3"
Break (Standard) : Load at Break (Standard),"9.62692",N
Maximum Load : Maximum Load,"13.52694",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.49050"
"0.10000","0.00010","0.49232"
"0.20000","0.00053","0.49920"
"0.30000","0.00296","0.54433"
"0.40000","0.00531","0.58383"
"0.50000","0.00746","0.61847"
"0.60000","0.00949","0.65023"
"0.70000","0.01123","0.67714"
"0.80000","0.01284","0.70133"
"0.90000","0.01459","0.72817"
"1.00000","0.01628","0.75305"
"1.10000","0.01787","0.77634"
"1.20000","0.01953","0.80025"
"1.30000","0.02127","0.82635"
"1.40000","0.02296","0.85131"
"1.50000","0.02473","0.87674"
"1.60000","0.02638","0.90034"
"1.70000","0.02809","0.92482"
"1.80000","0.02966","0.94649"
"1.90000","0.03140","0.97104"
"2.00000","0.03309","0.99398"
"2.10000","0.03475","1.01673"
"2.20000","0.03639","1.03894"
"2.30000","0.03812","1.06210"
"2.40000","0.03981","1.08412"
"2.50000","0.04145","1.10731"
"2.60000","0.04310","1.12842"
"2.70000","0.04475","1.14993"
"2.80000","0.04641","1.17104"
"2.90000","0.04801","1.19122"
"3.00000","0.04957","1.21056"
"3.10000","0.05121","1.23216"
"3.20000","0.05293","1.25373"
"3.30000","0.05455","1.27348"
"3.40000","0.05625","1.29442"
"3.50000","0.05795","1.31505"
"3.60000","0.05958","1.33496"
"3.70000","0.06125","1.35530"
"3.80000","0.06289","1.37500"
"3.90000","0.06465","1.39385"
"4.00000","0.06619","1.41134"
"4.10000","0.06776","1.42940"
"4.20000","0.06931","1.44710"
"4.30000","0.07100","1.46655"
"4.40000","0.07269","1.48639"
"4.50000","0.07441","1.50554"
"4.60000","0.07609","1.52364"
"4.70000","0.07772","1.54161"
"4.80000","0.07939","1.55992"
"4.90000","0.08111","1.57858"
"5.00000","0.08277","1.59622"
"5.10000","0.08442","1.61355"
"5.20000","0.08620","1.63393"
"5.30000","0.08795","1.65231"
"5.40000","0.08974","1.67202"
"5.50000","0.09150","1.69054"
"5.60000","0.09306","1.70556"
"5.70000","0.09466","1.72171"
"5.80000","0.09634","1.74028"
"5.90000","0.09805","1.75889"
"6.00000","0.09966","1.77535"
"6.10000","0.10128","1.79144"
"6.20000","0.10288","1.80741"
"6.30000","0.10456","1.82514"
"6.40000","0.10625","1.84342"
"6.50000","0.10786","1.85991"
"6.60000","0.10956","1.87863"
"6.70000","0.11126","1.89675"
"6.80000","0.11284","1.91234"
"6.90000","0.11446","1.92930"
"7.00000","0.11633","1.95086"
"7.10000","0.11818","1.97108"
"7.20000","0.11994","1.98948"
"7.30000","0.12153","2.00421"
"7.40000","0.12309","2.01934"
"7.50000","0.12471","2.03643"
"7.60000","0.12632","2.05215"
"7.70000","0.12791","2.06758"
"7.80000","0.12949","2.08268"
"7.90000","0.13103","2.09780"
"8.00000","0.13262","2.11336"
"8.10000","0.13434","2.13140"
"8.20000","0.13602","2.14818"
"8.30000","0.13762","2.16339"
