General : Start date,"2020-09-02"
General : End date,"2020-09-02"
General : Unique identifier,"{016D2E8C-8405-4FFA-AE31-67B06B773074}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"1321 P2 W1 2"
Break (Standard) : Load at Break (Standard),"10.36685",N
Maximum Load : Maximum Load,"17.52944",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.89594"
"0.10000","0.00009","0.89752"
"0.20000","0.00085","0.91645"
"0.30000","0.00337","0.98029"
"0.40000","0.00549","1.02971"
"0.50000","0.00728","1.06862"
"0.60000","0.00897","1.10473"
"0.70000","0.01066","1.14017"
"0.80000","0.01241","1.17706"
"0.90000","0.01414","1.21201"
"1.00000","0.01587","1.24648"
"1.10000","0.01758","1.27965"
"1.20000","0.01935","1.31432"
"1.30000","0.02114","1.34900"
"1.40000","0.02284","1.38211"
"1.50000","0.02456","1.41437"
"1.60000","0.02635","1.44860"
"1.70000","0.02808","1.48085"
"1.80000","0.02973","1.51011"
"1.90000","0.03132","1.54003"
"2.00000","0.03301","1.57217"
"2.10000","0.03466","1.60301"
"2.20000","0.03627","1.63261"
"2.30000","0.03788","1.66228"
"2.40000","0.03948","1.69153"
"2.50000","0.04112","1.72177"
"2.60000","0.04284","1.75424"
"2.70000","0.04447","1.78332"
"2.80000","0.04612","1.81217"
"2.90000","0.04773","1.84022"
"3.00000","0.04943","1.87048"
"3.10000","0.05121","1.90298"
"3.20000","0.05290","1.93189"
"3.30000","0.05455","1.95956"
"3.40000","0.05621","1.98795"
"3.50000","0.05791","2.01668"
"3.60000","0.05955","2.04291"
"3.70000","0.06121","2.06727"
"3.80000","0.06284","2.09556"
"3.90000","0.06455","2.12492"
"4.00000","0.06618","2.15210"
"4.10000","0.06788","2.18059"
"4.20000","0.06953","2.20727"
"4.30000","0.07116","2.23366"
"4.40000","0.07270","2.25822"
"4.50000","0.07438","2.28632"
"4.60000","0.07607","2.31487"
"4.70000","0.07776","2.34309"
"4.80000","0.07940","2.36943"
"4.90000","0.08112","2.39833"
"5.00000","0.08285","2.42674"
"5.10000","0.08453","2.45389"
"5.20000","0.08613","2.47906"
"5.30000","0.08776","2.50525"
