General : Start date,"2020-09-02"
General : End date,"2020-09-02"
General : Unique identifier,"{11220328-5E93-4F0E-90F8-67731A994C31}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"1321 P9 W1 3"
Break (Standard) : Load at Break (Standard),"7.40923",N
Maximum Load : Maximum Load,"7.41459",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.56119"
"0.10000","0.00011","0.56186"
"0.20000","0.00123","0.57563"
"0.30000","0.00366","0.60585"
"0.40000","0.00593","0.63106"
"0.50000","0.00773","0.65003"
"0.60000","0.00943","0.66776"
"0.70000","0.01119","0.68577"
"0.80000","0.01274","0.70188"
"0.90000","0.01428","0.71673"
"1.00000","0.01598","0.73353"
"1.10000","0.01766","0.74958"
"1.20000","0.01937","0.76579"
"1.30000","0.02109","0.78208"
"1.40000","0.02275","0.79785"
"1.50000","0.02441","0.81239"
"1.60000","0.02616","0.82888"
"1.70000","0.02801","0.84577"
"1.80000","0.02974","0.86068"
"1.90000","0.03145","0.87617"
"2.00000","0.03306","0.89053"
"2.10000","0.03472","0.90545"
"2.20000","0.03639","0.91976"
"2.30000","0.03801","0.93374"
"2.40000","0.03966","0.94779"
"2.50000","0.04128","0.96202"
"2.60000","0.04290","0.97595"
"2.70000","0.04458","0.99077"
"2.80000","0.04623","1.00436"
"2.90000","0.04785","1.01769"
"3.00000","0.04951","1.03264"
"3.10000","0.05131","1.04897"
"3.20000","0.05321","1.06587"
"3.30000","0.05489","1.07912"
"3.40000","0.05648","1.09175"
"3.50000","0.05818","1.10680"
"3.60000","0.05984","1.12000"
"3.70000","0.06147","1.13339"
"3.80000","0.06306","1.14693"
"3.90000","0.06470","1.16045"
"4.00000","0.06636","1.17509"
"4.10000","0.06802","1.18963"
"4.20000","0.06962","1.20396"
"4.30000","0.07119","1.21773"
"4.40000","0.07286","1.23300"
"4.50000","0.07455","1.24842"
"4.60000","0.07622","1.26425"
"4.70000","0.07788","1.27948"
"4.80000","0.07948","1.29375"
"4.90000","0.08106","1.30807"
"5.00000","0.08291","1.32618"
"5.10000","0.08471","1.34334"
"5.20000","0.08638","1.35834"
"5.30000","0.08803","1.37359"
"5.40000","0.08963","1.38744"
"5.50000","0.09124","1.40177"
"5.60000","0.09291","1.41688"
"5.70000","0.09461","1.43232"
"5.80000","0.09621","1.44642"
"5.90000","0.09786","1.46092"
"6.00000","0.09949","1.47536"
"6.10000","0.10114","1.48985"
"6.20000","0.10280","1.50471"
"6.30000","0.10436","1.51826"
"6.40000","0.10616","1.53528"
"6.50000","0.10793","1.55213"
"6.60000","0.10964","1.56752"
"6.70000","0.11142","1.58292"
"6.80000","0.11307","1.59727"
"6.90000","0.11476","1.61224"
"7.00000","0.11645","1.62683"
"7.10000","0.11806","1.64036"
"7.20000","0.11969","1.65420"
"7.30000","0.12136","1.66890"
"7.40000","0.12299","1.68202"
"7.50000","0.12459","1.69532"
"7.60000","0.12624","1.70910"
"7.70000","0.12793","1.72358"
"7.80000","0.12964","1.73780"
"7.90000","0.13135","1.75239"
"8.00000","0.13302","1.76618"
"8.10000","0.13464","1.77916"
"8.20000","0.13625","1.79086"
"8.30000","0.13790","1.80475"
"8.40000","0.13963","1.81866"
"8.50000","0.14136","1.83306"
"8.60000","0.14305","1.84628"
"8.70000","0.14467","1.85815"
"8.80000","0.14630","1.87056"
"8.90000","0.14786","1.88168"
"9.00000","0.14947","1.89353"
"9.10000","0.15116","1.90642"
"9.20000","0.15285","1.91931"
"9.30000","0.15456","1.93236"
"9.40000","0.15628","1.94480"
"9.50000","0.15795","1.95686"
"9.60000","0.15954","1.96756"
"9.70000","0.16140","1.98271"
"9.80000","0.16315","1.99491"
"9.90000","0.16485","2.00703"
"10.00000","0.16654","2.01882"
"10.10000","0.16819","2.02967"
"10.20000","0.16972","2.03869"
"10.30000","0.17123","2.04789"
"10.40000","0.17286","2.05945"
"10.50000","0.17452","2.07053"
