General : Start date,"2020-08-26"
General : End date,"2020-08-26"
General : Unique identifier,"{141D1FB7-695B-4403-937C-A529411FA82A}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P4 W1 2"
Break (Standard) : Load at Break (Standard),"8.75543",N
Maximum Load : Maximum Load,"11.76668",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00007","0.78862"
"0.10000","0.00011","0.78966"
"0.20000","0.00097","0.80013"
"0.30000","0.00329","0.82716"
"0.40000","0.00549","0.85027"
"0.50000","0.00748","0.86910"
"0.60000","0.00920","0.88461"
"0.70000","0.01094","0.90010"
"0.80000","0.01266","0.91478"
"0.90000","0.01432","0.92877"
"1.00000","0.01591","0.94149"
"1.10000","0.01761","0.95545"
"1.20000","0.01944","0.97145"
"1.30000","0.02111","0.98421"
"1.40000","0.02283","0.99770"
"1.50000","0.02451","1.01099"
"1.60000","0.02616","1.02295"
"1.70000","0.02783","1.03571"
"1.80000","0.02946","1.04737"
"1.90000","0.03104","1.05894"
"2.00000","0.03267","1.07093"
"2.10000","0.03437","1.08352"
"2.20000","0.03609","1.09648"
"2.30000","0.03784","1.11011"
"2.40000","0.03952","1.12202"
"2.50000","0.04111","1.13311"
"2.60000","0.04292","1.14741"
"2.70000","0.04474","1.16069"
"2.80000","0.04643","1.17233"
"2.90000","0.04810","1.18423"
"3.00000","0.04981","1.19666"
"3.10000","0.05150","1.20912"
"3.20000","0.05309","1.21914"
"3.30000","0.05470","1.23049"
"3.40000","0.05637","1.24283"
"3.50000","0.05798","1.25368"
"3.60000","0.05962","1.26577"
"3.70000","0.06134","1.27819"
"3.80000","0.06309","1.29039"
"3.90000","0.06473","1.30189"
"4.00000","0.06638","1.31290"
"4.10000","0.06801","1.32403"
"4.20000","0.06959","1.33452"
"4.30000","0.07122","1.34567"
"4.40000","0.07294","1.35847"
"4.50000","0.07475","1.37100"
"4.60000","0.07640","1.38199"
"4.70000","0.07810","1.39374"
"4.80000","0.07979","1.40481"
"4.90000","0.08147","1.41552"
"5.00000","0.08309","1.42604"
"5.10000","0.08471","1.43689"
"5.20000","0.08639","1.44797"
"5.30000","0.08805","1.45891"
"5.40000","0.08971","1.46973"
"5.50000","0.09138","1.48114"
"5.60000","0.09303","1.49147"
"5.70000","0.09468","1.50206"
"5.80000","0.09619","1.51063"
"5.90000","0.09793","1.52285"
"6.00000","0.09964","1.53364"
"6.10000","0.10133","1.54452"
"6.20000","0.10305","1.55526"
"6.30000","0.10472","1.56641"
"6.40000","0.10634","1.57542"
"6.50000","0.10790","1.58416"
"6.60000","0.10949","1.59399"
"6.70000","0.11118","1.60541"
"6.80000","0.11287","1.61547"
"6.90000","0.11452","1.62598"
"7.00000","0.11624","1.63710"
"7.10000","0.11790","1.64717"
"7.20000","0.11961","1.65832"
"7.30000","0.12136","1.66975"
"7.40000","0.12306","1.67937"
"7.50000","0.12476","1.69084"
"7.60000","0.12659","1.70379"
"7.70000","0.12840","1.71483"
"7.80000","0.13013","1.72555"
"7.90000","0.13188","1.73618"
"8.00000","0.13348","1.74511"
"8.10000","0.13501","1.75225"
"8.20000","0.13661","1.76233"
"8.30000","0.13819","1.77161"
"8.40000","0.13986","1.78255"
"8.50000","0.14161","1.79446"
"8.60000","0.14313","1.80256"
"8.70000","0.14464","1.81101"
"8.80000","0.14634","1.82357"
"8.90000","0.14803","1.83464"
"9.00000","0.14957","1.84329"
"9.10000","0.15125","1.85491"
"9.20000","0.15305","1.86789"
"9.30000","0.15480","1.87959"
"9.40000","0.15655","1.89126"
"9.50000","0.15815","1.90055"
"9.60000","0.15980","1.91130"
"9.70000","0.16141","1.92073"
"9.80000","0.16304","1.93094"
"9.90000","0.16474","1.94264"
"10.00000","0.16642","1.95331"
"10.10000","0.16801","1.96261"
"10.20000","0.16964","1.97367"
"10.30000","0.17121","1.98308"
"10.40000","0.17285","1.99340"
"10.50000","0.17451","2.00448"
"10.60000","0.17610","2.01419"
"10.70000","0.17775","2.02540"
"10.80000","0.17942","2.03733"
"10.90000","0.18119","2.05000"
"11.00000","0.18287","2.06117"
"11.10000","0.18454","2.07155"
"11.20000","0.18619","2.08146"
"11.30000","0.18785","2.09159"
"11.40000","0.18946","2.10159"
"11.50000","0.19120","2.11361"
"11.60000","0.19289","2.12427"
"11.70000","0.19448","2.13268"
"11.80000","0.19611","2.14243"
"11.90000","0.19789","2.15470"
"12.00000","0.19963","2.16689"
"12.10000","0.20137","2.17836"
"12.20000","0.20313","2.19007"
"12.30000","0.20475","2.19919"
"12.40000","0.20663","2.21384"
"12.50000","0.20829","2.22281"
"12.60000","0.20975","2.22907"
"12.70000","0.21134","2.23928"
"12.80000","0.21298","2.25047"
"12.90000","0.21457","2.26015"
"13.00000","0.21613","2.26904"
"13.10000","0.21778","2.28016"
"13.20000","0.21944","2.29108"
"13.30000","0.22113","2.30273"
"13.40000","0.22282","2.31342"
"13.50000","0.22450","2.32394"
"13.60000","0.22624","2.33552"
"13.70000","0.22789","2.34517"
"13.80000","0.22953","2.35436"
"13.90000","0.23120","2.36264"
"14.00000","0.23271","2.36895"
"14.10000","0.23453","2.38257"
"14.20000","0.23629","2.39393"
"14.30000","0.23793","2.40264"
"14.40000","0.23958","2.41207"
"14.50000","0.24121","2.42087"
"14.60000","0.24285","2.42966"
"14.70000","0.24444","2.43801"
"14.80000","0.24605","2.44828"
"14.90000","0.24771","2.45820"
"15.00000","0.24936","2.46786"
"15.10000","0.25102","2.47776"
"15.20000","0.25275","2.48923"
"15.30000","0.25446","2.49981"
"15.40000","0.25618","2.51027"
"15.50000","0.25786","2.51974"
"15.60000","0.25949","2.52935"
"15.70000","0.26155","2.54651"
"15.80000","0.26326","2.55479"
"15.90000","0.26491","2.56400"
"16.00000","0.26666","2.57505"
"16.10000","0.26834","2.58468"
"16.20000","0.27004","2.59525"
"16.30000","0.27161","2.60301"
"16.40000","0.27317","2.61083"
"16.50000","0.27474","2.61963"
"16.60000","0.27638","2.62953"
"16.70000","0.27801","2.63965"
"16.80000","0.27955","2.64822"
"16.90000","0.28117","2.65860"
"17.00000","0.28286","2.67090"
"17.10000","0.28448","2.68018"
"17.20000","0.28606","2.69036"
"17.30000","0.28759","2.69752"
"17.40000","0.28914","2.70735"
"17.50000","0.29086","2.71909"
"17.60000","0.29263","2.73162"
"17.70000","0.29436","2.74193"
"17.80000","0.29605","2.75227"
"17.90000","0.29773","2.76191"
"18.00000","0.29943","2.77292"
"18.10000","0.30113","2.78389"
"18.20000","0.30282","2.79401"
"18.30000","0.30448","2.80406"
"18.40000","0.30616","2.81348"
"18.50000","0.30783","2.82333"
"18.60000","0.30953","2.83430"
"18.70000","0.31118","2.84481"
"18.80000","0.31274","2.85220"
"18.90000","0.31451","2.86579"
"19.00000","0.31624","2.87692"
"19.10000","0.31792","2.88706"
"19.20000","0.31954","2.89669"
"19.30000","0.32125","2.90764"
"19.40000","0.32297","2.91918"
"19.50000","0.32473","2.92969"
"19.60000","0.32643","2.93999"
"19.70000","0.32801","2.94722"
"19.80000","0.32968","2.95761"
"19.90000","0.33124","2.96582"
"20.00000","0.33285","2.97478"
"20.10000","0.33455","2.98618"
"20.20000","0.33626","2.99707"
"20.30000","0.33789","3.00607"
"20.40000","0.33962","3.01867"
"20.50000","0.34137","3.03055"
"20.60000","0.34301","3.03986"
"20.70000","0.34464","3.04972"
"20.80000","0.34643","3.06352"
"20.90000","0.34811","3.07384"
"21.00000","0.34981","3.08462"
"21.10000","0.35157","3.09732"
"21.20000","0.35319","3.10539"
"21.30000","0.35477","3.11368"
"21.40000","0.35644","3.12452"
"21.50000","0.35809","3.13504"
"21.60000","0.35980","3.14583"
"21.70000","0.36139","3.15489"
"21.80000","0.36308","3.16680"
"21.90000","0.36477","3.17796"
"22.00000","0.36639","3.18724"
"22.10000","0.36800","3.19740"
"22.20000","0.36976","3.21071"
"22.30000","0.37150","3.22242"
"22.40000","0.37316","3.23265"
"22.50000","0.37485","3.24379"
"22.60000","0.37649","3.25375"
"22.70000","0.37814","3.26478"
"22.80000","0.37979","3.27576"
"22.90000","0.38149","3.28804"
"23.00000","0.38314","3.29969"
"23.10000","0.38473","3.30922"
"23.20000","0.38642","3.32217"
"23.30000","0.38813","3.33484"
"23.40000","0.38984","3.34762"
"23.50000","0.39145","3.35720"
"23.60000","0.39313","3.36930"
"23.70000","0.39485","3.38176"
"23.80000","0.39655","3.39331"
"23.90000","0.39822","3.40457"
"24.00000","0.40010","3.42111"
"24.10000","0.40180","3.43159"
"24.20000","0.40341","3.44192"
"24.30000","0.40507","3.45325"
"24.40000","0.40666","3.46278"
"24.50000","0.40821","3.47207"
"24.60000","0.40975","3.48176"
"24.70000","0.41133","3.49269"
"24.80000","0.41292","3.50346"
"24.90000","0.41450","3.51415"
"25.00000","0.41615","3.52726"
"25.10000","0.41778","3.53807"
"25.20000","0.41945","3.55029"
"25.30000","0.42116","3.56346"
"25.40000","0.42277","3.57362"
"25.50000","0.42453","3.58733"
"25.60000","0.42625","3.60000"
"25.70000","0.42789","3.60976"
"25.80000","0.42950","3.61920"
"25.90000","0.43118","3.62924"
"26.00000","0.43282","3.63937"
"26.10000","0.43438","3.64664"
"26.20000","0.43599","3.65621"
"26.30000","0.43765","3.66707"
"26.40000","0.43931","3.67706"
"26.50000","0.44099","3.68822"
"26.60000","0.44266","3.69862"
"26.70000","0.44428","3.70834"
"26.80000","0.44588","3.71742"
"26.90000","0.44754","3.72778"
"27.00000","0.44924","3.73869"
"27.10000","0.45093","3.74953"
"27.20000","0.45253","3.75829"
"27.30000","0.45423","3.77017"
"27.40000","0.45610","3.78492"
"27.50000","0.45788","3.79709"
"27.60000","0.45957","3.80626"
"27.70000","0.46130","3.81757"
"27.80000","0.46294","3.82612"
"27.90000","0.46449","3.83285"
"28.00000","0.46610","3.84088"
"28.10000","0.46770","3.84744"
"28.20000","0.46927","3.85631"
"28.30000","0.47099","3.86746"
"28.40000","0.47271","3.87906"
"28.50000","0.47440","3.88937"
"28.60000","0.47599","3.89804"
"28.70000","0.47778","3.91194"
"28.80000","0.47966","3.92660"
"28.90000","0.48145","3.93895"
"29.00000","0.48317","3.94924"
"29.10000","0.48487","3.95983"
"29.20000","0.48659","3.97087"
"29.30000","0.48819","3.97872"
"29.40000","0.48976","3.98604"
"29.50000","0.49141","3.99618"
"29.60000","0.49311","4.00711"
"29.70000","0.49468","4.01505"
"29.80000","0.49629","4.02397"
"29.90000","0.49792","4.03390"
"30.00000","0.49961","4.04447"
"30.10000","0.50125","4.05400"
"30.20000","0.50290","4.06406"
"30.30000","0.50460","4.07499"
"30.40000","0.50620","4.08387"
"30.50000","0.50776","4.09242"
"30.60000","0.50943","4.10354"
"30.70000","0.51121","4.11723"
"30.80000","0.51289","4.12692"
"30.90000","0.51452","4.13824"
"31.00000","0.51619","4.14719"
"31.10000","0.51783","4.15629"
"31.20000","0.51950","4.16699"
"31.30000","0.52110","4.17644"
"31.40000","0.52268","4.18486"
"31.50000","0.52440","4.19629"
"31.60000","0.52619","4.21010"
"31.70000","0.52788","4.21975"
"31.80000","0.52960","4.23182"
"31.90000","0.53115","4.23873"
"32.00000","0.53305","4.25456"
"32.10000","0.53481","4.26496"
"32.20000","0.53635","4.27016"
"32.30000","0.53798","4.27898"
"32.40000","0.53958","4.28775"
"32.50000","0.54117","4.29553"
"32.60000","0.54285","4.30694"
"32.70000","0.54451","4.31779"
"32.80000","0.54619","4.32895"
"32.90000","0.54785","4.33843"
"33.00000","0.54951","4.35063"
"33.10000","0.55116","4.35906"
"33.20000","0.55285","4.37056"
"33.30000","0.55446","4.38025"
"33.40000","0.55617","4.39176"
"33.50000","0.55787","4.40283"
"33.60000","0.55951","4.41116"
"33.70000","0.56110","4.41915"
"33.80000","0.56276","4.42967"
"33.90000","0.56469","4.44708"
"34.00000","0.56656","4.46090"
"34.10000","0.56813","4.46568"
"34.20000","0.56961","4.47159"
"34.30000","0.57116","4.47855"
"34.40000","0.57273","4.48714"
"34.50000","0.57440","4.49864"
"34.60000","0.57602","4.50735"
"34.70000","0.57767","4.51723"
"34.80000","0.57943","4.53055"
"34.90000","0.58119","4.54355"
"35.00000","0.58295","4.55612"
"35.10000","0.58468","4.56719"
"35.20000","0.58639","4.57847"
"35.30000","0.58827","4.59336"
"35.40000","0.59018","4.60917"
"35.50000","0.59200","4.62132"
"35.60000","0.59349","4.62532"
"35.70000","0.59502","4.63221"
"35.80000","0.59684","4.64788"
"35.90000","0.59854","4.65782"
"36.00000","0.60002","4.66324"
"36.10000","0.60157","4.67111"
"36.20000","0.60319","4.68131"
"36.30000","0.60483","4.69296"
"36.40000","0.60646","4.70414"
"36.50000","0.60812","4.71565"
"36.60000","0.60980","4.72700"
"36.70000","0.61146","4.73896"
"36.80000","0.61311","4.74952"
"36.90000","0.61481","4.76215"
"37.00000","0.61650","4.77520"
"37.10000","0.61821","4.78699"
"37.20000","0.61993","4.80007"
"37.30000","0.62155","4.80869"
"37.40000","0.62324","4.82054"
"37.50000","0.62488","4.82996"
"37.60000","0.62644","4.83841"
"37.70000","0.62812","4.85028"
"37.80000","0.62988","4.86390"
"37.90000","0.63160","4.87524"
"38.00000","0.63321","4.88399"
"38.10000","0.63482","4.89372"
"38.20000","0.63645","4.90390"
"38.30000","0.63806","4.91347"
"38.40000","0.63965","4.92226"
"38.50000","0.64118","4.93055"
"38.60000","0.64294","4.94499"
"38.70000","0.64471","4.95837"
"38.80000","0.64636","4.96775"
"38.90000","0.64797","4.97734"
"39.00000","0.64953","4.98483"
"39.10000","0.65119","4.99565"
"39.20000","0.65282","5.00571"
