General : Start date,"2020-08-26"
General : End date,"2020-08-26"
General : Unique identifier,"{D8AA2810-8CC9-4675-92F4-B00ACACE44C4}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P1 W2 3"
Break (Standard) : Load at Break (Standard),"22.98234",N
Maximum Load : Maximum Load,"25.83434",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.58450"
"0.10000","0.00009","0.58570"
"0.20000","0.00035","0.58954"
"0.30000","0.00264","0.64058"
"0.40000","0.00581","0.70409"
"0.50000","0.00782","0.74045"
"0.60000","0.00951","0.76965"
"0.70000","0.01117","0.79851"
"0.80000","0.01286","0.82711"
"0.90000","0.01452","0.85405"
"1.00000","0.01620","0.88220"
"1.10000","0.01787","0.90968"
"1.20000","0.01952","0.93705"
"1.30000","0.02122","0.96437"
"1.40000","0.02301","0.99345"
"1.50000","0.02476","1.02074"
"1.60000","0.02645","1.04641"
"1.70000","0.02808","1.07214"
"1.80000","0.02976","1.09862"
"1.90000","0.03136","1.12284"
"2.00000","0.03301","1.14873"
"2.10000","0.03466","1.17364"
"2.20000","0.03626","1.19877"
"2.30000","0.03782","1.22192"
"2.40000","0.03948","1.24808"
"2.50000","0.04115","1.27440"
"2.60000","0.04287","1.30121"
"2.70000","0.04449","1.32538"
"2.80000","0.04618","1.35184"
"2.90000","0.04801","1.38191"
"3.00000","0.04971","1.40748"
"3.10000","0.05147","1.43538"
"3.20000","0.05317","1.46016"
"3.30000","0.05484","1.48543"
"3.40000","0.05648","1.50931"
"3.50000","0.05812","1.53404"
"3.60000","0.05980","1.55956"
"3.70000","0.06149","1.58495"
"3.80000","0.06310","1.60819"
"3.90000","0.06477","1.63269"
"4.00000","0.06643","1.65791"
"4.10000","0.06807","1.68238"
"4.20000","0.06970","1.70631"
"4.30000","0.07119","1.72733"
"4.40000","0.07278","1.75086"
"4.50000","0.07439","1.77532"
"4.60000","0.07619","1.80439"
"4.70000","0.07787","1.82946"
"4.80000","0.07954","1.85467"
"4.90000","0.08121","1.87915"
"5.00000","0.08289","1.90377"
"5.10000","0.08455","1.92841"
"5.20000","0.08621","1.95269"
"5.30000","0.08789","1.97738"
"5.40000","0.08956","2.00129"
"5.50000","0.09122","2.02569"
"5.60000","0.09293","2.05054"
"5.70000","0.09472","2.07806"
"5.80000","0.09637","2.10150"
"5.90000","0.09803","2.12573"
"6.00000","0.09957","2.14665"
"6.10000","0.10133","2.17472"
"6.20000","0.10318","2.20406"
"6.30000","0.10478","2.22588"
"6.40000","0.10640","2.24928"
"6.50000","0.10812","2.27551"
"6.60000","0.10979","2.30088"
"6.70000","0.11140","2.32365"
"6.80000","0.11308","2.34885"
"6.90000","0.11476","2.37423"
"7.00000","0.11644","2.39940"
