General : Start date,"2020-08-26"
General : End date,"2020-08-26"
General : Unique identifier,"{27C37F3C-5499-4AC3-AF30-EF0413A67684}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P3 W1 2"
Break (Standard) : Load at Break (Standard),"11.80803",N
Maximum Load : Maximum Load,"12.42658",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.70382"
"0.10000","0.00011","0.70485"
"0.20000","0.00107","0.72014"
"0.30000","0.00310","0.75181"
"0.40000","0.00535","0.78468"
"0.50000","0.00750","0.81511"
"0.60000","0.00943","0.84130"
"0.70000","0.01118","0.86386"
"0.80000","0.01283","0.88502"
"0.90000","0.01446","0.90479"
"1.00000","0.01612","0.92535"
"1.10000","0.01788","0.94687"
"1.20000","0.01953","0.96649"
"1.30000","0.02115","0.98492"
"1.40000","0.02283","1.00509"
"1.50000","0.02447","1.02429"
"1.60000","0.02614","1.04265"
"1.70000","0.02784","1.06235"
"1.80000","0.02953","1.08203"
"1.90000","0.03131","1.10248"
"2.00000","0.03309","1.12232"
"2.10000","0.03471","1.14013"
"2.20000","0.03636","1.15919"
"2.30000","0.03799","1.17669"
"2.40000","0.03952","1.19254"
"2.50000","0.04112","1.21073"
"2.60000","0.04271","1.22781"
"2.70000","0.04439","1.24719"
"2.80000","0.04608","1.26554"
"2.90000","0.04778","1.28441"
"3.00000","0.04945","1.30255"
"3.10000","0.05118","1.32117"
"3.20000","0.05288","1.33871"
"3.30000","0.05448","1.35428"
"3.40000","0.05622","1.37303"
"3.50000","0.05792","1.39026"
"3.60000","0.05960","1.40726"
"3.70000","0.06123","1.42278"
"3.80000","0.06286","1.43888"
"3.90000","0.06451","1.45489"
"4.00000","0.06609","1.46945"
"4.10000","0.06770","1.48507"
"4.20000","0.06930","1.50072"
"4.30000","0.07092","1.51597"
"4.40000","0.07258","1.53316"
"4.50000","0.07415","1.54758"
"4.60000","0.07586","1.56514"
"4.70000","0.07764","1.58336"
"4.80000","0.07935","1.59971"
"4.90000","0.08093","1.61331"
"5.00000","0.08272","1.63182"
"5.10000","0.08454","1.64957"
"5.20000","0.08623","1.66380"
"5.30000","0.08789","1.67860"
"5.40000","0.08957","1.69310"
"5.50000","0.09122","1.70651"
"5.60000","0.09285","1.72047"
"5.70000","0.09452","1.73514"
"5.80000","0.09617","1.74858"
"5.90000","0.09781","1.76275"
"6.00000","0.09944","1.77690"
"6.10000","0.10116","1.79305"
"6.20000","0.10290","1.80895"
"6.30000","0.10438","1.82006"
"6.40000","0.10614","1.83740"
"6.50000","0.10801","1.85589"
"6.60000","0.10975","1.87150"
"6.70000","0.11146","1.88676"
"6.80000","0.11310","1.90044"
