General : Start date,"2020-08-26"
General : End date,"2020-08-26"
General : Unique identifier,"{C44D2F25-A248-476D-9A5C-9928A5770CA6}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P3 W2 2"
Break (Standard) : Load at Break (Standard),"27.43805",N
Maximum Load : Maximum Load,"30.09813",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.28843"
"0.10000","0.00000","0.28953"
"0.20000","0.00027","0.29546"
"0.30000","0.00103","0.31175"
"0.40000","0.00309","0.35484"
"0.50000","0.00757","0.44042"
"0.60000","0.00989","0.47375"
"0.70000","0.01143","0.49337"
"0.80000","0.01301","0.51474"
"0.90000","0.01471","0.53851"
"1.00000","0.01637","0.56138"
"1.10000","0.01820","0.58667"
"1.20000","0.01975","0.60630"
"1.30000","0.02137","0.62803"
"1.40000","0.02315","0.65276"
"1.50000","0.02480","0.67434"
"1.60000","0.02644","0.69570"
"1.70000","0.02807","0.71671"
"1.80000","0.02971","0.73827"
"1.90000","0.03136","0.75914"
"2.00000","0.03297","0.77920"
"2.10000","0.03457","0.79948"
"2.20000","0.03622","0.82092"
"2.30000","0.03792","0.84353"
"2.40000","0.03957","0.86484"
"2.50000","0.04122","0.88566"
"2.60000","0.04283","0.90653"
"2.70000","0.04442","0.92610"
"2.80000","0.04629","0.95399"
"2.90000","0.04787","0.97316"
"3.00000","0.04945","0.99464"
"3.10000","0.05114","1.01818"
"3.20000","0.05278","1.04087"
"3.30000","0.05437","1.06223"
"3.40000","0.05594","1.08366"
"3.50000","0.05751","1.10463"
"3.60000","0.05904","1.12527"
"3.70000","0.06072","1.14964"
"3.80000","0.06240","1.17224"
"3.90000","0.06413","1.19433"
"4.00000","0.06578","1.21697"
"4.10000","0.06754","1.24267"
"4.20000","0.06929","1.26647"
"4.30000","0.07104","1.29025"
"4.40000","0.07293","1.31766"
"4.50000","0.07476","1.34300"
"4.60000","0.07659","1.36898"
"4.70000","0.07836","1.39276"
"4.80000","0.08002","1.41390"
"4.90000","0.08165","1.43529"
"5.00000","0.08331","1.45768"
"5.10000","0.08499","1.48235"
"5.20000","0.08663","1.50415"
"5.30000","0.08821","1.52574"
"5.40000","0.08978","1.54840"
"5.50000","0.09137","1.57129"
"5.60000","0.09301","1.59649"
"5.70000","0.09464","1.61991"
"5.80000","0.09624","1.64322"
"5.90000","0.09783","1.66623"
