General : Start date,"2020-08-26"
General : End date,"2020-08-26"
General : Unique identifier,"{A4CCD29A-444B-4898-A9F7-1A7000F55748}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P5 W1 2"
Break (Standard) : Load at Break (Standard),"13.82190",N
Maximum Load : Maximum Load,"14.31220",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.79564"
"0.10000","0.00008","0.79697"
"0.20000","0.00035","0.79988"
"0.30000","0.00259","0.82804"
"0.40000","0.00567","0.86252"
"0.50000","0.00770","0.88342"
"0.60000","0.00943","0.90057"
"0.70000","0.01105","0.91542"
"0.80000","0.01271","0.93050"
"0.90000","0.01433","0.94603"
"1.00000","0.01596","0.96090"
"1.10000","0.01763","0.97628"
"1.20000","0.01939","0.99199"
"1.30000","0.02117","1.00874"
"1.40000","0.02290","1.02324"
"1.50000","0.02455","1.03777"
"1.60000","0.02623","1.05227"
"1.70000","0.02796","1.06715"
"1.80000","0.02973","1.08263"
"1.90000","0.03146","1.09643"
"2.00000","0.03301","1.10825"
"2.10000","0.03471","1.12362"
"2.20000","0.03641","1.13720"
"2.30000","0.03803","1.15034"
"2.40000","0.03964","1.16269"
"2.50000","0.04123","1.17451"
"2.60000","0.04283","1.18787"
"2.70000","0.04449","1.20079"
"2.80000","0.04620","1.21439"
"2.90000","0.04790","1.22767"
"3.00000","0.04956","1.24039"
"3.10000","0.05129","1.25434"
"3.20000","0.05298","1.26726"
"3.30000","0.05480","1.28145"
"3.40000","0.05658","1.29497"
"3.50000","0.05816","1.30640"
"3.60000","0.05980","1.31859"
"3.70000","0.06147","1.33067"
"3.80000","0.06317","1.34397"
"3.90000","0.06476","1.35466"
"4.00000","0.06631","1.36585"
"4.10000","0.06797","1.37840"
"4.20000","0.06958","1.38985"
"4.30000","0.07118","1.40200"
"4.40000","0.07289","1.41575"
"4.50000","0.07468","1.43029"
"4.60000","0.07636","1.44217"
"4.70000","0.07795","1.45333"
"4.80000","0.07956","1.46576"
"4.90000","0.08126","1.47792"
"5.00000","0.08307","1.49321"
"5.10000","0.08488","1.50742"
"5.20000","0.08672","1.52276"
"5.30000","0.08852","1.53577"
"5.40000","0.09009","1.54623"
"5.50000","0.09162","1.55732"
"5.60000","0.09336","1.57075"
"5.70000","0.09504","1.58341"
"5.80000","0.09650","1.59198"
"5.90000","0.09810","1.60504"
"6.00000","0.09978","1.61839"
"6.10000","0.10139","1.63121"
"6.20000","0.10306","1.64457"
"6.30000","0.10472","1.65723"
"6.40000","0.10631","1.66891"
"6.50000","0.10785","1.68071"
"6.60000","0.10954","1.69438"
"6.70000","0.11122","1.70784"
"6.80000","0.11292","1.72148"
"6.90000","0.11466","1.73513"
"7.00000","0.11637","1.74890"
"7.10000","0.11805","1.76093"
"7.20000","0.11968","1.77326"
"7.30000","0.12136","1.78610"
"7.40000","0.12298","1.79758"
"7.50000","0.12455","1.80907"
"7.60000","0.12615","1.82053"
"7.70000","0.12785","1.83370"
"7.80000","0.12949","1.84581"
"7.90000","0.13115","1.85795"
"8.00000","0.13276","1.86979"
"8.10000","0.13440","1.88201"
"8.20000","0.13613","1.89640"
"8.30000","0.13789","1.91067"
"8.40000","0.13968","1.92495"
"8.50000","0.14151","1.94034"
"8.60000","0.14330","1.95445"
"8.70000","0.14502","1.96784"
"8.80000","0.14658","1.97786"
"8.90000","0.14815","1.98967"
"9.00000","0.14991","2.00387"
"9.10000","0.15154","2.01516"
"9.20000","0.15305","2.02555"
"9.30000","0.15470","2.03800"
"9.40000","0.15637","2.04993"
"9.50000","0.15805","2.06309"
"9.60000","0.15972","2.07615"
"9.70000","0.16134","2.08679"
"9.80000","0.16307","2.10077"
"9.90000","0.16487","2.11511"
"10.00000","0.16642","2.12550"
"10.10000","0.16797","2.13639"
"10.20000","0.16960","2.14908"
"10.30000","0.17116","2.16019"
"10.40000","0.17279","2.17271"
"10.50000","0.17433","2.18320"
"10.60000","0.17592","2.19495"
"10.70000","0.17757","2.20726"
"10.80000","0.17924","2.21988"
"10.90000","0.18094","2.23312"
"11.00000","0.18267","2.24675"
"11.10000","0.18440","2.25973"
"11.20000","0.18611","2.27273"
"11.30000","0.18783","2.28544"
"11.40000","0.18948","2.29718"
"11.50000","0.19108","2.30836"
"11.60000","0.19299","2.32464"
"11.70000","0.19472","2.33694"
"11.80000","0.19638","2.34825"
"11.90000","0.19799","2.35880"
"12.00000","0.19961","2.36911"
"12.10000","0.20117","2.38016"
"12.20000","0.20278","2.39122"
"12.30000","0.20445","2.40357"
"12.40000","0.20604","2.41414"
"12.50000","0.20766","2.42532"
"12.60000","0.20938","2.43889"
"12.70000","0.21108","2.45144"
"12.80000","0.21280","2.46392"
"12.90000","0.21451","2.47621"
"13.00000","0.21612","2.48675"
"13.10000","0.21794","2.50155"
"13.20000","0.21976","2.51519"
"13.30000","0.22143","2.52609"
"13.40000","0.22314","2.53828"
"13.50000","0.22482","2.55056"
"13.60000","0.22645","2.56056"
"13.70000","0.22816","2.57328"
"13.80000","0.22975","2.58398"
"13.90000","0.23140","2.59543"
"14.00000","0.23300","2.60589"
"14.10000","0.23461","2.61702"
"14.20000","0.23617","2.62766"
"14.30000","0.23778","2.63973"
"14.40000","0.23937","2.65056"
"14.50000","0.24107","2.66372"
"14.60000","0.24275","2.67620"
"14.70000","0.24444","2.68966"
"14.80000","0.24602","2.69993"
"14.90000","0.24769","2.71204"
"15.00000","0.24951","2.72713"
"15.10000","0.25127","2.73980"
"15.20000","0.25291","2.75093"
"15.30000","0.25453","2.76194"
"15.40000","0.25625","2.77407"
"15.50000","0.25788","2.78469"
"15.60000","0.25952","2.79630"
"15.70000","0.26121","2.80819"
"15.80000","0.26288","2.81980"
"15.90000","0.26457","2.83184"
"16.00000","0.26622","2.84256"
"16.10000","0.26788","2.85368"
"16.20000","0.26952","2.86528"
"16.30000","0.27113","2.87636"
"16.40000","0.27294","2.89061"
"16.50000","0.27463","2.90272"
"16.60000","0.27628","2.91373"
"16.70000","0.27791","2.92445"
"16.80000","0.27966","2.93823"
"16.90000","0.28138","2.95032"
"17.00000","0.28311","2.96254"
"17.10000","0.28468","2.97190"
"17.20000","0.28632","2.98289"
"17.30000","0.28800","2.99458"
"17.40000","0.28963","3.00563"
"17.50000","0.29118","3.01454"
"17.60000","0.29287","3.02745"
"17.70000","0.29447","3.03694"
"17.80000","0.29616","3.04897"
"17.90000","0.29783","3.06047"
"18.00000","0.29947","3.07091"
"18.10000","0.30105","3.08082"
"18.20000","0.30269","3.09198"
"18.30000","0.30450","3.10657"
"18.40000","0.30627","3.11961"
"18.50000","0.30799","3.13241"
"18.60000","0.30962","3.14201"
"18.70000","0.31125","3.15330"
"18.80000","0.31297","3.16626"
